userid,course_number,question_number,question_content,answer_content,grade
C-2022-1_U79,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,数学的な部分はやはり難しく、わからなかったが、暗号化の大まかな仕組みはわかった。,F
C-2022-1_U79,4,5,今日の授業の感想や反省を書いてください,今までは情報を暗号化する、ということに対して送信側のことしかイメージしていなかったが、よく考えたら複合しなければいけないことに気づいた。また、そのことで、なんで日多少暗号鍵が安全かが理解できた。,F
C-2022-1_U79,5,1,今日の内容を自分なりの言葉で説明してみてください,計算とは、ある入力に対して出力となる答えがただ一つとなる関数で答えを求めること。必要な内容を計算してもらうためには関数である問題を正確に作る事が重要である。アルゴリズムというのは、関数の計算の方法を示したもの。アルゴリズムは有限の時間で、またなるべく短時間で計算が終わるものが望ましい。授業では、偽コインの判定を例に挙げていた。,F
C-2022-1_U79,5,2,今日の内容で、分かったこと・できたことを書いてください,コンピュータがいつでも必要な答えを出力するようにするためには、問題を厳密にしなくてはいけないと分かった。アルゴリズムについては、なんんでも答えが出れば良いというわけではなく、効率が良く、きちんと計算が終わるものでなくてはダメなんだと分かった。,F
C-2022-1_U79,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,１変数多項式の例は数学っぽくて難しく感じたが、有限時間で計算が終わるアルゴリズムについては理解できた。天秤の例は、初めわからなくなってしまったので、もう一度動画を確認した。,F
C-2022-1_U79,5,5,今日の授業の感想や反省を書いてください,一つ問題の答えを出すのにもよく考えられたアルゴリズムが使われているんだなと理解できた。とにかく答えを出すのではなく、方法の違いだけで計算時間がこんなにも変わるんだ、と驚いた。,F
C-2022-1_U79,6,1,今日の内容を自分なりの言葉で説明してみてください,最大公約数を求める際、順に答えが出るまで繰り返す方法があるが、ユークリッドの互除法によって高速に求める事ができる。バブルソートとは、となあり合う要素を比較して順序よく並ぶように入れ替えていくもの。選択ソートとは、最大のものを選び、最後の要素と入れ替える。ヒープソートは二進木を使って数字を分けてゆきソートするもの。,F
C-2022-1_U79,6,2,今日の内容で、分かったこと・できたことを書いてください,要素を並べてソートする方法にはバブルソート選択ソートヒープソートなどがある。,F
C-2022-1_U79,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,"オーダー記法の定義はわかったが、アルゴリズムの性能評価についていまいちよくわからなかった
。。",F
C-2022-1_U79,6,5,今日の授業の感想や反省を書いてください,少し混乱してきたので、ネットや講義の動画を見てもう一度復習しておきたいと思った。,F
C-2022-1_U79,7,1,今日の内容を自分なりの言葉で説明してみてください,ヒープソートとは二進木を使ったソートのアルゴリズムの一つで、要素をヒープの木構造に並べ、要素が親＞＝子となるようにするもの。マージソートとは、既にある二つの数列の先頭を比較してソートするもの。二分探索ほうは、探索するものを整列された要素の列の真ん中と比較しそのその大小によって前半や後半と同じように比較していく。,F
C-2022-1_U79,7,2,今日の内容で、分かったこと・できたことを書いてください,計算量は、木構造の深さに依存するので、ヒープソートなどの方が早く計算できるということ。マージソートやヒープソートの計算量などについての内容は少し難しく感じた。,F
C-2022-1_U79,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ヒープの木構造がいまいちよくわかっていないので、深さが浅くなるのはわかったが、時間計算量などについてまだいまいちピンときていない。,F
C-2022-1_U79,7,5,今日の授業の感想や反省を書いてください,"さまざまな方法で時間計算量を減らそうとするアルゴリズムがあるのだな、と思った。
どうして計算量が減るのかを理解するのが難しいと感じた。",F
C-2022-1_U79,8,1,今日の内容を自分なりの言葉で説明してみてください,二分探索方について。二分探索方はテキスト内のキーワードの探索に用いられる。また接尾辞配列というのは、nの長さのある文字列の１からn番目の文字から開始するそれぞれの文字列を辞書式に並べたものである。　データについてと、その扱い方。,F
C-2022-1_U79,8,2,今日の内容で、分かったこと・できたことを書いてください,データは、その種類によって扱える四則演算の画変わるなどあゆ買い方が変化する。データの予測や相関関係など私たちにも短なものであるが、様々な気をつけなくてはいけないことがある。,F
C-2022-1_U79,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,接尾時配列の意味はわかったが、それを利用した検索方法がいまいち理解しきれなかった。,F
C-2022-1_U79,8,5,今日の授業の感想や反省を書いてください,一見相関関係を持っていても見かけの上での時もあるなだな、と思った。今回は、データやテキストの検索などいつもに比べると比較的短な話題でわかりやすかった。,F
C-2022-1_U79,9,1,今日の内容を自分なりの言葉で説明してみてください,AI について。AIは今、日常のさまざまなところで使用されている。Aiは学習をすることで、情報を扱う精度を自ら上げていくことができるがその一方で情報がないものや、イレギュラーな出来事、フレーム回避はまだ難しい。,F
C-2022-1_U79,9,2,今日の内容で、分かったこと・できたことを書いてください,AIが日常の中でどのように利用され得ているか。決まった関数だけを持つのではなく、自ら学習を行いその精度を高めていっているという事を知った。,F
C-2022-1_U79,9,3,今日の内容で、分からなかったこと・できなかったことを書いてください,AIが情報を得ることで機能している、ということはわかったが、真相ニューラルネットワークがなにか少し難しかった。,F
C-2022-1_U79,9,5,今日の授業の感想や反省を書いてください,今までは、AIは漠然と万能でSFめいたイメージを持っていたのだが、身の回りにあるおすすめ機能や、ラインのチャットなどそういう場でAIが学習しながら動いているものなのだと初めて知った。,F
C-2022-1_U79,10,1,今日の内容を自分なりの言葉で説明してみてください,非構造データについて。非構造データには言語、画像、音がある。パターン認識とは、言語、画像、音などのデータが「何」を表しているかを当てる方法である。コンピュータは人間のようにはデータを無意識、高精度、高速には認識できず、認識できるクラスというものが決まっている。,F
C-2022-1_U79,10,2,今日の内容で、分かったこと・できたことを書いてください,ものを認識するとき「似てる」ものを判断したりする際人間では無意識にできるようなことの裏にコンピュータではこんなに色々な要素が考えられているのだ、と知った。,F
C-2022-1_U79,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,画像とベクトルについては、今までの数学で扱っていたベクトルのイメージが強かったのでイメージが湧きにくかった。,F
C-2022-1_U79,10,5,今日の授業の感想や反省を書いてください,コンピュータによるさまざまな認識は私たちの身近にある話なので面白いと思った。今までは漠然とコンピュータに対して「万能」というイメージを持っていたが、思っていたよりも限定的で地道なものなのだなと感じた。,F
C-2022-1_U79,11,1,今日の内容を自分なりの言葉で説明してみてください,データ収集、情報の保護や利用に関する決まり事について。データを集める際は、全数調査が理想だが現実的でないので、母集団の中から一部を調査対象として抽出する標本調査が行われる。有作為抽出は母集団となる調査対象をこちらが選ぶものである。標本選択バイアスという偏りが結果に出てくることがある。帰納バイアスは利用した方法による偏り。人間がデータにつけた説明であるアノテーションにようバイアスはアノテーションバイアスと言われる。オープンデータとは行政機関が持つ公共データで、二次利用ができ、機械判読に適しており無償で公開されるものである。これは、防災、観光、子育てに利用されクリエイティブ　コモン　ライセンスを付けられたもの。,F
C-2022-1_U79,11,2,今日の内容で、分かったこと・できたことを書いてください,個人情報保護や個人情報保護法などは耳にすることがあったりしたがどのようなものかちゃんと知ることができた。個人を識別できる情報や、個人識別符号を含む情報についての法律が個人情報保護法である。データの第三者への提供は本人の同意なしでは原則なし。匿名加工がなされている場合には例外の時もある。,F
C-2022-1_U79,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,わからなかったことではないが、データを収集する際に完全にフラットでバイアスのない調査をするのはとても難しいのだな、と感じた。,F
C-2022-1_U79,11,5,今日の授業の感想や反省を書いてください,個人情報やデータについての決まりは知らないことがあったのでしっかり覚えておこうと思った。データを集める際のバイアスについて知ることができて良かった。自分自身も無意識のうちに情報にバイアスをかけていたかもしれないし、また逆に騙されないようにも粉をつけたいと思った。,F
C-2022-1_U79,12,1,今日の内容を自分なりの言葉で説明してみてください,ベクトルは、いくつかの数値をまとめて表すことができ、文書や画像も表すことができる。複数の数値を組み合わせたベクトルを使うことでデータ間の関係を考えることができる。距離には距離の公理というものが存在していて、距離が大きければ大きいほど類似度は低くなる。距離にはいくつかの種類がある。,F
C-2022-1_U79,12,2,今日の内容で、分かったこと・できたことを書いてください,どのように比較したいかで、考える距離の表し方を変えることが理解できた。データ上でものを認識したりクラスタリングでき、それが距離を利用して判断できるものだということを理解できた。,F
C-2022-1_U79,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,マンハッタン距離とはどのような時に使われるものなのかな、と疑問に思った。,F
C-2022-1_U79,12,5,今日の授業の感想や反省を書いてください,ベクトルや距離というと数学を思い浮かべたが、類似度や異常などのことをデータ上で表したりできるのか、と初めて知ることができた。,F
C-2022-1_U79,13,1,今日の内容を自分なりの言葉で説明してみてください,データの可視化について。今回の授業で開けられた可視化の方法は、ヒストグラム、箱ひげ図、棒グラフ、パイチャート、散布図、ヒートマップ、折れ線グラフ、有向/無向グラフ出会った。表したいデータや見たい情報によって適切な方法をとると良い。,F
C-2022-1_U79,13,2,今日の内容で、分かったこと・できたことを書いてください,グラフの縦軸横軸の取り方、ヒストグラムのビン幅や円グラフの描画の仕方などのところでデータの印象を変えてしまうことがあると理解できた。,F
C-2022-1_U79,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,いくつかの要素が絡む時のデータの考え方が少し難しかった。,F
C-2022-1_U79,13,5,今日の授業の感想や反省を書いてください,可視化の方法としては、いままで聞いたことのあるものばかりであったが、それをいかに利用してデータを読み解くかを学ぶことができた。,F
C-2022-1_U79,14,1,今日の内容を自分なりの言葉で説明してみてください,"相関について。相関とは二種類の事柄の間の関係性についてである。分布からはどんなデータががどこにどれだけあるのかがわかる。分散は、データの範囲や散らばり具合を示す。
統計的検定とは差をデータから評価する仕組みで、ある集団とある集団の差を見たりあるデータがその集団に含まれるかを考えることができる。",F
C-2022-1_U79,14,2,今日の内容で、分かったこと・できたことを書いてください,データを見るときに、平均などのデータが同じだったとしても分布の様子を見ると意味が違うことがある。データを検定するときは帰無仮説を立て、その確率を過去のデータから計算する。基準となる確率は有意水準といいそれと比較する。,F
C-2022-1_U79,14,3,今日の内容で、分からなかったこと・できなかったことを書いてください,相関係数のしきについての理解が一回ではできなかったので復習した。,F
C-2022-1_U79,14,5,今日の授業の感想や反省を書いてください,受験生の時に見ていた「ボーダー得点」を分布を使って示していた図の意味が分かり、なるほどな、と感じられた。,F
C-2022-1_U23,1,1,今日の内容を自分なりの言葉で説明してみてください,情報伝達の基本と、その歴史について学んだ。,F
C-2022-1_U23,1,2,今日の内容で、分かったこと・できたことを書いてください,今までパソコンやスマホ、CDなどの容量を見てもあまりピンと来ていなかったが、今日の授業でバイトやビットの容量の大きさの違いを理解することができた。また、音声や画像などの性質が異なる情報も全て０と1で表すことで伝えることができることが分かった。,F
C-2022-1_U23,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,データの符号化と暗号化が少し分からなかった。,F
C-2022-1_U23,1,5,今日の授業の感想や反省を書いてください,自分が今まで聞いたことの無い言葉や知らない言葉が出てくるので、その言葉を一つ一つ理解して授業を受けた。,F
C-2022-1_U23,2,1,今日の内容を自分なりの言葉で説明してみてください,情報源からの発生する記号の列を符号化し、それを複合化する過程、またその符号の一意複合可能性や瞬時複合可能性、語頭符号について学んだ。,F
C-2022-1_U23,2,2,今日の内容で、分かったこと・できたことを書いてください,情報源からの情報は何通りもの表し方があり、表現方法によっては複合化するときに時間のかかるものがある。また、平均符号語調には下限がありエントロピーから求められる。,F
C-2022-1_U23,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,符号木がよく分からなかった。,F
C-2022-1_U23,2,5,今日の授業の感想や反省を書いてください,今日は突然対数が出てきてかなり数学的な内容になり、理解するのに少し時間がかかった。,F
C-2022-1_U23,3,1,今日の内容を自分なりの言葉で説明してみてください,ノイズによる影響を、誤り検出や誤り訂正することでなくすという内容を学んだ。,F
C-2022-1_U23,3,2,今日の内容で、分かったこと・できたことを書いてください,ビットはノイズによって反転することがあるが、誤り検出や誤り訂正によって正しく伝達することができる。,F
C-2022-1_U23,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ハミング距離で混乱した。,F
C-2022-1_U23,3,5,今日の授業の感想や反省を書いてください,繰り返し符号を使うことで誤り訂正や誤り検出をしやすくなるというのは本当に頭がいいと思った。,F
C-2022-1_U23,4,1,今日の内容を自分なりの言葉で説明してみてください,情報の記号列の暗号化について学んだ。,F
C-2022-1_U23,4,2,今日の内容で、分かったこと・できたことを書いてください,余りを用いたRSA暗号は鍵暗号と似ていて理解しやすかった。,F
C-2022-1_U23,4,5,今日の授業の感想や反省を書いてください,単一換字暗号に対して頻度分析攻撃するというのは非常に興味深かった。,F
C-2022-1_U23,5,1,今日の内容を自分なりの言葉で説明してみてください,コンピューターがしていることは計算であり、その計算とアルゴリズム、計算時間評価について学んだ。,F
C-2022-1_U23,5,2,今日の内容で、分かったこと・できたことを書いてください,コンピューターに計算させるときは計算がどこまで続くかを教えなければならず、計算ステップ数が短いほどアルゴリズムを実行するのにかかる時間は短くなる。,F
C-2022-1_U23,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,根付き木のところが理解するのに時間がかかった。,F
C-2022-1_U23,5,5,今日の授業の感想や反省を書いてください,"今日は導入でありそこまで難しい内容ではなかった。
次回はユークリッドの互除法なので高校のとき習ったことを思い出して取り組みたい。
",F
C-2022-1_U23,6,1,今日の内容を自分なりの言葉で説明してみてください,計算時間評価と、バブルソートや選択ソート、ヒープソートなどのアルゴリズムについて学んだ。,F
C-2022-1_U23,6,2,今日の内容で、分かったこと・できたことを書いてください,「最大公約数を求める」のような目的が同じ動作でも、ユークリッド互除法を用いるなどのアルゴリズムの違いで計算にかかる時間が大きく変わることが分かった。,F
C-2022-1_U23,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,オーダー記法がよく分からなかった。,F
C-2022-1_U23,6,5,今日の授業の感想や反省を書いてください,"小テストでニ進木の問題を間違えてしまったので要復習
",F
C-2022-1_U23,8,1,今日の内容を自分なりの言葉で説明してみてください,二分探索法とデータ解析について学んだ,F
C-2022-1_U23,8,2,今日の内容で、分かったこと・できたことを書いてください,私たちはデータ解析をすることで予測や分析を行っている,F
C-2022-1_U23,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,二分探索や線形探索のところが難しかった,F
C-2022-1_U23,8,5,今日の授業の感想や反省を書いてください,自分が思っている以上に、自分自身が身の回りのデータを分析して生活していることが分かった,F
C-2022-1_U23,9,1,今日の内容を自分なりの言葉で説明してみてください,特定型AIは特定の知能だけを人工的に実現したAIで、現在利用されているAIは全て特定型AI。我々の知能と同じ柔軟さと多機能性を持つAIは汎用AIという。,F
C-2022-1_U23,9,2,今日の内容で、分かったこと・できたことを書いてください,自分が思っている以上に身の回りでAIが活用されていることが分かった。,F
C-2022-1_U23,9,5,今日の授業の感想や反省を書いてください,最近AIが出てくるアニメを観たのだが、そのAIは人間とほとんど同じ知能を持っているが決められたルールから逸脱することができない、どんなことがあってもルールだけは守るという点だけが人間とは異なる点だという設定だった。いつかAI技術がもっと進化したら、私たちとほとんど同じ知能を持つAIも生まれるのだろうかと思った。,F
C-2022-1_U23,10,1,今日の内容を自分なりの言葉で説明してみてください,非構造データには言語データや画像データ、音声データなどがある。パターン認識は人間には簡単だがコンピュータには難しいが近年は少しずつ実用化されてきている。この技術は自動化技術や以上検出に応用されている。,F
C-2022-1_U23,10,2,今日の内容で、分かったこと・できたことを書いてください,"非構造データには様々な種類があり、これらをコンピューターに認識させる技術が様々なことに応用されていることが分かった。
",F
C-2022-1_U23,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,線形代数の授業の講義はとっているが、どうしても四次元以上のベクトルはイメージしずらくなかなか理解できない。,F
C-2022-1_U23,10,5,今日の授業の感想や反省を書いてください,人間が当たり前に認識しているものでもコンピューターに認識させるのは難しく、認識について考えていくとどんどん哲学的な思考に陥っていくというのが面白かった。,F
C-2022-1_U23,11,1,今日の内容を自分なりの言葉で説明してみてください,データ収集には全数調査と標本調査があるが、標本調査はバイアスがかかることがある。,F
C-2022-1_U23,11,2,今日の内容で、分かったこと・できたことを書いてください,データには様々な種類があり、個人情報は扱いに注意されているし、オープンデータは市民も利用できるようになっている。,F
C-2022-1_U23,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,帰納バイアスを理解するのが難しかった。,F
C-2022-1_U23,11,5,今日の授業の感想や反省を書いてください,クリエイティブ・コモンズ・ライセンスについて全く知らなかったので新しい知識が増えた。,F
C-2022-1_U23,12,1,今日の内容を自分なりの言葉で説明してみてください,データはベクトルとして表すことができる。距離や類似度を活用することで様々なことに応用できる。,F
C-2022-1_U23,12,2,今日の内容で、分かったこと・できたことを書いてください,線形代数はいつ使うのかと思いながら勉強してきたが、ようやく使い方が分かった。,F
C-2022-1_U23,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,後半は特に数学的な考えが出てきて理解するのが大変だった。,F
C-2022-1_U23,12,5,今日の授業の感想や反省を書いてください,マンハッタン距離というのは最初見たときは全く分からなかったが講義を聞いたら理解することができた。,F
C-2022-1_U23,13,1,今日の内容を自分なりの言葉で説明してみてください,データは棒グラフやヒストグラム、箱髭図、パイチャート、折れ線グラフなどで可視化できる。どのように可視化したいかによって表現方法を変える。可視化するには数学の知識が必要である。,F
C-2022-1_U23,13,2,今日の内容で、分かったこと・できたことを書いてください,高校で習った箱髭図や四分位範囲が出てきたため非常に理解しやすかった。,F
C-2022-1_U23,13,5,今日の授業の感想や反省を書いてください,工夫をすれば三つ以上の要素を可視化することができるというのはとても考えられているなと思った。,F
C-2022-1_U23,14,1,今日の内容を自分なりの言葉で説明してみてください,相関については高校のころに数学で習った知識や公式がそのまま出てきたので理解しやすかった。,F
C-2022-1_U23,14,2,今日の内容で、分かったこと・できたことを書いてください,AIが画像にフィルタをかける仕組みがよく分かった。,F
C-2022-1_U23,14,5,今日の授業の感想や反省を書いてください,フィルタは、普段自分が撮った写真に加工をかけて投稿するときなどにも応用されているのだろうなと思った。,F
C-2022-1_U90,1,1,今日の内容を自分なりの言葉で説明してみてください,情報には単位があり、０と１を使って送信されるが、その基本はモールス信号の頃から変わっていない。情報を送信する際には、情報源、情報の通信路、暗号化などを考える必要がある。,F
C-2022-1_U90,1,2,今日の内容で、分かったこと・できたことを書いてください,情報伝達の歴史やこれから学ぶべきことがわかった。,F
C-2022-1_U90,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,まだpcの使いかたがよくわからず、メモ機能やマーカーをうまく使いこなせなかった。,F
C-2022-1_U90,1,5,今日の授業の感想や反省を書いてください,授業の入り方がわからず少し遅刻してしまった。情報系の授業は難しそうで心配していたけれど、一つ一つ理解していけばできそうだと思い安心しました。,F
C-2022-1_U90,2,1,今日の内容を自分なりの言葉で説明してみてください,情報源、その中でも定常無記憶情報源がある。情報源符号化、複合の過程。一意複合可能に。瞬時複合可能に。語頭符号を考える←符号木。平均符号語長を短くする。これは期待値の計算と同じでエントロピー以上。最適はエントロピープラス１未満。,F
C-2022-1_U90,2,2,今日の内容で、分かったこと・できたことを書いてください,符号木をよく理解できた。,F
C-2022-1_U90,2,5,今日の授業の感想や反省を書いてください,わかりやすい例から考えることで、思っていたよりも容易に理解することができた。今回の授業の復習と次の授業の予習をしっかりしたい。,F
C-2022-1_U90,3,1,今日の内容を自分なりの言葉で説明してみてください,"U(M)=log(2)M. 情報源の曖昧さU(S)＝log(2)M=SのエントロピーH(S)、生起確率pの事象の生起を知ったことで得られる情報量＝それによる曖昧さの減少量＝ーlog(2)p,
自称それぞれの生起確率を知ったことで得られる情報量の期待値＝エントロピー、相互情報量",F
C-2022-1_U90,3,2,今日の内容で、分かったこと・できたことを書いてください,まずエントロピーを理解しなければならない。,F
C-2022-1_U90,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,条件付きエントロピーと相互情報量の概念がわからなかった。,F
C-2022-1_U90,3,5,今日の授業の感想や反省を書いてください,途中でトイレに行ってから理解できなくなった。後で復習します。,F
C-2022-1_U90,4,1,今日の内容を自分なりの言葉で説明してみてください,暗号は、秘密鍵と公開鍵を使う。攻撃者は、公開鍵から暗号を読み解こうとするが全パターンを試したりするのは莫大な時間がかかるので、ほぼ不可能？,F
C-2022-1_U90,4,2,今日の内容で、分かったこと・できたことを書いてください,E×D,F
C-2022-1_U90,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,式がどのように導き出せるのかはまだわからない。,F
C-2022-1_U90,4,5,今日の授業の感想や反省を書いてください,出てきた公式を自分で証明できるようにしておきたい。,F
C-2022-1_U90,5,1,今日の内容を自分なりの言葉で説明してみてください,物理的アプローチとCS的アプローチ。関数の計算方法を示す手続きがアルゴリズム→最適解,F
C-2022-1_U90,5,2,今日の内容で、分かったこと・できたことを書いてください,偽コイン原理やnaïve−gcd,F
C-2022-1_U90,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,２進木や３進木の考え方がよくわからなかった。,F
C-2022-1_U90,5,5,今日の授業の感想や反省を書いてください,アルゴリズムという言葉はよく聞いていたけれど何を表していたのかは知らなかったので、スッキリしました。やり方を少し変えるだけで計算時間が大幅に変わってくるというのも面白いけれど怖いなとも思いました。,F
C-2022-1_U90,6,1,今日の内容を自分なりの言葉で説明してみてください,ソートとはある順序に従って並び替えること。バブルソートとは隣り合う要素の大小を比較しながら整列。選択ソートとは最大の要素を探しそれと最後の要素を入れ替えること。,F
C-2022-1_U90,6,2,今日の内容で、分かったこと・できたことを書いてください,ソートについて,F
C-2022-1_U90,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,二進木,F
C-2022-1_U90,6,5,今日の授業の感想や反省を書いてください,今回もまた新しい単語がたくさん出てきたので、頭が混乱しています。こまめに予習復習をして定着させていきたいです。,F
C-2022-1_U90,7,1,今日の内容を自分なりの言葉で説明してみてください,節点数n、高さhの２進木が２つの条件を満たす時、その木をヒープという。入力数列のサイズがnの時、ヒープソートの比較回数は３log底２nを超えない。,F
C-2022-1_U90,7,2,今日の内容で、分かったこと・できたことを書いてください,２進木ソート、ヒープソートについて,F
C-2022-1_U90,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,各ソートの計算量について、概念からよくわかっていない。,F
C-2022-1_U90,7,5,今日の授業の感想や反省を書いてください,情報科学の内容は積み重ねなので、前回の復習をしっかりしていないとすぐにわからなくなってしまうということがわかった。ソートの種類がたくさん出てきたので、それぞれの特徴を整理し、理解して次の授業につなげたい。,F
C-2022-1_U90,8,1,今日の内容を自分なりの言葉で説明してみてください,"マージソート　再起的に繰り返す　分割→マージ　　情報検索ー　線形探索　、二分探索いい感じ真ん中から攻めていく　探索する範囲は必ず二分の一以下　線形探索よりも圧倒的に速い
文字列のアルゴリズムは数字よりも時間かかる
接尾辞　二分探索の歴史浅い
データの種類は豊富→予測モデル",F
C-2022-1_U90,8,2,今日の内容で、分かったこと・できたことを書いてください,"マージソートアルゴリズム　二進木使わないからシンプル
二分探索のステップ数は　ログ２のnを超えない　",F
C-2022-1_U90,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,量的データと質的データの違いが、あまり掴めなかった。,F
C-2022-1_U90,8,5,今日の授業の感想や反省を書いてください,データという言葉の定義や意味をよく考えずに使っていたけれど、データにも色々種類があって、それぞれに特徴があることがわかった。身の回りで当たり前だと思っていたことや言葉も情報科学的に分析すると面白いと思った。,F
C-2022-1_U90,9,1,今日の内容を自分なりの言葉で説明してみてください,"グルーピング→まとめて分析、すぐに把握可能、あらかじめグループが決まっていれば、組み合わせ、階層化も可能　決まっていなければ、クラスタリング（似たデータを同じグループにする）（できたクラスタの数からデータ全体の多様性がわかる（各クラスタのデータ数で各クラスタの勢力がわかる（各グループの代表例を見ることで全体を概観可能）））「似ている」とは？（どこが、どれくらい）、「絶対的な正解」が存在しないことが多い　
AIー特化型AI（特定のことしかできない）（全て特定型AI）（弱いAI）汎用A I（検討段階）（強いAI）

",F
C-2022-1_U90,9,2,今日の内容で、分かったこと・できたことを書いてください,現在使われているAIは全て特定型A Iであるが、その能力をうまく利用している。,F
C-2022-1_U90,9,5,今日の授業の感想や反省を書いてください,私が中学生の時に受けた情報の授業では習わなかったAIなどの情報技術をたくさん知った。本当に今、‘熱い’分野なのだと思った。,F
C-2022-1_U90,10,1,今日の内容を自分なりの言葉で説明してみてください,"自然言語処理
ベクトルは数字の並び、画像はベクトル
音声データ
パターン認識、さまざまなデータを対象として、それが「何」であるかを当てる方法（画像認識、音声認識）（人間には簡単、コンピュータには難しい）深層ニューラルネットワークはパターン認識で空間を折り曲げる！足し算と掛け算で行われている。
パターン認識の応用（自動化技術、異常検出（パターンがめちゃくちゃ多い）（普通じゃないもの））
最近傍法＝類似度最大のクラスに識別",F
