userid,course_number,question_number,question_content,answer_content,grade
D-2022_U90,2,5,今日の授業の感想や反省を書いてください,デジタル信号処理の概要を知って，どんなことを学ぶか少しづつ見えてきた．,A
D-2022_U90,3,1,今日の内容を自分なりの言葉で説明してみてください,周期的な信号はフーリエ級数によって表現できる．つまり，いろいろな正弦波の足し合わせで表現できるのである．フーリエ級数は，オイラーの公式を用いて複素フーリエ級数に変換できる．複素フーリエ級数の方がフーリエ級数よりも簡潔に表現できる．,A
D-2022_U90,3,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ級数から複素フーリエ級数に変換するところが分かった．,A
D-2022_U90,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,複素フーリエ係数がなぜそのようになるのか．,A
D-2022_U90,3,5,今日の授業の感想や反省を書いてください,講義の途中で，計算過程を示して頂いたのが分かりやすかった．,A
D-2022_U90,4,1,今日の内容を自分なりの言葉で説明してみてください,周期信号のフーリエ級数を，周期T0→∞とした非周期関数に適応すると，全ての高調波の総和は角周波数ωの全区間にわたる積分になる．この時，時間積分に関する部分を「フーリエ変換」という．,A
D-2022_U90,4,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ級数からフーリエ変換になるまでの一連の流れが分かった．,A
D-2022_U90,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,フーリエ変換の性質について，実際にそうなるか自分で確かめないと飲み込めないと思った．,A
D-2022_U90,4,4,質問があれば書いてください,"周期関数に対してフーリエ変換は適応することができるのか？
できたとしても，周期関数はフーリエ級数で表すことができるので意味ないのでは？",A
D-2022_U90,4,5,今日の授業の感想や反省を書いてください,フーリエ変換の性質を実際に自分で確認したいと思った．,A
D-2022_U90,5,1,今日の内容を自分なりの言葉で説明してみてください,"連続値信号を離散時間信号（サンプル値信号）として抽出する方法を学習する．
標本化定理の内容と，なぜ標本化定理をみたすと元の信号を復元できるのかについて．
エイリアシングとは何か．


",A
D-2022_U90,5,2,今日の内容で、分かったこと・できたことを書いてください,連続時間信号x(t)をサンプル値信号xs(t)として抽出するには，x(t)と単位インパルス列δT(t)をかけ合わせればよい．標本化定理を満たさないと，スペクトルが重複して元の信号を復元できなくなってしまうことが分かった．サンプル値信号にsinc関数をかけて，全区間にわたって足し合わせることで元の信号を復元している．,A
D-2022_U90,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,元信号の復元のところがなんとなくの理解にとどまった．,A
D-2022_U90,5,4,質問があれば書いてください,"連続時間信号×単位インパルス列をサンプル値信号とするのではなく，連続時間信号×単位インパルス列だと標本化定理を満たしているときに元信号を復元できるのでサンプル値信号とするという考え方でいいのでしょうか？
",A
D-2022_U90,5,5,今日の授業の感想や反省を書いてください,なんとなく流れは分かったが，もう一度自分自身で式を追って確認したい．,A
D-2022_U90,6,1,今日の内容を自分なりの言葉で説明してみてください,"単位インパルス数列や単位ステップ数列を用いた数列の表現．
ラプラス変換，z変換を用いて，フーリエ変換不可能（絶対加算不可能）な信号を扱う．
",A
D-2022_U90,6,2,今日の内容で、分かったこと・できたことを書いてください,"フーリエ変換で扱えない信号は，ラプラス変換によって扱うことができる．
ラプラス変換では，時間減衰信号を信号にかけて絶対加算可能にすることによって扱っている．
z変換では，zの値を適当に選び収束させて扱う．",A
D-2022_U90,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,単位インパルス数列と単位インパルス関数は別物という捉え方でいいのか？,A
D-2022_U90,6,4,質問があれば書いてください,単位インパルス数列と単位インパルス関数は別物という捉え方でいいのか？,A
D-2022_U90,7,1,今日の内容を自分なりの言葉で説明してみてください,z変換の諸性質と逆z変換について,A
D-2022_U90,7,2,今日の内容で、分かったこと・できたことを書いてください,z変換の性質には，フーリエ変換に似たような性質がある．その中でも，推移定理は離散時間システムの解析の際に重要な性質である．逆z変換は閉路Cを積分路とした線積分で求めることができるが，実際に扱う離散時間システムのz変換は有理関数になることが多いため，部分分数分解して逆z変換対から求めることが普通である．,A
D-2022_U90,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,部分分数分解を忘れていた．,A
D-2022_U90,7,5,今日の授業の感想や反省を書いてください,自分で一度z変換の諸性質を導出して理解したい．,A
D-2022_U90,8,1,今日の内容を自分なりの言葉で説明してみてください,全体を振り返り知識マップを作成する。,A
D-2022_U90,8,2,今日の内容で、分かったこと・できたことを書いてください,最初にやった時よりも、デジタル信号処理という分野がどのようなものなのか理解できた。,A
D-2022_U90,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,細かいところの復習をしたいと思った。特にフーリエ変換の性質などのところをやりたいと思った。,A
D-2022_U90,8,5,今日の授業の感想や反省を書いてください,デジタル信号処理を大まかに振り返ることで、全体としてどのようなことをやってきたのか復習になった。細かいことはまた復習したい。,A
D-2022_U90,9,1,今日の内容を自分なりの言葉で説明してみてください,"離散時間システムとはどのようなシステムか．
離散時間信号を離散時間システムに入れた時の，出力の特徴．
線形時不変システムの接続．
伝達関数とは何か．
差分方程式によるインパルス応答の求め方．",A
D-2022_U90,9,2,今日の内容で、分かったこと・できたことを書いてください,"インパルス信号以外の離散時間信号をインパルス応答の線形時不変システムに入力すると，インパルス応答が分かっていれば簡単に求めることができる．
インパルス応答の線形時不変システムでは，インパルス応答を伝達関数から求めることができる．",A
D-2022_U90,9,3,今日の内容で、分からなかったこと・できなかったことを書いてください,差分方程式のところでz変換の推移定理がパッと思い出せなかったのでもう一度復習したい．,A
D-2022_U90,9,5,今日の授業の感想や反省を書いてください,差分方程式をz変換した後，伝達関数を求めるだけでインパルス応答が分かるのは便利だと思った．,A
D-2022_U90,10,1,今日の内容を自分なりの言葉で説明してみてください,"離散時間システムの構成．
システム関数と周波数特性．
極や零点がどのような働きをするのか．
因果性と安定性を満たすシステムを設計するためにはどのようにすればよいのか．
",A
D-2022_U90,10,2,今日の内容で、分かったこと・できたことを書いてください,伝達関数H(z)にz=exp(jnwT)を入れることによって，システムの周波数による振る舞いを確認することができる．適切な極，零点を設定することで，任意の周波数を大きく取り出し，任意の周波数を弱めることができる．,A
D-2022_U90,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,"安定性を満たす領域が，単位円を含む単位円内の領域であることをまだ呑み込めていない．
",A
D-2022_U90,10,5,今日の授業の感想や反省を書いてください,もう一度復習してなぜそうなるのか確認したい．,A
D-2022_U90,11,1,今日の内容を自分なりの言葉で説明してみてください,"離散時間フーリエ変換から離散フーリエ変換．
離散フーリエ変換の性質",A
D-2022_U90,11,2,今日の内容で、分かったこと・できたことを書いてください,離散時間フーリエ変換ではスペクトルが連続だったのに，離散フーリエ変換では信号もスペクトルも離散的になり，両方コンピュータで扱えるようになる．,A
D-2022_U90,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,演習9-3が分からなかった．,A
D-2022_U90,11,5,今日の授業の感想や反省を書いてください,フーリエ変換から離散フーリエ変換まで混同しないように復習したい．,A
D-2022_U90,12,1,今日の内容を自分なりの言葉で説明してみてください,周波数間引き型の高速フーリエ変換とはどのようなものか．,A
D-2022_U90,12,2,今日の内容で、分かったこと・できたことを書いてください,高速フーリエ変換では，複素数であるWn^knの性質を利用して，大きな行列計算を小さいものに分離することによって計算量を少なくしている．,A
D-2022_U90,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,具体的な計算量がなぜあの形になるのか分からない．,A
D-2022_U90,12,5,今日の授業の感想や反省を書いてください,自宅でループを使って離散フーリエ変換をしようとしたら，永遠に計算が止まらなかったので結局高速フーリエ変換の関数を使った記憶がある．この講義で高速フーリエ変換の仕組みが知れてよかった．,A
D-2022_U90,13,1,今日の内容を自分なりの言葉で説明してみてください,"フィルタとは何か．
窓関数法によるデジタルフィルタの設計．",A
D-2022_U90,13,2,今日の内容で、分かったこと・できたことを書いてください,"フィルタによってほしい周波数成分を取り出したり，いらない成分を除去したりできる．
けれども，FIRフィルタを窓関数法で設計すると，無限インパルス応答を打ち切って，有限インパルス応答にしてから扱うので，完全理想のフィルタを設計することは難しい．
",A
D-2022_U90,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ギブス現象をさえることは可能でも，なくすことは不可能？,A
D-2022_U90,13,5,今日の授業の感想や反省を書いてください,フーリエ級数変換をして，実際にソフトで波形を合成するときに発生する端っこの振動はギブス現象だと思った．,A
D-2022_U90,14,1,今日の内容を自分なりの言葉で説明してみてください,今日までを振り返り知識マップを作成する。,A
D-2022_U90,14,2,今日の内容で、分かったこと・できたことを書いてください,前回よりもどのような理論が、次のどのような理論につながるのか見通しよく知識マップを作成することができた。,A
D-2022_U90,14,5,今日の授業の感想や反省を書いてください,このような形式の講義は初めて受けたのでとても新鮮だった。,A
D-2022_U92,1,1,今日の内容を自分なりの言葉で説明してみてください,これからの授業ですべきことや授業外ですべきこと、及びこれからに関するアンケートの実施。,A
D-2022_U92,1,2,今日の内容で、分かったこと・できたことを書いてください,授業の進み方、各ツールの使い方が分かった。アンケートに回答した。知識マップの作成。,A
D-2022_U92,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,とくになし。,A
D-2022_U92,1,4,質問があれば書いてください,手書きノートはｉＰａｄで作成しても構いませんか？,A
D-2022_U92,1,5,今日の授業の感想や反省を書いてください,革新的な授業形式だと思った。来週からが楽しみだ。,A
D-2022_U92,2,1,今日の内容を自分なりの言葉で説明してみてください,"ディジタル信号処理における基礎
",A
D-2022_U92,2,2,今日の内容で、分かったこと・できたことを書いてください,ディジタル信号処理は、アナログ信号を標本化、量子化することでディジタル信号に変換して行われるものであり、信号処理システムには線形性、時不変性、因果性といったルールがあることを知った。,A
D-2022_U92,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ところどころ、わからない単語が出てきたので復習で対応したい,A
D-2022_U92,2,4,質問があれば書いてください,特にありません。,A
D-2022_U92,2,5,今日の授業の感想や反省を書いてください,本格的に授業が始まり、内容もそうだが、覚えないといけない授業システムが多く、ついていくのが大変だった。授業を行う上でのシステムの利用についてもっと深く理解する必要があると思った。,A
D-2022_U92,3,1,今日の内容を自分なりの言葉で説明してみてください,周期信号、つまりわかりやすい信号のフーリエ級数の求め方。また、複素数や三角関数を用いてフーリエ級数の表現方法等。,A
D-2022_U92,3,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ級数の求め方が分かった。,A
D-2022_U92,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,複素数や三角関数のフーリエ級数がいまいちわからなかった。,A
D-2022_U92,3,5,今日の授業の感想や反省を書いてください,内容が難しかったのでついていくのが大変だった。,A
D-2022_U92,4,1,今日の内容を自分なりの言葉で説明してみてください,フーリエ変換の性質について。フーリエ変換には実関数との相関など様々な性質が存在する。,A
D-2022_U92,4,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ級数とフーリエ変換の関係。,A
D-2022_U92,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,スペクトル系のことがよくわからなかった,A
D-2022_U92,4,5,今日の授業の感想や反省を書いてください,全体的に内容が難しかった。さらに演習を重ねて能力をつけたい。,A
D-2022_U92,5,1,今日の内容を自分なりの言葉で説明してみてください,アナログ信号の標本化及び復元について。,A
D-2022_U92,5,2,今日の内容で、分かったこと・できたことを書いてください,標本化定理の下に行う標本化についてしっかりと理解できた。また、復元の際に精度をよくする方法などもあわせて理解できた。,A
D-2022_U92,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし。,A
D-2022_U92,5,5,今日の授業の感想や反省を書いてください,アナログ信号を扱うディジタル信号処理において標本化定理がすごく大事な定理だということがよくわかる授業だった。計算面ではフーリエ変換を使うので、そのあたりの復習が必要だと感じた。,A
D-2022_U92,6,1,今日の内容を自分なりの言葉で説明してみてください,z変換について。,A
D-2022_U92,6,2,今日の内容で、分かったこと・できたことを書いてください,連続時間信号と離散時間信号の違いについて理解できた。,A
D-2022_U92,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ラプラス変換の派生であることはわかりながらも、やはり感覚がつかめず、z変換にかなり時間が書かった。,A
D-2022_U92,6,5,今日の授業の感想や反省を書いてください,Z変換に対しての苦手意識の克服が必要だと感じた。z変換表を参考に練習を重ねたい。,A
D-2022_U92,7,1,今日の内容を自分なりの言葉で説明してみてください,z変換の様々な性質及び逆Z変換について,A
D-2022_U92,7,2,今日の内容で、分かったこと・できたことを書いてください,便利なZ変換のいろいろな性質および、逆Z変換の計算方法を理解した。,A
D-2022_U92,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,計算方法はりかいしてもいざ実践となると詰まってしまうことが多かった。,A
D-2022_U92,7,5,今日の授業の感想や反省を書いてください,Z変換に合わせて、逆Z変換も苦手意識が残っているのでなくせるようにたくさん問題を解きたいと思った。,A
D-2022_U92,8,1,今日の内容を自分なりの言葉で説明してみてください,今までの内容を知識マップにまとめた。,A
D-2022_U92,8,2,今日の内容で、分かったこと・できたことを書いてください,知識マップにまとめることで、自分の中に点在する情報を整理することができた。,A
D-2022_U92,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,"理解していない部分は知識マップにおこすのも難しく、できなかった。これからさらに力をつけ、知識マップを充実させたい。















",A
D-2022_U92,8,5,今日の授業の感想や反省を書いてください,知識マップの操作が難しかった。マーカーが反映されないので自分で書き換えて作った。,A
D-2022_U92,9,1,今日の内容を自分なりの言葉で説明してみてください,離散時間システムにおける離散畳み込み和や差分方程式について学習した。,A
D-2022_U92,9,2,今日の内容で、分かったこと・できたことを書いてください,伝達関数やインパルス応答をもとに応答を求めることができた。,A
D-2022_U92,9,3,今日の内容で、分からなかったこと・できなかったことを書いてください,差分方程式の意味があまり分からなかった。,A
D-2022_U92,9,5,今日の授業の感想や反省を書いてください,問題を解くのに必要なことはわかったが、理論的な部分でなぜこうなるかなどがまだあいまいなため、復習で身に着けたい,A
D-2022_U92,10,1,今日の内容を自分なりの言葉で説明してみてください,離散時間システムにおける加算器、乗算機、遅延機についてや、周波数特性について学んだ。,A
D-2022_U92,10,2,今日の内容で、分かったこと・できたことを書いてください,"加算器、乗算器、遅延器の組み合わせで今まで学んできた離散時間システムが構成されていることが分かった。
",A
D-2022_U92,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,インパルス応答のZ変換が難しかった。,A
D-2022_U92,10,5,今日の授業の感想や反省を書いてください,z変換が出てきたところで躓いた。もともとに苦手なので、日々の学習で補填していかなければならないと思う。,A
D-2022_U92,11,1,今日の内容を自分なりの言葉で説明してみてください,離散フーリエ変換の性質について学んだ。,A
D-2022_U92,11,2,今日の内容で、分かったこと・できたことを書いてください,離散フーリエ変換の各種性質について理解できた。,A
D-2022_U92,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になかった。,A
D-2022_U92,11,5,今日の授業の感想や反省を書いてください,フーリエ変換と同じような内容だったのですんなり理解ができた。演習でさらに力をつけたい。,A
D-2022_U92,12,1,今日の内容を自分なりの言葉で説明してみてください,高速フーリエ変換について、行列を用いたものを学習し、一般化を求めるなどした。,A
D-2022_U92,12,2,今日の内容で、分かったこと・できたことを書いてください,高速フーリエ変換が、フーリエ変換の乗算回数を減らすためのものであるとわかった。,A
D-2022_U92,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,全体的に高速フーリエ変換の演算についてよくわからなかった。,A
D-2022_U92,12,5,今日の授業の感想や反省を書いてください,そもそも難しいのもあるが、書く量が多い計算はミスをしやすく苦手なので要注意な項目であると感じた。,A
D-2022_U92,13,1,今日の内容を自分なりの言葉で説明してみてください,多様な種類のフィルタについてと、フィルタを設計する際に用いる窓関数について学習した。,A
D-2022_U92,13,2,今日の内容で、分かったこと・できたことを書いてください,各フィルタがどんな役割をこなすのか覚えた。フィルタとは信号において所望の帯域の周波数のみを通過させるシステムである。,A
D-2022_U92,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,窓関数の利用法がよくわからなかった。,A
D-2022_U92,13,5,今日の授業の感想や反省を書いてください,いろいろな種類のフィルタがあることを知り、ぜひ今後有効活用するためにその特性や活用法について学びたいと思った。,A
D-2022_U92,14,1,今日の内容を自分なりの言葉で説明してみてください,最後の知識マップ作製及び図書館LGCへの投稿を行った,A
D-2022_U92,14,2,今日の内容で、分かったこと・できたことを書いてください,知識マップにまとめることでより一層理解しているところやいまいちわかっていないところを明確化できた。,A
D-2022_U92,14,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし。,A
D-2022_U92,14,5,今日の授業の感想や反省を書いてください,知識マップの作成や図書館LGCへの投稿を通して今までの学習の総まとめとすることができた。授業が終わっても、ここで学んだことをさらに高めていけるよう努力する。,A
D-2022_U76,1,1,今日の内容を自分なりの言葉で説明してみてください,オリエンテーション内にて、図書館LGCというものに初めて触れてみた。,A
D-2022_U76,1,2,今日の内容で、分かったこと・できたことを書いてください,オリエンテーション内にて、図書館LGCというものに初めて触れてみた。,A
D-2022_U76,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし。,A
D-2022_U76,1,4,質問があれば書いてください,特になし。,A
D-2022_U76,1,5,今日の授業の感想や反省を書いてください,"今回の授業では、オリエンテーションでもあったが、ディジタル信号処理では前半数学の知識が山ほどあると聞いて、少し委縮しました。
しかし、これからこの学習を頑張っていこうと思いました。",A
D-2022_U76,2,1,今日の内容を自分なりの言葉で説明してみてください,ディジタル信号処理について、様々な分類があることに驚いた,A
D-2022_U76,2,2,今日の内容で、分かったこと・できたことを書いてください,信号の分類を見分けると４つの分類に大きく分けることができること,A
D-2022_U76,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,今のところ、特になし,A
D-2022_U76,2,4,質問があれば書いてください,今のところ、特になし,A
D-2022_U76,2,5,今日の授業の感想や反省を書いてください,今回の授業では、ディジタル信号処理についての前提知識について知ることができました。,A
D-2022_U76,3,1,今日の内容を自分なりの言葉で説明してみてください,フーリエ級数を求め方や性質を理解した。,A
D-2022_U76,3,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ級数の出し方及び計算方法,A
D-2022_U76,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし,A
D-2022_U76,3,4,質問があれば書いてください,特になし,A
D-2022_U76,3,5,今日の授業の感想や反省を書いてください,今回、フーリエ級数を学んだが、だいぶ時間を空けて復習したような形なので、抜けているところが多かった。これから復習もかねてしっかりと学んでいこうと思った。,A
D-2022_U76,4,1,今日の内容を自分なりの言葉で説明してみてください,フーリエ変換について様々なことを知れた,A
D-2022_U76,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,畳み込み積分について、理解が及ばないところがあった,A
D-2022_U76,4,4,質問があれば書いてください,特になし,A
D-2022_U76,4,5,今日の授業の感想や反省を書いてください,フーリエ変換の性質やインパルス応答がかなり難しい定義をしているので、これから頑張ろうと思った,A
D-2022_U76,5,1,今日の内容を自分なりの言葉で説明してみてください,標本化定理について、理解をすることができた,A
D-2022_U76,5,2,今日の内容で、分かったこと・できたことを書いてください,サンプル値信号を標本化定理にて表すこと,A
D-2022_U76,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,標本化関数がなぜ存在するのか、別になくてもx(nT)が大量にあれば、できるのではないかと考えた。,A
D-2022_U76,5,4,質問があれば書いてください,特になし,A
D-2022_U76,5,5,今日の授業の感想や反省を書いてください,"今回の授業では、標本化定理をうまく表すことができる関数を知ることができた。
しかし、実用例が思いつかないため、とっかかりにくい内容であった。",A
D-2022_U76,6,1,今日の内容を自分なりの言葉で説明してみてください,Z変換について、ある程度理解をすることができた,A
D-2022_U76,6,2,今日の内容で、分かったこと・できたことを書いてください,Z変換,A
D-2022_U76,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,なぜ、両側・片側Z変換と分かれているかが理解できなかった。,A
D-2022_U76,6,5,今日の授業の感想や反省を書いてください,今回の授業ではZ変換についてある程度触れたが、いまいち理解できていないところも多いのでこれからしっかり理解していこうと思った。,A
D-2022_U76,8,1,今日の内容を自分なりの言葉で説明してみてください,インパルス応答を差分方程式から求めることの理解ができた,A
D-2022_U76,8,2,今日の内容で、分かったこと・できたことを書いてください,差分方程式・伝達関数,A
D-2022_U76,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし,A
D-2022_U76,8,4,質問があれば書いてください,特になし,A
D-2022_U76,10,1,今日の内容を自分なりの言葉で説明してみてください,離散時間システムのことや周波数特性について学んだ。,A
D-2022_U76,10,2,今日の内容で、分かったこと・できたことを書いてください,離散時間システムの構成や設計等,A
D-2022_U76,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,周波数特性があまり理解できなかった。,A
D-2022_U76,10,4,質問があれば書いてください,特になし,A
D-2022_U76,10,5,今日の授業の感想や反省を書いてください,"今回の授業では、離散時間システムのことについてある程度分かった。
しかし、周波数特性があまり理解できていないので、しっかりと
復習していこうと思う。",A
D-2022_U76,11,1,今日の内容を自分なりの言葉で説明してみてください,離散時間フーリエ変換のやり方を学んだ。,A
D-2022_U76,11,2,今日の内容で、分かったこと・できたことを書いてください,離散時間フーリエ変換のやり方やその性質等,A
D-2022_U76,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし,A
D-2022_U76,11,4,質問があれば書いてください,特になし,A
D-2022_U76,11,5,今日の授業の感想や反省を書いてください,"今回の授業では、離散時間フーリエ変換を理解した。
離散サンプル値信号のフーリエ変換であっても標本化定理より、
もとの関数を求めることができるので計算量が少なくなったなと感じた。",A
D-2022_U76,12,1,今日の内容を自分なりの言葉で説明してみてください,高速フーリエ変換のやり方について理解した。,A
D-2022_U76,12,2,今日の内容で、分かったこと・できたことを書いてください,高速フーリエ変換の行列方程式の作り方や変換方法,A
D-2022_U76,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,行列が大きいものであるため、途中で混乱した。,A
D-2022_U76,12,4,質問があれば書いてください,特になし,A
D-2022_U76,12,5,今日の授業の感想や反省を書いてください,"今回の授業では、高速フーリエ変換のやり方をある程度知った。
このやり方を知らないと入力信号が多くなった時、大惨事になるので
このやり方は今後大きく活かされると思った。",A
D-2022_U76,13,1,今日の内容を自分なりの言葉で説明してみてください,デジタルフィルタを用いることで、インパルス応答を求める方法を理解した,A
D-2022_U76,13,2,今日の内容で、分かったこと・できたことを書いてください,FIRフィルタの設計方法,A
D-2022_U76,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,窓関数がなぜ必要なのかがうまく理解できなかった,A
D-2022_U76,13,4,質問があれば書いてください,特になし,A
D-2022_U76,13,5,今日の授業の感想や反省を書いてください,"今回の授業では、フィルタを用いることで離散フーリエ変換を求めることが
できることを理解した。",A
D-2022_U76,14,1,今日の内容を自分なりの言葉で説明してみてください,まとめを行うことで、後半内容の復習等ができた。,A
D-2022_U76,14,2,今日の内容で、分かったこと・できたことを書いてください,後半内容の復習等ができた。,A
D-2022_U76,14,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし,A
D-2022_U76,14,4,質問があれば書いてください,特になし。,A
D-2022_U76,14,5,今日の授業の感想や反省を書いてください,今回の授業で、授業の振り返りを行ったことで、ある程度内容を思い出したり、自身の理解を深めたりすることができた。,A
D-2022_U38,1,1,今日の内容を自分なりの言葉で説明してみてください,授業の進め方や、知識マップの使いかたを学んだ。,A
D-2022_U38,1,2,今日の内容で、分かったこと・できたことを書いてください,知識マップの使い方が分かった。,A
D-2022_U38,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,与えられたキーワード一部の意味が分からなかった。,A
D-2022_U38,1,4,質問があれば書いてください,とくにありません。,A
D-2022_U38,1,5,今日の授業の感想や反省を書いてください,まだ始まっていないのでわからないが知識マップや図書館LGCなど授業の理解を手助けるものがあって理解しやすそうだと思いました。,A
D-2022_U38,2,1,今日の内容を自分なりの言葉で説明してみてください,信号処理の概要として信号処理の応用例やディジタル信号とアナログ信号の違いや変換方法などを学んだ。,A
D-2022_U38,2,2,今日の内容で、分かったこと・できたことを書いてください,"A/D変換のやり方や信号の分類方法（連続時間か離散時間か、連続振幅か離散振幅か）。
",A
D-2022_U38,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,D/A変換の具体的な方法がよくわかりませんでした。,A
D-2022_U38,2,4,質問があれば書いてください,特にありません。,A
D-2022_U38,2,5,今日の授業の感想や反省を書いてください,信号の分類方法のところで言葉だけだと離散振幅というのがどういうものか分からなかったのですがその後にグラフが書かれていたので理解することができました。サンプリング定理は2年生で学んだのにまだ理解できていないので復習しておきたいと思いました。,A
D-2022_U38,3,1,今日の内容を自分なりの言葉で説明してみてください,周期関数のフーリエ変換と複素フーリエ変換を習った。,A
D-2022_U38,3,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ変換と複素フーリエ変換,A
D-2022_U38,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,とくになし,A
D-2022_U38,3,4,質問があれば書いてください,とくになし,A
D-2022_U38,3,5,今日の授業の感想や反省を書いてください,今日の授業の内容はすでに別の授業で習ったことがある内容が多かったので理解しやすかったです。,A
D-2022_U38,4,1,今日の内容を自分なりの言葉で説明してみてください,フーリエ変換とフーリエ変換の性質について学んだ。,A
D-2022_U38,4,2,今日の内容で、分かったこと・できたことを書いてください,フーリエ変換の方法とフーリエ変換で成り立つ性質について知ることができた。,A
D-2022_U38,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,フーリエ変換の性質の一部の導出方法,A
