userid,course_number,question_number,question_content,answer_content,grade
C-2021-1_U57,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,なし,B
C-2021-1_U57,8,4,質問があれば書いてください,なし,B
C-2021-1_U57,8,5,今日の授業の感想や反省を書いてください,計算がなかったので大体理解できた,B
C-2021-1_U57,9,1,今日の内容を自分なりの言葉で説明してみてください,現在全てをこなせる人工知能はなく、限られたことしかできない人工知能しかない。,B
C-2021-1_U57,9,2,今日の内容で、分かったこと・できたことを書いてください,私たちの学習とAIの学習はどちらも同じようなもので、人間がたくさんの過去問を解いてテストを受験するように、AIは最初から賢いわけではなくたくさんの量や視点の情報を得てから機能することがわかった。,B
C-2021-1_U57,9,5,今日の授業の感想や反省を書いてください,Instagramの広告が人それぞれ違うことは知っていたが、それはAIがその人にあった広告を流しているということを初めて知った。,B
C-2021-1_U57,10,1,今日の内容を自分なりの言葉で説明してみてください,パターン認識はAIにとってはかなり難しいものであり、前提として認識できる対象は決まっているので、対象外のものは認識できない。,B
C-2021-1_U57,10,2,今日の内容で、分かったこと・できたことを書いてください,画像はベクトルであるということ。画像の見え方を調節するということは、ベクトルを操作するということ。,B
C-2021-1_U57,10,5,今日の授業の感想や反省を書いてください,自然言語処理のパラフレーズ解析やセンチメント解析が興味深かった。,B
C-2021-1_U57,11,1,今日の内容を自分なりの言葉で説明してみてください,有意抽出法はデータ収集の効率は上がるが、その収集した情報にバイアスがかかることがある。個人情報データの分析は原則本人の同意なしでは不可能だが、例外はある。,B
C-2021-1_U57,11,2,今日の内容で、分かったこと・できたことを書いてください,メディアは恣意的,B
C-2021-1_U57,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,主にオープンデータについて,B
C-2021-1_U57,11,5,今日の授業の感想や反省を書いてください,有意抽出法によってある程度アンケートの結果を操作できると思った。,B
C-2021-1_U57,12,1,今日の内容を自分なりの言葉で説明してみてください,ベクトルは高校の時に習った単に矢印の向きとかではなく、データ分析する時にも使われる,B
C-2021-1_U57,12,2,今日の内容で、分かったこと・できたことを書いてください,データ分析において、条件さえ満たせば、何でも距離となる,B
C-2021-1_U57,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特にし,B
C-2021-1_U57,12,4,質問があれば書いてください,特になし,B
C-2021-1_U57,12,5,今日の授業の感想や反省を書いてください,ベクトルを矢印以外で使うことにあまり慣れていないので、最初は戸惑いはあったが、理解出来た。,B
C-2021-1_U57,13,1,今日の内容を自分なりの言葉で説明してみてください,可視化とはデータを直感的に理解できるよう、ヒストグラムなどさまざまな手法を用いて図で表すこと。,B
C-2021-1_U57,13,2,今日の内容で、分かったこと・できたことを書いてください,グラフは表現方法によって印象を操作し誤った情報を与えることができる。,B
C-2021-1_U57,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし。,B
C-2021-1_U57,13,4,質問があれば書いてください,特になし。,B
C-2021-1_U57,13,5,今日の授業の感想や反省を書いてください,グラフは表現方法によって誤った情報を与えるというのを利用して資料はいくらでも印象操作できると高校の先生が言っていたことを思い出しました。,B
C-2021-1_U57,14,1,今日の内容を自分なりの言葉で説明してみてください,フィルタ処理は種類によってさまざまである。,B
C-2021-1_U57,14,2,今日の内容で、分かったこと・できたことを書いてください,画像とは数値データの塊であるということ。,B
C-2021-1_U57,14,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特になし。,B
C-2021-1_U57,14,4,質問があれば書いてください,特になし。,B
C-2021-1_U57,14,5,今日の授業の感想や反省を書いてください,いつも自分がスマホなどで見ている画像はどれくらい数値のの組み合わせでできているのか気になった。,B
C-2021-1_U57,15,1,今日の内容を自分なりの言葉で説明してみてください,期末テスト,B
C-2021-1_U57,15,2,今日の内容で、分かったこと・できたことを書いてください,選択問題はなんとなく出来ました,B
C-2021-1_U57,15,3,今日の内容で、分からなかったこと・できなかったことを書いてください,記述問題が難しかったです,B
C-2021-1_U57,15,5,今日の授業の感想や反省を書いてください,これからも習ったことを忘れずに行きたいです,B
C-2021-1_U87,1,1,今日の内容を自分なりの言葉で説明してみてください,"情報とは０１で表現され、日々の生活に反映されてる。
過去、人々は情報伝達の技術を発達させていった。",C
C-2021-1_U87,1,2,今日の内容で、分かったこと・できたことを書いてください,"現代の生活で情報の通信がどのように行われているか知ることができた。
情報伝達の歴史について知ることができた。",C
C-2021-1_U87,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,初回の授業で導入部分であったため、疑問に思うことはなかった。,C
C-2021-1_U87,1,4,質問があれば書いてください,なし,C
C-2021-1_U87,1,5,今日の授業の感想や反省を書いてください,"現代は情報が非常に大切なのに、高校までの情報の授業は詳しい内容をしてこなっかったので大学で学べることに感謝している。
腕木通信など、自分の知らない情報伝達の方法などを知ることができ良かった。",C
C-2021-1_U87,2,1,今日の内容を自分なりの言葉で説明してみてください,"情報源符号化は一意に、素早く元に戻せることが必要
一意複号とはそれ一通りしかないこと
瞬時復号とはその復号語が先読みせずに読み終えることができること
エントロピーによって表される最短の平均符号語長を最適符号という",C
C-2021-1_U87,2,2,今日の内容で、分かったこと・できたことを書いてください,符号化したものを復号するタメに、なるべく短い長さで正確に符号化する必要があり、最も良いものが最適符号と呼ばれる,C
C-2021-1_U87,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,確率や平均符号語長のところ,C
C-2021-1_U87,2,5,今日の授業の感想や反省を書いてください,数学的なところは理解するのが難しかったけど、それによって何が言いたいのかはわかった,C
C-2021-1_U87,3,1,今日の内容を自分なりの言葉で説明してみてください,"情報源の曖昧さは、情報源のエントロピーと一致していて、その減少量を情報量という。滅多に起きない事象の生起を知ることで得られる情報量は大きい。
情報量の期待値、つまりエントロピーは確率二分の一の時最大値１をとる。",C
C-2021-1_U87,3,2,今日の内容で、分かったこと・できたことを書いてください,情報量の大きさや期待値を対数を取って計算できることがわかった。,C
C-2021-1_U87,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,相互情報量について理解ができなかった,C
C-2021-1_U87,3,5,今日の授業の感想や反省を書いてください,数学的になり、理解するのが大変になってきた。,C
C-2021-1_U87,4,1,今日の内容を自分なりの言葉で説明してみてください,情報を送る際、必ずノイズが発生する。そのノイズによる影響を小さくするために冗長化や繰り返し符号などを活用する。ただ、ブロック誤り率を小さくしようとすると情報量が増加し、効率が落ちてしまう。,C
C-2021-1_U87,4,2,今日の内容で、分かったこと・できたことを書いてください,高々t個の誤り訂正については、蟻地獄の考えですぐに理解できた。ノイズの影響を小さくするためには情報量を増やす必要があることがわかった。,C
C-2021-1_U87,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,通信路符号化定理についてはよくわからなかった。,C
C-2021-1_U87,4,5,今日の授業の感想や反省を書いてください,図の説明がすごくわかりやすかった。,C
C-2021-1_U87,5,1,今日の内容を自分なりの言葉で説明してみてください,コンピュータで関数の計算方法を示す手続きをアルゴリズムといい、単純な計算の組み合わ背である。また、プログラムとはそれをコンピューターがわかる言語記述したものである。計算を効率的に行うためにはできるだけ基本演算の回数を少なくして、計算ステップ数を少なくすることが大切である。,C
C-2021-1_U87,5,2,今日の内容で、分かったこと・できたことを書いてください,普段何気なく聞くアルゴリズムやプログラムとはどういうものかわかった。また、ただ計算すればいいわけではなく、計算ステップ数を少なくしなければならないことがわかった。,C
C-2021-1_U87,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,大まかにはわかったが、３進木の理解が難しかった,C
C-2021-1_U87,5,5,今日の授業の感想や反省を書いてください,コインの例があったため理解しやすかった,C
C-2021-1_U87,6,1,今日の内容を自分なりの言葉で説明してみてください,数の大小の並び替え、ソートについて４種類の方法を学んだ。入力によって計算量は変化し、最悪な長さの場合のことを考えるようにする。,C
C-2021-1_U87,6,2,今日の内容で、分かったこと・できたことを書いてください,２進木ソートの数列の並び方で計算時間が変化する欠点を補うためにヒープソートが使われており、手順が２段階に増える。ただ、入力整数の数が小さいときはヒープソートよりも二進木ソートの方が最悪の比較回数は少ない。バブルソート、選択ソート、２進木ソートについては時間計算量のオーダー記法は同じである。,C
C-2021-1_U87,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,２進木ソートの考えはなんとなくわかったが、どうやってヒープソートで２進木ソートの欠点が補われたのかがよく分からなかった。,C
C-2021-1_U87,6,5,今日の授業の感想や反省を書いてください,ヒープソートが複雑で理解するのが難しかった。,C
C-2021-1_U87,7,1,今日の内容を自分なりの言葉で説明してみてください,マージソートとは２進木を使用せず、分割できるところまで分割し続け、その後２つの数列をマージしていくことで元の数列がソートされる。端から順に調べる線形探索とは異なり、２分探索は半分のところから調べるため圧倒的に早く調べることができる。それを応用してキーワードの検索が行われる。,C
C-2021-1_U87,7,2,今日の内容で、分かったこと・できたことを書いてください,２進木やヒープソートよりマージソートの方がシンプルで速くソートできる。普段使っているキーワード検索は２分探索を活用している。,C
C-2021-1_U87,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,接尾辞配列がなぜシンプルで優れているのかがよく分からなかった。,C
C-2021-1_U87,7,5,今日の授業の感想や反省を書いてください,前回のソート方法に比べ、今回のマージソートはわかりやすかった。２分探索はわかったが、接尾辞の部分は理解が難しかった。,C
C-2021-1_U87,8,1,今日の内容を自分なりの言葉で説明してみてください,データは一般的に４種類に分類でき、データによって使える手法が異なる。私たちは日頃からデータ分析をして物事の予測を立てている。データの相関やグルーピングによりデータを扱うことができるが、その方法によって結果が変わるため技量が試される。,C
C-2021-1_U87,8,2,今日の内容で、分かったこと・できたことを書いてください,現代社会にをいてどの分野でもデータを扱うことは重要である。データ分析をすることで何かしらの結果を得ることができるが、その結果は方法によって変わるため注意が必要。,C
C-2021-1_U87,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,データ分析の詳しいところについてはできないと思うが概ねわかった。,C
C-2021-1_U87,8,5,今日の授業の感想や反省を書いてください,データ分析は自分自身にとっても重要なことであり、それを学んでそして活用したいと思った,C
C-2021-1_U87,9,1,今日の内容を自分なりの言葉で説明してみてください,自分たちの普段の生活の中ではありとあらゆる場面でAIが使われており、AIを活用することで便利な生活を送ることができている。しかしAIとは万能なものではなく、基本的には一つの物事に特化しており、また膨大なデータによる機械学習が必要であり、ノイズや特定の範囲外のことが起きると使い物にならないなど様々な弱点が存在する。,C
C-2021-1_U87,9,2,今日の内容で、分かったこと・できたことを書いてください,現実のAIとはSF世界のものとは違って万能なものではないが、情報処理などAIの得意なことをやらせる分には強力な味方となり今の私たちの生活には必要不可欠なものとなっている。,C
C-2021-1_U87,9,3,今日の内容で、分からなかったこと・できなかったことを書いてください,深層ニュートラルネットワークについて、ものすごい数の演算を行なっていることくらいしか分からなかった。,C
C-2021-1_U87,9,5,今日の授業の感想や反省を書いてください,近年様々なメディアに取り上げられることの多くなったAIとはどういったものなのかを学び、決して万能なものではないがとても便利なものであることがわかった。,C
C-2021-1_U87,11,1,今日の内容を自分なりの言葉で説明してみてください,"データの収集で理想的なのは全数調査だが、母数が大きいと標本調査を行う。その標本のバイアスが入らないようにランダム性を重視している。
個人情報とはその個人を特定できるようになる情報のことであり、不当な差別や偏見が生じる恐れのあるものは要配慮個人情報と呼ばれる。
市民や企業が使いやすい公共データをオープンデータという。",C
C-2021-1_U87,11,2,今日の内容で、分かったこと・できたことを書いてください,"国民調査とは日本国民全員を対象とした、理想的な調査である全数調査だということがわかった。
個人情報は組み合わせることで特定が可能となる情報も含まれていることを知った。",C
C-2021-1_U87,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,オープンデータについて詳しくはよくわからなかった,C
C-2021-1_U87,11,5,今日の授業の感想や反省を書いてください,標本選択バイアスを考慮してデータを見ないと悪意ある人に騙されるかもしれないと考えると怖くなった。個人情報、オープンデータといったものはどういったものか知れてよかった。,C
C-2021-1_U87,12,1,今日の内容を自分なりの言葉で説明してみてください,"さまざまな数値などのデータはベクトルで表現でき、線形代数の考えを使うことができる。データ分析において距離と類似度は基本的な道具である。
距離にはユークリッド距離の他にマンハッタン距離やmax距離など様々な距離の測り方がある。
距離や類似度を利用して画像認識やクラスタリングができる。

",C
C-2021-1_U87,12,2,今日の内容で、分かったこと・できたことを書いてください,"データの分析において距離が変われば結果も変わるためどれを使うかという判断が重要になると知った。
距離といえばユークリッド距離だけでなく、様々な種類の距離があることがわかった。",C
C-2021-1_U87,12,3,今日の内容で、分からなかったこと・できなかったことを書いてください,編集距離、コサイン類似度はどういう距離なのかよくわからなかった,C
C-2021-1_U87,12,5,今日の授業の感想や反省を書いてください,距離ということで数学ぽさが出てきたが、これまでの数学とは違いその目的がはっきりしているのでとっつきやすかった。,C
C-2021-1_U87,13,1,今日の内容を自分なりの言葉で説明してみてください,膨大なデータでも図を使って可視化すると把握できるようになる。さまざまな種類の図やグラフがあるがそれぞれに特徴や注意点などが存在するため適切なものを選んで使う必要がある。多次元のデータでも散布図を使い、要素数を減らしたりすることで可視化することができる。また、要素数を減らすためには行列など数学の知識が必要となる。,C
C-2021-1_U87,13,2,今日の内容で、分かったこと・できたことを書いてください,可視化によってデータを直感んてきに理解できるようになり、次に行う分析の方針決定につながる。可視化の手法はその目的に合わせて使う図やグラフが異なり、適切なものを選ぶ必要がある。また、多次元のデータを扱う際には数学の知識を利用して要素数を減らしてあげる必要がある。,C
C-2021-1_U87,13,3,今日の内容で、分からなかったこと・できなかったことを書いてください,多次元データのところの複数の要素を直線や平面で表現する、というところがさっぱりわからなかった。,C
C-2021-1_U87,13,5,今日の授業の感想や反省を書いてください,高校の授業である程度図やグラフについて学んだが、それぞれどんな目的で利用するのかは知らなかったのでためになった。複数の要素を含むデータも工夫することで可視化できるようになるというのが難しかったが同時に感動もした。,C
C-2021-1_U87,14,1,今日の内容を自分なりの言葉で説明してみてください,"２つの量の関係性を説明する方法が相関でデータの広がり具合のことを分散という。相関係数を使うことで相関を数値で表現できるようになる。統計的検定とは差を評価する枠組みで、差がないことを仮説を立て過去のデータから確率を計算して基準と比較して評価する。画像解析にはフィルタ処理というものがあり平滑化やエッジ抽出などができる。フィルタには平均化フィルタの度様々な種類がある。
",C
C-2021-1_U87,14,2,今日の内容で、分かったこと・できたことを書いてください,統計的検定という初めて聞く方法ではデータに差があることがわかり、２集団の差についてまで検定できるようになる。また、画像解析では画像の加工をする際に行われていることについてフィルタ処理というものを行なっていることがわかった。,C
C-2021-1_U87,14,3,今日の内容で、分からなかったこと・できなかったことを書いてください,フィルタ処理の仕組みについて、例を見てもよくわからなかった,C
C-2021-1_U87,14,5,今日の授業の感想や反省を書いてください,統計的検定というデータの評価方法について初めて知ることができた。普段画像を見やすくしたりする作業で使っているのがフィルタ処理と呼ばれる作業でその仕組みまで知ることができた。短にこういった方法が使われていることを知れてためになった。,C
C-2021-1_U87,15,1,今日の内容を自分なりの言葉で説明してみてください,期末テストを行った,C
C-2021-1_U87,15,2,今日の内容で、分かったこと・できたことを書いてください,AIに関する問題などはできた,C
C-2021-1_U87,15,3,今日の内容で、分からなかったこと・できなかったことを書いてください,記述問題を書く時間と計算問題を解く時間がなかった。ほぼノータイムで答えを記入しないと間に合わなかったが、考える時間や思い出す時間を作ってしまったため何問か問題すら読むことができなかった。,C
C-2021-1_U87,15,5,今日の授業の感想や反省を書いてください,即答できるほどに記憶を定着させられなかったので、今後おそらく他の教科にはなると思うがまだまだ頑張らないといけないと感じた。,C
C-2021-1_U16,1,1,今日の内容を自分なりの言葉で説明してみてください,情報科学の授業で使う電子教科書の使い方と情報とは一体何なのかということをイントロダクションとして学んだ。原始時代では口頭や狼煙を用いた情報伝達手段しかなかったが、０と１を用いて近年ではさまざまな手段で情報伝達が可能になった。,D
C-2021-1_U16,1,2,今日の内容で、分かったこと・できたことを書いてください,電子教科書の使い方を理解することができた。モールス信号の仕組みについて理解することができた。,D
C-2021-1_U16,1,3,今日の内容で、分からなかったこと・できなかったことを書いてください,通信が遅かったためか、リアルタイムシステムをうまく活用することができたなかった。,D
C-2021-1_U16,1,5,今日の授業の感想や反省を書いてください,少しずつパソコンが最近使えるようになってきたのでこの授業を通して社会に出ても通用する情報のスキルを磨いていきたいです。よろしくお願いします。,D
C-2021-1_U16,2,1,今日の内容を自分なりの言葉で説明してみてください,"情報の量と曖昧さを計測するにあたってエントロピー関数が用いられる。情報量が多いとは曖昧さが少ない状態である。
",D
C-2021-1_U16,2,2,今日の内容で、分かったこと・できたことを書いてください,高校の化学の学習で聞いたことがあったエントロピーという言葉を情報科学で深く理解できた。,D
C-2021-1_U16,2,3,今日の内容で、分からなかったこと・できなかったことを書いてください,エントロピー関数の計算が複雑に感じたので慣れるまで時間がかかりそうだと思った。,D
C-2021-1_U16,2,5,今日の授業の感想や反省を書いてください,だんだん内容が高度になっていっているのでついていけるよう頑張りたい。,D
C-2021-1_U16,3,1,今日の内容を自分なりの言葉で説明してみてください,情報量は２を底とする対数を用いて表すことができ、それぞれが起こる確率をかけることで期待値を求めることができる。また、正規確率が小さい事象は曖昧さが少ないため情報量が多くなる。,D
C-2021-1_U16,3,2,今日の内容で、分かったこと・できたことを書いてください,エントロピー、条件付きエントロピー、期待値の計算方法が分かり、演習課題を自力で解くことができた。,D
C-2021-1_U16,3,3,今日の内容で、分からなかったこと・できなかったことを書いてください,（２）に書いたように計算方法は分かったがその本質をまだ理解しきれていない気がする。,D
C-2021-1_U16,3,5,今日の授業の感想や反省を書いてください,今日の授業内容は自分で手を動かして習得するものだ思ったので復習して次回までに定義をしっかり理解しておきたいと思います。,D
C-2021-1_U16,4,1,今日の内容を自分なりの言葉で説明してみてください,情報の誤り検出、そしてその訂正行う際に重要なのは符号語間でどれほどの違いがあるか、でありそれはハミング距離と呼ばれる。ハミング距離が小さすぎると自動の誤り検出と訂正ができない。,D
C-2021-1_U16,4,2,今日の内容で、分かったこと・できたことを書いてください,吾一さんと太郎さんの例をとおして誤り検出について理解を深めることができた。,D
C-2021-1_U16,4,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ブロック誤りの式の理解が怪しい。,D
C-2021-1_U16,4,5,今日の授業の感想や反省を書いてください,自動検出、訂正の仕組みはよく分かったが詳しい数式の意味はまだ分かっていないので繰り返し復習したい。,D
C-2021-1_U16,5,1,今日の内容を自分なりの言葉で説明してみてください,コンピュータサイエンスの本質は関数の計算であり、CPの行う全ての作業は計算である。,D
C-2021-1_U16,5,2,今日の内容で、分かったこと・できたことを書いてください,アルゴリズムという聞き馴染みのある言葉の定義が分かった。,D
C-2021-1_U16,5,3,今日の内容で、分からなかったこと・できなかったことを書いてください,コインを天秤に乗せて偽物を検出できる最小の回数の問題が難しかった。,D
C-2021-1_U16,5,5,今日の授業の感想や反省を書いてください,天秤問題を理解できず確認テストでも点数が取れなかったのでしっかり復習したい。,D
C-2021-1_U16,6,1,今日の内容を自分なりの言葉で説明してみてください,複数のアイテムをある規則に従って整列させることをソートという。今回はその中でも、バブルソート、選択ソート、２進木、ヒープソートを学習した。,D
C-2021-1_U16,6,2,今日の内容で、分かったこと・できたことを書いてください,並び方によって、同じソート方法でもかかる計算時間が変化することを学んだ。,D
C-2021-1_U16,6,3,今日の内容で、分からなかったこと・できなかったことを書いてください,ヒープソートの詳しい手順や２進木ではなくそれを用いるメリットがよくわからなかった。,D
C-2021-1_U16,6,5,今日の授業の感想や反省を書いてください,今までに増して高度な内容かつ難しい提出課題が課されたので次回以降は素早く課題に取り組めるよう授業時間内で全てを理解できるように望みたいと思う。,D
C-2021-1_U16,7,1,今日の内容を自分なりの言葉で説明してみてください,マージとはすでに整列した二つの入力数列から整列された一つの数列を出力する操作のことであり、分割の逆であると考えるとわかりやすい。二分探索法はGoogle等のネット検索に用いられており、特定の数列や単語を素早く検索するために不可欠な技術である。,D
C-2021-1_U16,7,2,今日の内容で、分かったこと・できたことを書いてください,マージソートで行う操作についてよく理解することができた。,D
C-2021-1_U16,7,3,今日の内容で、分からなかったこと・できなかったことを書いてください,前回の復習の部分がよくわからなかった。,D
C-2021-1_U16,7,5,今日の授業の感想や反省を書いてください,二分探索法を学習して、日常的に使うインターネットの仕組みが知れて面白かった。,D
C-2021-1_U16,8,1,今日の内容を自分なりの言葉で説明してみてください,データ分析は決して堅苦しく難しいものではなく、専門的なレベルのもの以外は普段の日常生活で私たちが行っているものである。今日の授業ではそもそもデータとは何なのか、そしてそれを分析するためにどのようにグループ分け（クラスタリング）を行うべきかについて学習した。,D
C-2021-1_U16,8,2,今日の内容で、分かったこと・できたことを書いてください,疑似相関関係に気をつけるべきだということがわかりやすい例によってよく理解できた。また、相関と因果関係が異なることもしっかり理解できた。,D
C-2021-1_U16,8,3,今日の内容で、分からなかったこと・できなかったことを書いてください,授業内容を理解したつもりでいても小テストで高得点が取れなかった。,D
C-2021-1_U16,8,5,今日の授業の感想や反省を書いてください,点在する個々のデータをどのようにクラスタリングするかによって概観する際の見方が変わっていくのが面白いと思った。また、紙オムツとビールの関係、ノーベル賞とチョコレート消費の関係が興味深かった。,D
C-2021-1_U16,9,1,今日の内容を自分なりの言葉で説明してみてください,私たちの身の回りにあるAIは「弱いAI」と呼ばれるものであり、何かの機能に特化した特化型AIであるため、天気予報AIに話しかけても反応はないし、将棋AIに囲碁を挑んでも勝負にならない。それはAIが専門外のデータを読み込んでいないためであり、その作業を機械学習と呼ぶ。機械学習の量がAIの性能に影響している。,D
C-2021-1_U16,9,2,今日の内容で、分かったこと・できたことを書いてください,AIは決して完全なものではないということがわかった。また、汎用AIを開発するためには脳の神経細胞のニューロンの個々の動きを再現し、それらを繋げて脳全体を再現しなければならないためかなり高度な技術を要求することがわかった。,D
C-2021-1_U16,9,3,今日の内容で、分からなかったこと・できなかったことを書いてください,全知全能のドラえもん型の汎用AIを開発するまでにはあとどれくらいかかるのか気になった。また、フレーム問題の詳細がよくわからなかった。,D
C-2021-1_U16,9,5,今日の授業の感想や反省を書いてください,ニュースやワイドショー等でたびたび人間の職がAIによって奪われたり、AIの時代が来る、など恐ろしい懸念を耳にするが特化型AIしか開発されていない現時点ではAIが人間に優っていることはないと思った。また、もし汎用AIが開発されたとしても私たちは生まれてからずっと五感で絶えず外部から情報を取り入れて生活しているので収集するデータの量では並の性能の汎用AIにも負けないのではないかと考えた。,D
C-2021-1_U16,10,1,今日の内容を自分なりの言葉で説明してみてください,今回扱った非構造データとは、グラフや図表の数値のようなものではなく、身の回りの音や画像、言葉などがそれに当たる。人間は画像認識や音声認識をかなりの高精度で瞬時に行なっているがその仕組みはわかっておらず、コンピュータの場合、例えばみかんの同定は高難度である。,D
C-2021-1_U16,10,2,今日の内容で、分かったこと・できたことを書いてください,最近のパターン認識では技術の発達により自動車の自動運転システムなどに役立っていることを初めて知った。,D
C-2021-1_U16,10,3,今日の内容で、分からなかったこと・できなかったことを書いてください,特にないです。理解できました。,D
C-2021-1_U16,10,5,今日の授業の感想や反省を書いてください,コンピュータでのパターン認識がこれほど難しいとは知らなかった。また、今日学んだ技術が病院やエレベーター、食料品の生産時に異常検出として使われていると知り、より一層の内容理解につながった。,D
C-2021-1_U16,11,1,今日の内容を自分なりの言葉で説明してみてください,今日はデータについて広く学んだ。具体的には、データ収集における抽出の方法、個人情報保護法に関わる個人の権利等、オープンデータについて学んだ。,D
C-2021-1_U16,11,2,今日の内容で、分かったこと・できたことを書いてください,標本選択バイアスの具体的な内容を学んで特に街頭インタビューや育休を取ろうとする社員のケースは恐ろしいと思い、データ抽出の側面が垣間見れた。,D
C-2021-1_U16,11,3,今日の内容で、分からなかったこと・できなかったことを書いてください,小テストで間違えてしまったのでオープンデータの定義が完全には理解できていないと思う。,D
C-2021-1_U16,11,5,今日の授業の感想や反省を書いてください,データ収集における有意調査の話を聞いて、路上飲みをする若者に取材する報道番組を思い出した。コロナ関連では一部の若者が路上で飲酒をしていてそれをニュースで扱うことで全ての若者が悪者扱いされているように私は感じる。,D
C-2021-1_U16,12,1,今日の内容を自分なりの言葉で説明してみてください,"高校数学の扱う3次元以下のベクトルをからより発展させて、今回の講義では情報の表現方法としてのベクトルを学んだ。
ある情報をベクトルで表現すると好みの本と似たような本を見つけ出すように類似した情報を取り出したり見つけ出すことができる。
また、ベクトルでの表現では距離が大きな意味を持ち、距離を知ることは違いがどれほどのものなのかを知ることと同義である。",D
