userid,1,2,3,4,5,target
C-2021-1_U104,,,,,"""There was a lot of information in this lecture, so I would like to review it thoroughly together with the previous lecture.""",-1
C-2021-1_U105,"""By defining the amount of ambiguity and obtaining information, the ambiguity is reduced. The ambiguity is expressed by log2M. By knowing the occurrence of an event with probability p, you can obtain information log2p. In other words, the amount of information that can be obtained by knowing the occurrence of something that rarely happens is large.""","""The expected value of the amount of information obtained is equal to the entropy, and when the probability is 1/2, the value of entropy takes the maximum value of 1.""","""I couldn't understand examples and problems of mutual information of random variables. I also couldn't understand the proof that the definition of ambiguity is log2M.""",,"""I was surprised at the definition of ambiguity. Entropy and other information and calculations were difficult, so I wanted to do my best to solve them on my own.""",-1
C-2021-1_U106,,,"""About Mutual Information""",,,-2
C-2021-1_U11,"""The amount of information is represented by -log2p, and the smaller the probability of an event occurring, the larger the amount of information obtained.""","""I was able to deepen my understanding of how to calculate the amount of information.""","""The calculation formula was difficult, so I want to practice more.""",,"""I was late in starting the exercises, and it took me a while to remember what I had learned, so I would like to be able to start early.""",-3
C-2021-1_U12,"""Represents the reduction of ambiguity, the amount of information, etc. with a formula.""","""Ambiguity is additive. From this it can be proved that ambiguity can be expressed in log(2)M.
The amount of information is so large that things that rarely happen happen.
Conditional entropy = conditional information ambiguity""",,,"""I'd like to have them apply the proof themselves.""",-1
C-2021-1_U13,,"""How to find the amount of information and the expected value of the amount of information.""","""A mistake in a complicated calculation was conspicuous.""","""Nothing in particular.""",,-2
C-2021-1_U15,"""It was a content that seemed to have become a little complicated.""","""I think I've become able to calculate the relationship between two phenomena""",,,"""I want to keep learning""",-2
C-2021-1_U19,"""Information is gained by reducing ambiguity.""",,,,,-3
C-2021-1_U2,"""I learned how to reduce the ambiguity of information sources. Also, I thought about the expected value of the amount of information being equal to the entropy, and the amount of mutual information between two events.""",,,,,-3
C-2021-1_U23,,"""I learned that the reduction in ambiguity is the amount of information. In the entropy formula we learned in the previous lecture, I somehow understood the reason why the base of the logarithm is 2. Considering the expected value of the information amount as the average It was intuitively easier to understand.""",,,"""It was intuitively easier to understand when I considered the expected value of the amount of information to be the average. I felt strange that the ambiguity and the expected value of the amount of information corresponded to the value of entropy even though the definitions of the words were different. rice field.""",-3
C-2021-1_U24,"""I quantified ""ambiguity"" and thought about the relationship between ""ambiguity"" and the amount of information. I learned about expected value of information and mutual information. ""","""I couldn't understand the proof of U(M)=log_2(M) at the preparatory stage, but I was able to look back on the parts I stumbled on in class, such as the additivity of U and the monotonicity of functions, so I finally I was able to figure out the amount of information, its expected value, and the amount of mutual information.""",,,,-1
C-2021-1_U25,,"""I was able to quantify the amount of ambiguous information""","""Expected value meaning""",,"""I honestly don't know what I'm doing if I'm just listening, so I'll do my best to review.""",-2
C-2021-1_U26,"""I learned a lot of formulas for computing information.
""","""I learned the form of formulas using log.""","""I didn't understand the image of words of ambiguity and conditions""",,"""It was difficult.
I want to practice harder. """,0
C-2021-1_U27,,,"""I don't understand conditional entropy.
・The amount of mutual information is not well understood. """,,"""I'm starting to get lost in the mutual information area, so I'd like to review the textbook and solve the exercises.""",-3
C-2021-1_U28,,,"""I didn't quite understand the log proof of entropy.
I want to be able to guide this on my own. """,,"""I have a better understanding of entropy than I did last time.
However, I couldn't understand much about complex things such as mutual information in the first session, so I would like to review it.
""",-2
C-2021-1_U29,"""I learned about information and entropy.""","""I learned a little bit about ambiguity and entropy.""","""It was difficult to prove U(M) = log2M.""",,,-1
C-2021-1_U30,,,"""Ambiguity = proof of log""",,,-1
C-2021-1_U31,,,,"""I didn't understand the explanation of additivity in the case of two dice.""","""It was interesting because of the mathematical way of thinking.""",-2
C-2021-1_U32,"""The amount of information obtained is expressed as 'decrease in ambiguity', which is -log2(M). Also, the expected value matches the entropy. ""","""We found that events with high probability were approximated to 1 and not included in the average.""","""I decided to investigate how far approximation is possible and where it is not.""",,"""It was difficult, but I was able to understand it together with the contents of the last time.""",-1
C-2021-1_U33,,"""Entropy is related to the amount of information.
""","""When I heard the word entropy, I went into a crazy mode.""",,,-1
C-2021-1_U34,"""I learned how to calculate how the information obtained reduces the ambiguity of the event.
I learned how to calculate conditional entropy and how to write it. ""","""You can now do things like entropy, expectation, and how to calculate information ambiguity.""","""I didn't understand the conditional entropy calculation.""",,,-1
C-2021-1_U35,"""Through examples, we learned about the amount of information and the ambiguity of information sources. We saw the expected value of the amount of information, what the entropy function is, and how to compute it.""",,,,"""I was a little worried about things like entropy, but I'm glad I was able to confirm that in today's lecture.""",-1
C-2021-1_U36,"""・What is the amount of information?
・Relationship with entropy
・Joint Probability and Conditional Probability, Conditional Entropy""","""・Amount of information = reduction in ambiguity → U(M) = log2M
☆Monotonically increasing, additivity
☆M is the probability of the event that occurred, and the reduction in ambiguity due to knowing this is -log2M
・Expected value of the amount of information obtained = entropy""","""If you study again, you will understand.""",,"""There are still some things I'm not convinced about, but the relationship between entropy and probability is interesting. I'm glad that I was able to understand the proof better when I tried it myself. I'm going to review it regularly so that I don't forget it during Golden Week. think.""",-2
C-2021-1_U38,"""That ambiguity reduction is the same as the information obtained. Relationship between mutual information and entropy.""",,,,,0
C-2021-1_U39,"""I learned that the reduction in 'ambiguity' has something to do with the amount of information. ""","""It was easy to understand because the entropy function was drawn graphically.""","""The hard part was the entropy of conditional probability.""",,"""I want to study hard.""",-1
C-2021-1_U40,"""Entropy indicates the ambiguity of information. The rarer the information, the greater the amount of information.""","""I didn't understand entropy well last time, but this time the definition is clear. Information entropy is the essence of information probability.""",,,"""I understand the relationship between probability and entropy""",-2
C-2021-1_U41,"""Source ambiguity can be calculated using entropy.""",,,,,-1
C-2021-1_U42,,,"""On entropy.""",,"""I still don't know much about entropy, so I'd like to review it thoroughly.""",-1
C-2021-1_U43,,"""I was able to understand what entropy is.""",,,,-2
C-2021-1_U44,"""On entropy, probability distribution, information ambiguity and its reduction, and mutual information""","""I learned when the expected value of the amount of information and the probability distribution are used.
The reduction in information ambiguity was understandable. ""","""I didn't really understand the amount of mutual information.
""",,,0
C-2021-1_U45,"""The reduction in ambiguity is the amount of information, and the smaller the probability of occurrence of information, the greater the amount of information.
Also, entropy is the expected value of the amount of information, and the entropy becomes maximum when the probability is 0.5. ""","""I was able to calculate the amount of information. I'm not confident about the expected value, but I think I understand.""","""I couldn't understand the definition of mutual information well. Overall, the content was difficult.""",,"""I was able to understand the contents roughly, but I don't know the details well, so I would like to review thoroughly.
""",-1
C-2021-1_U46,"""The amount of information obtained by knowing the occurrence of an event with probability of occurrence p is defined as the reduction in ambiguity.""","""The amount of information that can be obtained by knowing the occurrence of an event that rarely occurs is large. Also, the amount of information and its expected value were obtained.""","""I still don't know much about entropy.""",,,-2
C-2021-1_U47,"""The ambiguity of information can be derived as a mathematical formula using theorems.""","""We were able to determine the amount of information obtained by calculating the ambiguity of information.""","""I didn't understand a bit about mutual information.""",,"""It was a lot of fun because there were many things I didn't know for the first time.""",-2
C-2021-1_U48,"""The amount of information is the reduction of ambiguity. The amount of information obtained from rare events is large. The expected value of the amount of information = entropy.""","""I learned how to calculate the amount of information. I was able to get an image of entropy.""","""I got confused when it came to conditionals. I didn't understand mutual information.""",,,-3
C-2021-1_U49,"""・Information ambiguity = expressed as log2(M)
・The amount of information obtained = the degree of ambiguity of information that decreased as the information was narrowed down
・Entropy = Expected value of the amount of information obtained ()
・There are several measures of the information obtained, and what is obtained in this way is called mutual information.","""・Information ambiguity = expressed as log2(M)
・The amount of information obtained = the degree of ambiguity of information that decreased as the information was narrowed down
・Entropy = expected value of the amount of information obtained
・Since information is represented by only two symbols, the base of the logarithm when showing the ambiguity or amount of information and entropy is 2.
・Amount of information obtained from an event with probability of occurrence p = -log2(p)
・The amount of information obtained is greater for events with lower probability of occurrence.""","""・I didn't quite understand the ambiguity theorem that appeared in the first half.""","""・How is the entropy that appeared in the previous average code length connected to the current one?""","""・There are a lot of formulas, and it's getting more difficult, but I also feel the joy of understanding.""",-2
C-2021-1_U50,,,,,"""There are a lot of mathematical elements, so I was a little weak, but when I actually tried to solve the problem, I was relieved that I could solve it unexpectedly. I would like to deepen my understanding through exercises.
""",0
C-2021-1_U51,"""I learned how to determine the amount of information that can be obtained, and how to determine the amount of ambiguity that accompanies it.""","""There is a correlation between the amount of information and the amount of ambiguity, and not only did we find that the amount of ambiguity decreased as the amount of information obtained increased,
I also found out that the value can be obtained by taking the logarithm. ""","""Nothing in particular.""","""Nothing in particular.""","""If you know how to calculate the amount of information, you will be able to obtain the information you want efficiently, so I thought it would be very convenient.
""",-2
C-2021-1_U52,"""expected value of information""","""Concept of Expected Value of Information""","""How to read the table""",,"""I felt like the content was getting more and more difficult. There were words in Japanese textbooks, such as the law of increasing entropy, but I couldn't really understand what they said.""",0
C-2021-1_U53,,,"""Conditional entropy was a bit difficult to understand.""",,"""The explanation using actual examples such as cats was very easy to understand. I still don't understand how ambiguity is expressed in logarithms, so I would like to review it again.""",-2
C-2021-1_U56,,"""In order to consider the case where information is interrelated, we need to deal with multiple indicators instead of one.""","""I couldn't understand why the mutual information formula is I[X,Y]=H[X]-H[X|Y].""",,"""In this lecture, I was able to confirm entropy, which I didn't understand very well last time. I would like to clarify points such as mutual information.""",-1
C-2021-1_U57,"""The expected value of information is roughly how much information you can get.""","""The expected value of the amount of information matches the entropy""","""mainly computation""",,"""Calculations were difficult in this class""",0
C-2021-1_U59,"""As ambiguity decreases, the amount of information obtained increases
""","""The value of entropy H(p) reaches its maximum when p=1/2
""","""Calculating Entropy (Mutual Information etc.)""",,"""Entropy was new and unfamiliar to me, so I found it difficult.
I don't understand the calculation very well, so I'd like to be able to understand it properly through exercises. """,-1
C-2021-1_U60,,,,,"""Was funny""",-1
C-2021-1_U61,"""Knowledge of an event reduces ambiguity.
Entropy is determined by using probability. ""","""The more information available, the less ambiguity.""","""The proof of U(M)=log₂M was difficult to understand. In the end, I only vaguely understood what entropy was.""",,"""The more times I go, the more difficult the content becomes, so I decided to cherish the review.
Looking at the calculation, it seems a little difficult, but when I thought about it carefully, I thought it wasn't that difficult. """,-2
C-2021-1_U62,"""In the process of narrowing down the number of dice rolls to one of the six, the process of reducing ambiguity was quantified to make it easier to analyze.""","""definition of ambiguity reduction, etc.""","""It became difficult around the expected value""",,,-1
C-2021-1_U63,"""When the ambiguity of information is captured as a numerical value, the ambiguity of information can be expressed as -log_2M, and it can be understood as the amount of information obtained by reducing the ambiguity of information. The expected value of the amount of information obtained matches the formula of entropy.In addition, when considering the expected value of the amount of information obtained depending on which event occurred under a certain conditional constraint, it can be said that it is the amount of mutual information between the condition and the event.""","""Reduction of information ambiguity = defined as the amount of information obtained. The average of the amount of information obtained is called the expected value of the information, and it must match the entropy.""",,,"""Defining the ambiguity of the amount of information was something new and surprising, perhaps because of the language. If you define the ambiguity of the amount of information, you can obtain a large amount of information when an event that rarely occurs occurs. It was convincing to me that what I had empirically understood as becoming was mathematically proven.""",-1
C-2021-1_U65,,"""It turned out that there was a number to the ambiguity.""",,,"""It was interesting to use log for fuzziness numbers.""",-1
C-2021-1_U66,"""Different entropy due to information ambiguity and obtained information""",,,,,-1
C-2021-1_U68,"""Entropy can be obtained by quantifying the ambiguity of information. The expected value of the amount of information obtained from the probability of occurrence is equal to the entropy.""",,,,,-2
C-2021-1_U69,"""Information is the amount of reduction in ambiguity. In the case of dice, the more numbers on the die, the greater the ambiguity. The numerical value of ambiguity is equal to entropy. The amount of information obtained from unlikely events is large, but the expected value of information is small.""","""I thought it was natural to understand something by reducing ambiguity when I got information, but in this class I learned that it can be obtained by calculation.""","""I don't understand why you use log.""","""is not""","""A lot of new things came out, but the examples were familiar and easy to understand.""",-3
C-2021-1_U7,,,"""I didn't understand the first proof of U(M)=log₂M""",,,0
C-2021-1_U70,"""Expansive feeling of mathematics, calculation of information amount and expected value""","""Calculations are basically done""",,,,-1
C-2021-1_U71,"Based on the idea that the amount of information obtained = reduction in ambiguity, it was formulated using the probability of generating the amount of information and a logarithmic function.
We learned that the expected value of the amount of information obtained can be calculated as entropy, which we learned last time.
We learned mutual information as a measure of the relationship between two events.
The mutual information indicates how much information about one event can be obtained from the information about the other event. If the two events are independent, the mutual information is 0. ""","""We found that we can formulate the amount of information and calculate it concretely for specific events.""","""Nothing in particular.""",,"""The method of formulating the amount of information was interesting. I thought it was consistent.""",-2
C-2021-1_U72,"""About information ambiguity, entropy.""","""I learned a lot about entropy that I didn't know last week.""","""Basically, there was nothing I didn't understand, and I was able to understand.""",,"""I didn't expect to know so much about the information.""",-3
C-2021-1_U73,,"""Since the reduction in ambiguity is expressed as -log2p, p, that is, when the probability of an event occurring is small, the information obtained is large. When there is no correlation between events X and Y, information about Y can be obtained. It is useless to get information on X.""","""I'm not familiar with the definition and concept of entropy, so I'll review it again. I don't understand what it means when the expected value of information and entropy match. I didn't really understand conditional entropy.""",,,0
C-2021-1_U74,,,"""Overall, I still feel like I don't fully understand it. I need to review it.""",,,-1
C-2021-1_U75,"""The amount of information increases as the ambiguity of information decreases. The ambiguity of information corresponds to entropy under the assumption that it is a continuous function of the occurrence probability of a certain event. Knowing the occurrence of an event with a low occurrence probability This increases the amount of information that can be obtained. The expected value of the amount of information is expressed as the sum of the product of the occurrence probability of each event and -log2 (occurrence probability), which is consistent with entropy.""",,,,"""The calculation formula came out, but it was easier to understand than last time. I was able to understand the definition and think about the formula.""",-1
C-2021-1_U76,"""About the amount of information, the expected value of the amount of information, and the amount of mutual information
""","""Knowing probabilities tells us about the phenomenon of ambiguity, how much information is available.
""","""The proof that the amount of ambiguity is expressed in log was a little confusing.
""",,,-2
C-2021-1_U77,"""We have entered the stage of actually calculating the amount of information. It was necessary to operate the calculation formula.""","""It is now possible to calculate the amount of information.""",,,"""Actually doing the math is tedious at first, but fun.""",-1
C-2021-1_U78,"""Calculating Entropy""",,,,,-1
C-2021-1_U79,"""Acquiring information reduces the ambiguity of a certain phenomenon. Obtaining information that rarely occurs reduces ambiguity.
Mutual information is the ambiguity about another phenomenon obtained from one piece of information.""",,"""We didn't know much about expected value of information or mutual information. Conditional entropy was the least clear.""",,"""I learned that you can learn a lot from one piece of information.""",-2
C-2021-1_U8,,"""I was able to do mathematics on seemingly unmathematical things like cat moods and tail states.""","""I didn't understand the math""",,"""I felt I needed a refresher""",-3
