id,1,2,3,4,5,target
B-2020_U21,"""Threats that take advantage of people's weaknesses, such as false alarms, are increasing.
Use passwords that are as long as possible and difficult to guess, and do not reuse the same ID and password combination for other services.
In the supply chain, which connects the consignor to the subcontractor, there is a possibility that the information of other companies may be leaked from companies with weak security. It is necessary to devise ways to manage subcontractors.
Security by design has the advantage of high maintainability by ensuring security at the planning and design stages. There is also a disadvantage that the process is not fixed because the history is short. ""","""I was able to understand what to consider when setting passwords and the specific background of information leakage. I was very interested in the idea of ​​considering countermeasures.""","""I thought I understood what I was learning from the textbook, but I didn't have a solid understanding based on what the teacher said, so I couldn't get the score I wanted on the quiz.""",,,-1
B-2020_U21,"""Threats that take advantage of people's weaknesses, such as false alarms, are increasing.
Use passwords that are as long as possible and difficult to guess, and do not reuse the same ID and password combination for other services.
In the supply chain, which connects the consignor to the subcontractor, there is a possibility that the information of other companies may be leaked from companies with weak security. It is necessary to devise ways to manage subcontractors.
Security by design has the advantage of high maintainability by ensuring security at the planning and design stages. There is also a disadvantage that the process is not fixed because the history is short. ""","""I was able to understand what to consider when setting passwords and the specific background of information leakage. I was very interested in the idea of ​​considering countermeasures.""","""I thought I understood what I was learning from the textbook, but I didn't have a solid understanding based on what the teacher said, so I couldn't get the score I wanted on the quiz.""",,,-1
B-2020_U21,"""Threats that take advantage of people's weaknesses, such as false alarms, are increasing.
Use passwords that are as long as possible and difficult to guess, and do not reuse the same ID and password combination for other services.
In the supply chain, which connects the consignor to the subcontractor, there is a possibility that the information of other companies may be leaked from companies with weak security. It is necessary to devise ways to manage subcontractors.
Security by design has the advantage of high maintainability by ensuring security at the planning and design stages. There is also a disadvantage that the process is not fixed because the history is short. ""","""I was able to understand what to consider when setting passwords and the specific background of information leakage. I was very interested in the idea of ​​considering countermeasures.""","""I thought I understood what I was learning from the textbook, but I didn't have a solid understanding based on what the teacher said, so I couldn't get the score I wanted on the quiz.""",,,-1
B-2020_U22,"""Rather than targeting systems, many security incidents have taken advantage of human weaknesses.
Therefore, it is important to improve the information literacy of each individual.
In addition, various security measures are taken in Japan, and the indicators for achieving the objectives are also shown. """,,,,,1
B-2020_U23,,,,,"""Since I use SNS, I think I should learn more about cyber security in order to protect myself from crimes and incidents in the future.""",0
B-2020_U24,,,"""Nothing in particular.""","""Nothing in particular.""","""I think it's great that the electronic textbook allows me to quickly convey what I don't understand to the teacher. I look forward to working with you in the future. It's a shame that I read the textbook too quickly.""",0
B-2020_U24,,,"""Nothing in particular.""","""Nothing in particular.""","""I think it's great that the electronic textbook allows me to quickly convey what I don't understand to the teacher. I look forward to working with you in the future. It's a shame that I read the textbook too quickly.""",0
B-2020_U24,,,"""Nothing in particular.""","""Nothing in particular.""","""I think it's great that the electronic textbook allows me to quickly convey what I don't understand to the teacher. I look forward to working with you in the future. It's a shame that I read the textbook too quickly.""",0
B-2020_U25,,,,"""Is there any reason why the number of reported damages in October is small in any year in the graph of damages caused by phishing on p.3 of the supplementary material?""",,0
B-2020_U26,,,,,"""I think that the system environment was set up from the beginning, so I was able to take the course smoothly. When I accessed other sites, they gave me time to proceed, so I was never left behind.""",0
B-2020_U27,,,,,"""Thank you for clarifying.
Thank you in advance for your support. """,-1
B-2020_U28,,"""I learned that the government is working to strengthen security more than I thought. It seems that companies are paying attention to security from the planning stage, even on networks that ordinary people like us use normally. I understand.""","""I didn't know what the country was actually doing because I hadn't read it very well yet.""",,"""The materials were very easy to read, with lots of graphs and illustrations. I always used the same simple password, so I wanted to change it little by little and pay attention to security myself.""",0
B-2020_U28,,"""I learned that the government is working to strengthen security more than I thought. It seems that companies are paying attention to security from the planning stage, even on networks that ordinary people like us use normally. I understand.""","""I didn't know what the country was actually doing because I hadn't read it very well yet.""",,"""The materials were very easy to read, with lots of graphs and illustrations. I always used the same simple password, so I wanted to change it little by little and pay attention to security myself.""",0
B-2020_U28,,"""I learned that the government is working to strengthen security more than I thought. It seems that companies are paying attention to security from the planning stage, even on networks that ordinary people like us use normally. I understand.""","""I didn't know what the country was actually doing because I hadn't read it very well yet.""",,"""The materials were very easy to read, with lots of graphs and illustrations. I always used the same simple password, so I wanted to change it little by little and pay attention to security myself.""",0
B-2020_U30,"""About password management, information security incidents and countermeasures.""",,,,,1
B-2020_U31,,,"""There were so many measures the government was taking that I didn't understand them all.""",,"""At the preparation stage, there were many words I didn't understand, so I felt uneasy, but they explained them to me, so I was able to gain new knowledge.""",1
B-2020_U31,,,"""There were so many measures the government was taking that I didn't understand them all.""",,"""At the preparation stage, there were many words I didn't understand, so I felt uneasy, but they explained them to me, so I was able to gain new knowledge.""",1
B-2020_U32,,,"""I couldn't attend class. To be honest, I fell asleep around 14:30. No. I recognize that this is an important lecture for living safely in today's society and in the future.""",,,0
B-2020_U33,,"""Passwords are very important and should never be reused.""",,,,0
B-2020_U34,"""Many security incidents are currently occurring, including cybercrime with new methods that cannot be prevented by conventional methods.
In order not to fall victim to such crimes, it is important to manage passwords at the individual level, take measures in the supply chain, formulate a cyber security strategy by the government, and spread security by design. ""","""I learned about various ways to prevent security incidents.""",,,"""I thought I'd be careful because I use a lot of passwords.""",1
B-2020_U34,"""Many security incidents are currently occurring, including cybercrime with new methods that cannot be prevented by conventional methods.
In order not to fall victim to such crimes, it is important to manage passwords at the individual level, take measures in the supply chain, formulate a cyber security strategy by the government, and spread security by design. ""","""I learned about various ways to prevent security incidents.""",,,"""I thought I'd be careful because I use a lot of passwords.""",1
B-2020_U34,"""Many security incidents are currently occurring, including cybercrime with new methods that cannot be prevented by conventional methods.
In order not to fall victim to such crimes, it is important to manage passwords at the individual level, take measures in the supply chain, formulate a cyber security strategy by the government, and spread security by design. ""","""I learned about various ways to prevent security incidents.""",,,"""I thought I'd be careful because I use a lot of passwords.""",1
B-2020_U35,"""Introduction to Security""",,,,"""I understand a little bit how scary cyberattacks are.""",0
B-2020_U35,"""Introduction to Security""",,,,"""I understand a little bit how scary cyberattacks are.""",0
B-2020_U37,,,"""From the explanation in the class, I understood that the supply chain is the commercial flow between companies (on the supply side), but I made a mistake in the first question of the quiz. The flow from parts procurement to manufacturing, delivery, sales, and consumption was written, and I didn't understand that the flow included the consumer.""",,,1
B-2020_U38,,,"""Nothing in particular.""",,"""My desktop was overflowing with various pages, and I accidentally turned off Teams, so I organized only the pages I needed before the class started. During the class, I was able to see the teaching materials and listen to the audio. I'm glad I could hear you.""",0
B-2020_U38,,,"""Nothing in particular.""",,"""My desktop was overflowing with various pages, and I accidentally turned off Teams, so I organized only the pages I needed before the class started. During the class, I was able to see the teaching materials and listen to the audio. I'm glad I could hear you.""",0
B-2020_U40,"""In the Internet society, it is convenient but also dangerous.""",,"""I wanted to know a little more about security by design""",,,1
B-2020_U40,"""In the Internet society, it is convenient but also dangerous.""",,"""I wanted to know a little more about security by design""",,,1
B-2020_U41,"""There is a risk that a large amount of information will be stolen from smartphones and PCs by reusing passwords. If one is exposed, all will be exposed.
A plurality of companies are often involved in the distribution of one product depending on the supply chain. As a result, a chain of information leaks can occur from companies with lax security.
Fake websites and warnings can also deceive people. ""","""I understand the importance of not reusing passwords.
The gaps and naivety of people's hearts are big pitfalls in cybersecurity. """,,,"""Since things have become convenient and quick, we tend to turn a blind eye to complexities and hassles. I realized that I can cause trouble not only for myself, but also for others.I think that each and every one of us should realize the importance of personal information and think more seriously about cyber security. """,-1
B-2020_U41,"""There is a risk that a large amount of information will be stolen from smartphones and PCs by reusing passwords. If one is exposed, all will be exposed.
A plurality of companies are often involved in the distribution of one product depending on the supply chain. As a result, a chain of information leaks can occur from companies with lax security.
Fake websites and warnings can also deceive people. ""","""I understand the importance of not reusing passwords.
The gaps and naivety of people's hearts are big pitfalls in cybersecurity. """,,,"""Since things have become convenient and quick, we tend to turn a blind eye to complexities and hassles. I realized that I can cause trouble not only for myself, but also for others.I think that each and every one of us should realize the importance of personal information and think more seriously about cyber security. """,-1
B-2020_U41,"""There is a risk that a large amount of information will be stolen from smartphones and PCs by reusing passwords. If one is exposed, all will be exposed.
A plurality of companies are often involved in the distribution of one product depending on the supply chain. As a result, a chain of information leaks can occur from companies with lax security.
Fake websites and warnings can also deceive people. ""","""I understand the importance of not reusing passwords.
The gaps and naivety of people's hearts are big pitfalls in cybersecurity. """,,,"""Since things have become convenient and quick, we tend to turn a blind eye to complexities and hassles. I realized that I can cause trouble not only for myself, but also for others.I think that each and every one of us should realize the importance of personal information and think more seriously about cyber security. """,-1
B-2020_U43,,"""The term Security by Design and its characteristics""",,,,1
B-2020_U44,"""Many people reuse passwords, so I need to change them one by one""","""I was able to learn some of the ways to protect myself in the internet environment.
""",,,"""I was able to understand the class format in my first class""",-1
B-2020_U44,"""Many people reuse passwords, so I need to change them one by one""","""I was able to learn some of the ways to protect myself in the internet environment.
""",,,"""I was able to understand the class format in my first class""",-1
B-2020_U44,"""Many people reuse passwords, so I need to change them one by one""","""I was able to learn some of the ways to protect myself in the internet environment.
""",,,"""I was able to understand the class format in my first class""",-1
B-2020_U45,"""How to proceed with the class, examples of security incidents, and outlines of countermeasures""","""I learned words I had heard before but didn't understand.""",,,"""I found it a little difficult to use because I had to open various pages such as textbooks, chats, and teams.""",0
B-2020_U45,"""How to proceed with the class, examples of security incidents, and outlines of countermeasures""","""I learned words I had heard before but didn't understand.""",,,"""I found it a little difficult to use because I had to open various pages such as textbooks, chats, and teams.""",0
B-2020_U45,"""How to proceed with the class, examples of security incidents, and outlines of countermeasures""","""I learned words I had heard before but didn't understand.""",,,"""I found it a little difficult to use because I had to open various pages such as textbooks, chats, and teams.""",0
B-2020_U46,,,,"""I don't quite understand the content and role of the organization currently integrated into IPA in the fourth part of the IPA explanation.""","""Thank you very much. This is my first time using bookroll, so I would like to get used to it.
There was a little Teams noise and it was difficult to hear.
I haven't fully understood the content of the recommended books yet, so I'm thinking of re-reading them as a review. """,1
B-2020_U46,,,,"""I don't quite understand the content and role of the organization currently integrated into IPA in the fourth part of the IPA explanation.""","""Thank you very much. This is my first time using bookroll, so I would like to get used to it.
There was a little Teams noise and it was difficult to hear.
I haven't fully understood the content of the recommended books yet, so I'm thinking of re-reading them as a review. """,1
B-2020_U47,"""Measures that we should take against cyber security problems that are still occurring frequently, and measures that companies and governments should take""",,,"""Is there an effective way to look at materials such as white papers while looking at textbooks?""","""I understand why my parents told me to change my password depending on the site. Cyber ​​problems are still increasing, so I want to manage passwords and IDs properly.""",0
B-2020_U47,"""Measures that we should take against cyber security problems that are still occurring frequently, and measures that companies and governments should take""",,,"""Is there an effective way to look at materials such as white papers while looking at textbooks?""","""I understand why my parents told me to change my password depending on the site. Cyber ​​problems are still increasing, so I want to manage passwords and IDs properly.""",0
B-2020_U47,"""Measures that we should take against cyber security problems that are still occurring frequently, and measures that companies and governments should take""",,,"""Is there an effective way to look at materials such as white papers while looking at textbooks?""","""I understand why my parents told me to change my password depending on the site. Cyber ​​problems are still increasing, so I want to manage passwords and IDs properly.""",0
B-2020_U48,"""It is important to look at the latest information and books""",,,,"""The quiz was vague and confusing""",1
B-2020_U48,"""It is important to look at the latest information and books""",,,,"""The quiz was vague and confusing""",1
B-2020_U49,"""・Despite advances in ICT (information and communication technology), security incidents have not decreased. Behind this is the fact that each and every one of us lacks knowledge and awareness of cyber security.
・If one password is reused on many sites, all sites will be damaged if the password for one site is leaked to a malicious person from the dark web.
・There is a concept of security by design, in which security is taken into consideration at the design stage, not after it is implemented.
Advantages: If this is not done and vulnerabilities are found later, it will be necessary to review from the design stage, but this can be prevented.
　　　　　　Since it is not an afterthought, the maintainability of the security system is good.
Disadvantages: It's hard to imagine what kind of threats await the system until it's actually put into operation.
　　　　　　　Because the history is still short, it has not been incorporated into the conventional upstream process, and must be added from scratch.
・On July 27, 2018, the Japanese government launched a new cybersecurity strategy and is vigorously working on it.
・The chain of commerce from procurement of raw materials to sales and subcontractors is called a supply chain, and in this flow, organizations with weak security are targeted as targets for information theft. Therefore, as a countermeasure, it is necessary to carefully consider whether the outsourcing company is really a trustworthy organization. ""","""I was able to confirm how to use the tools used in class.
・I was able to know the outlook for future classes.
・I listened to the teacher's lecture while referring to the introduction, recent cases, topics, and Supplement 1 of the textbook, and was able to understand the content. """,,,,1
B-2020_U49,"""・Despite advances in ICT (information and communication technology), security incidents have not decreased. Behind this is the fact that each and every one of us lacks knowledge and awareness of cyber security.
・If one password is reused on many sites, all sites will be damaged if the password for one site is leaked to a malicious person from the dark web.
・There is a concept of security by design, in which security is taken into consideration at the design stage, not after it is implemented.
Advantages: If this is not done and vulnerabilities are found later, it will be necessary to review from the design stage, but this can be prevented.
　　　　　　Since it is not an afterthought, the maintainability of the security system is good.
Disadvantages: It's hard to imagine what kind of threats await the system until it's actually put into operation.
　　　　　　　Because the history is still short, it has not been incorporated into the conventional upstream process, and must be added from scratch.
・On July 27, 2018, the Japanese government launched a new cybersecurity strategy and is vigorously working on it.
・The chain of commerce from procurement of raw materials to sales and subcontractors is called a supply chain, and in this flow, organizations with weak security are targeted as targets for information theft. Therefore, as a countermeasure, it is necessary to carefully consider whether the outsourcing company is really a trustworthy organization. ""","""I was able to confirm how to use the tools used in class.
・I was able to know the outlook for future classes.
・I listened to the teacher's lecture while referring to the introduction, recent cases, topics, and Supplement 1 of the textbook, and was able to understand the content. """,,,,1
B-2020_U5,,,"""I didn't read the supplement, so I would like to check it again.""",,"""There are a lot of katakana coined words, and I felt like I was going to get mixed up. I would like to gradually understand what words mean through lectures. Also, I would like to understand the terms used in the news that I watch everyday. I also wanted to listen.""",0
B-2020_U5,,,"""I didn't read the supplement, so I would like to check it again.""",,"""There are a lot of katakana coined words, and I felt like I was going to get mixed up. I would like to gradually understand what words mean through lectures. Also, I would like to understand the terms used in the news that I watch everyday. I also wanted to listen.""",0
B-2020_U50,"""Even today, when ICT is advancing, cyber crimes are being carried out from conventional methods to new methods. The government is working hard on cyber security to prevent it, but more than that, be careful about setting passwords. It is important to raise individual awareness of crime prevention, such as by doing so.Even in companies, individual awareness may affect the supply chain.When making products, consider security at the planning and design stage. The idea of ​​design is said to be good.""","""The company's personal information leak was said to target the vulnerable part of the supply chain. I also learned what security by design is.""","""I know it's good not to reuse passwords, but sometimes I forget them, and I want to know what password measures people should take if they can't.""",,,0
B-2020_U50,"""Even today, when ICT is advancing, cyber crimes are being carried out from conventional methods to new methods. The government is working hard on cyber security to prevent it, but more than that, be careful about setting passwords. It is important to raise individual awareness of crime prevention, such as by doing so.Even in companies, individual awareness may affect the supply chain.When making products, consider security at the planning and design stage. The idea of ​​design is said to be good.""","""The company's personal information leak was said to target the vulnerable part of the supply chain. I also learned what security by design is.""","""I know it's good not to reuse passwords, but sometimes I forget them, and I want to know what password measures people should take if they can't.""",,,0
B-2020_U50,"""Even today, when ICT is advancing, cyber crimes are being carried out from conventional methods to new methods. The government is working hard on cyber security to prevent it, but more than that, be careful about setting passwords. It is important to raise individual awareness of crime prevention, such as by doing so.Even in companies, individual awareness may affect the supply chain.When making products, consider security at the planning and design stage. The idea of ​​design is said to be good.""","""The company's personal information leak was said to target the vulnerable part of the supply chain. I also learned what security by design is.""","""I know it's good not to reuse passwords, but sometimes I forget them, and I want to know what password measures people should take if they can't.""",,,0
B-2020_U52,"""Examples of modern security incidents and the need for basic countermeasures. Weaknesses in the supply chain and their countermeasures, advantages and disadvantages of security by design. Examples of security measures in Japan.""",,,,,0
B-2020_U53,"""There are many incidents that can be prevented with knowledge. The government is taking the lead in developing strategies to strengthen security. Security by design has advantages and disadvantages.""",,,,,1
B-2020_U54,"""I learned about cybersecurity incidents, how to prevent information leaks, and why such incidents happen.""",,"""There are a lot of new words to learn, and there are some parts that I don't fully understand, so I want to review them thoroughly and master them.""",,,0
B-2020_U54,"""I learned about cybersecurity incidents, how to prevent information leaks, and why such incidents happen.""",,"""There are a lot of new words to learn, and there are some parts that I don't fully understand, so I want to review them thoroughly and master them.""",,,0
B-2020_U55,"""Explanation of how to proceed with the class. What kind of cyber-related problems are currently occurring in security technology, and what measures are being taken by companies and countries as countermeasures? Also, what can we as individuals do? What kind of countermeasures are available, types of passwords with high security incident risk, and what kind of damage can be expected?""",,,,,0
B-2020_U56,,,"""There were times when I couldn't keep up with the class because I wasn't used to using it. I didn't know where to find the recommended books.""",,"""It was easy to understand because the format and procedure of the class was considered so that the students could easily understand it.""",-2
B-2020_U56,,,"""There were times when I couldn't keep up with the class because I wasn't used to using it. I didn't know where to find the recommended books.""",,"""It was easy to understand because the format and procedure of the class was considered so that the students could easily understand it.""",-2
B-2020_U57,,,"""There were a lot of pages to open and materials to download during the class, and I didn't know what the professor was explaining about and what materials. I didn't see it. I asked for the number of pages, but in the end I couldn't find it, so I went through the class relying only on the audio.""",,,1
B-2020_U58,,"""I understand why passwords are so annoying and why they should be different.""","""It was difficult to understand how security-by-design works.""",,"""At first, I couldn't enter the meeting for about 10 minutes because I couldn't sign in to teams properly, so I want to be careful in the future.
When I set a password in the future, I decided to set it as long and difficult to understand as possible. """,0
B-2020_U58,,"""I understand why passwords are so annoying and why they should be different.""","""It was difficult to understand how security-by-design works.""",,"""At first, I couldn't enter the meeting for about 10 minutes because I couldn't sign in to teams properly, so I want to be careful in the future.
When I set a password in the future, I decided to set it as long and difficult to understand as possible. """,0
B-2020_U58,,"""I understand why passwords are so annoying and why they should be different.""","""It was difficult to understand how security-by-design works.""",,"""At first, I couldn't enter the meeting for about 10 minutes because I couldn't sign in to teams properly, so I want to be careful in the future.
When I set a password in the future, I decided to set it as long and difficult to understand as possible. """,0
B-2020_U6,"""Many cyber incidents can be prevented before they occur, but new methods are appearing more and more. The government is also implementing various policies for countermeasures.""",,,,"""To be honest, I didn't know much about the dangers and cases of cyberattacks, but I thought it was absolutely necessary knowledge for my future life, so I will use it in my future classes. I wanted to study hard.""",1
B-2020_U6,"""Many cyber incidents can be prevented before they occur, but new methods are appearing more and more. The government is also implementing various policies for countermeasures.""",,,,"""To be honest, I didn't know much about the dangers and cases of cyberattacks, but I thought it was absolutely necessary knowledge for my future life, so I will use it in my future classes. I wanted to study hard.""",1
B-2020_U60,,"""Security by design, what is the supply chain?
The fact that the country has a strategy for information security
How can things like passwords be stolen?""",,,"""The class environment (audio, slides, chat, etc.) was not particularly inconvenient.
However, there were a lot of technical terms, and I had a little trouble with that. """,0
B-2020_U60,,"""Security by design, what is the supply chain?
The fact that the country has a strategy for information security
How can things like passwords be stolen?""",,,"""The class environment (audio, slides, chat, etc.) was not particularly inconvenient.
However, there were a lot of technical terms, and I had a little trouble with that. """,0
B-2020_U61,,,,"""Nothing in particular.""",,1
B-2020_U63,,,"""It turned out that the content of the quiz was a little lacking in understanding.""",,"""Throughout the entire class, the communication was very slow, and there were problems such as being unable to open the text and hear the voice. I would like to use a LAN cable as a countermeasure.
""",-2
B-2020_U63,,,"""It turned out that the content of the quiz was a little lacking in understanding.""",,"""Throughout the entire class, the communication was very slow, and there were problems such as being unable to open the text and hear the voice. I would like to use a LAN cable as a countermeasure.
""",-2
B-2020_U66,"""There are incidents with new modus operandi and incidents that can be prevented with basic countermeasures.
Reusing passwords and passwords based on birthdays are dangerous.
""",,,,"""When I was looking at the site, there was a warning to install a security app, but I knew that the app itself was actually a dangerous app, and I was infected with a virus before I installed it. I remember feeling that it wasn't someone else's problem.
Since the login from the terminal is saved, it is troublesome to enter it one by one, but I thought it was quite dangerous. """,-1
B-2020_U66,"""There are incidents with new modus operandi and incidents that can be prevented with basic countermeasures.
Reusing passwords and passwords based on birthdays are dangerous.
""",,,,"""When I was looking at the site, there was a warning to install a security app, but I knew that the app itself was actually a dangerous app, and I was infected with a virus before I installed it. I remember feeling that it wasn't someone else's problem.
Since the login from the terminal is saved, it is troublesome to enter it one by one, but I thought it was quite dangerous. """,-1
B-2020_U67,"""Introducing Cyber ​​Security""","""I just got used to online classes""",,,,1
B-2020_U67,"""Introducing Cyber ​​Security""","""I just got used to online classes""",,,,1
B-2020_U68,"""Reuse of passwords and weaknesses in the supply chain are the reasons why the number of security incidents does not decrease, and security by design is not widely used as a countermeasure.""","""I don't reuse passwords, but I would like to do so in the future.""",,,,1
B-2020_U68,"""Reuse of passwords and weaknesses in the supply chain are the reasons why the number of security incidents does not decrease, and security by design is not widely used as a countermeasure.""","""I don't reuse passwords, but I would like to do so in the future.""",,,,1
B-2020_U69,"""In order to avoid security threats, it is important to create passwords that are hard to reveal and are not reused. Recently, there have also been cyberattacks targeting vulnerable companies in the supply chain. Planning as a countermeasure against them. It's become important to think about security at the design stage.""","""I often hear that passwords should not be reused, but after listening to the class, I realized that I had no idea what kind of damage would be caused by doing so.""",,,,0
B-2020_U69,"""In order to avoid security threats, it is important to create passwords that are hard to reveal and are not reused. Recently, there have also been cyberattacks targeting vulnerable companies in the supply chain. Planning as a countermeasure against them. It's become important to think about security at the design stage.""","""I often hear that passwords should not be reused, but after listening to the class, I realized that I had no idea what kind of damage would be caused by doing so.""",,,,0
B-2020_U70,,"""I was able to think anew about various issues.""",,,"""I think that this class will teach me things that will be very important when I enter society in the future, so I want to actively study hard.""",0
B-2020_U70,,"""I was able to think anew about various issues.""",,,"""I think that this class will teach me things that will be very important when I enter society in the future, so I want to actively study hard.""",0
B-2020_U71,,,,,"""Thank you for your polite lesson.""",-1
B-2020_U73,,,,,"""I think I was able to concentrate because it was my first class. To be honest, I'm worried if I can keep my concentration in this self-study system, but I will try not to lose my motivation.""",0
B-2020_U74,,,,"""Nothing in particular.""","""I've never been attacked before, so I thought it was someone else's problem, but when I learned that passwords are traded behind the scenes, I thought I'd review how to decide and manage passwords.""",-1
B-2020_U74,,,,"""Nothing in particular.""","""I've never been attacked before, so I thought it was someone else's problem, but when I learned that passwords are traded behind the scenes, I thought I'd review how to decide and manage passwords.""",-1
B-2020_U75,,,,,"""Even though it was an online class, the lecture was easy to understand.""",0
B-2020_U76,"""Introduction of class methods, etc.
Explanation of security threats, problems with passwords, and countermeasures""",,,,,0
B-2020_U77,"""How to handle passwords, the transition of damage, how to receive damage, what is being considered for countermeasures, etc.""",,,"""It seems that the 2020 version of the 10 major threats has also been published, but is it okay to only use the 2019 version as a PDF?""","""There was a part I missed because I wanted to go to the bathroom on the way.
It was easy to understand and easy to listen to. """,0
B-2020_U77,"""How to handle passwords, the transition of damage, how to receive damage, what is being considered for countermeasures, etc.""",,,"""It seems that the 2020 version of the 10 major threats has also been published, but is it okay to only use the 2019 version as a PDF?""","""There was a part I missed because I wanted to go to the bathroom on the way.
It was easy to understand and easy to listen to. """,0
B-2020_U77,"""How to handle passwords, the transition of damage, how to receive damage, what is being considered for countermeasures, etc.""",,,"""It seems that the 2020 version of the 10 major threats has also been published, but is it okay to only use the 2019 version as a PDF?""","""There was a part I missed because I wanted to go to the bathroom on the way.
It was easy to understand and easy to listen to. """,0
B-2020_U78,,,,"""Nothing in particular.""",,1
B-2020_U79,,,"""I think I didn't have a deep understanding because I didn't get a perfect score in the quiz.""",,,0
B-2020_U8,"""Details of current security incidents, what measures people are taking, and what measures are lacking.
Also, supply chain weaknesses and countermeasures, and security by design. """,,,,"""I want to understand a little more about security by design.""",1
B-2020_U8,"""Details of current security incidents, what measures people are taking, and what measures are lacking.
Also, supply chain weaknesses and countermeasures, and security by design. """,,,,"""I want to understand a little more about security by design.""",1
