userid,1,2,3,4,5,target
C-2021-1_U22,,,,,"""After confirming how information is collected, I wanted to determine the reliability of that information.
""",-1
C-2021-1_U23,"""In order to collect as accurate data as possible, it would be good if we could investigate all of the survey subjects, but if that is not possible, there is a method called a sample survey that targets only a part of the subjects. On the other hand, the significance sampling method also has the problem of sample selection bias. Simple random sampling and multi-stage sampling are conceivable to eliminate bias.There are also inductive bias and annotation bias in bias.According to the Act on the Protection of Personal Information, personal information does not identify an individual. It is defined as either one that can be used, or one that includes a personal identification code.As a general rule, personal information data cannot be analyzed without the consent of the data owner.On the other hand, open data can be actively used. Open data is public data that can be used for secondary purposes (with conditions), is machine-readable, and can be used free of charge. The Creative Commons license is proof of that.""",,,"""Nothing in particular.""",,-3
C-2021-1_U24,"""I learned about survey methods and sample selection bias. I thought about what personal information and open data are.""","""I learned that correct information cannot be obtained depending on how data is collected. I learned that open data contributes to the economic and administrative fields of the country.""",,,"""Information must be collected with great care, as data collection can be unconsciously biased, believing incorrect information and using it to draw erroneous conclusions. Also, when using information, it is easy to understand that the Creative Commons license is clearly stated, so I thought it would be nice if we could make more use of it.""",-1
C-2021-1_U25,,"""Types of Surveys, Advantages and Disadvantages
Definition of personal information
""","""Open Data""",,"""I thought that the number of users would increase if there was an example of open data or a layout that aroused interest.""",-2
C-2021-1_U26,"""There are several ways to collect data, some of which may not reflect the desired results or may manipulate the results. Census surveys are true, but impractical. Significant sampling and There are random sampling methods, the data are not completely available, the results may differ from the truth, only partial data are collected, some of them are collected at your own discretion, speculation. Rely on predictions.Uncertainty.Personal information is information that can identify and identify individuals.Open data is public data held by the government that can be used for secondary purposes, is machine-readable, and can be used free of charge. PDFs and images are not allowed. Must have a Creative Commons license.""","""Personal information data cannot be disclosed to third parties without the consent of the individual. However, it is possible in the case of anonymity.""",,,"""The results of the data alone cannot be trusted. Depending on the method of investigation and the intent of the investigator, the truth of the results may not be reflected correctly, or the results may be manipulated, so I thought it was necessary to be careful with incorrect information and data. .""",0
C-2021-1_U27,,,,"""""Opt-out (suspension of provision) is possible according to the intention of the person"", which means that after providing to a third party, you can stop providing to a third party when you want to stop after all is that? ""","""From now on, I think that information on the Internet will be used more and more, so I would like to make sure to properly confirm copyrights and secondary use.""",-3
C-2021-1_U28,,"""Through concrete examples, I was able to understand that there are two methods of collecting data: 'complete survey' and 'sample survey,' each of which has advantages and disadvantages. """,,,,-2
C-2021-1_U29,"""I learned about data collection survey methods (complete survey, sample survey, significant sampling method), advantages and disadvantages, sample selection bias, personal information, open data, and copyright.""",,"""is not.""",,"""This time, I realized that the data was also biased, so I decided to be careful not to take the data introduced by the media with a grain of salt.""",-1
C-2021-1_U3,"""Surveys are broadly divided into census and sample surveys. In census, the data is completely correct, but it is possible only when the population is small. Depending on the extraction method, the data may be biased and the accuracy may be reduced.
Protection of personal information is determined by laws and ordinances.
Open data is being promoted so that everyone can use public data. """,,,,,0
C-2021-1_U30,"""Data collection, Census, Sample survey, Personal information, Open data, Copyright""",,,,"""The personal information part overlapped with what I did in cybersecurity, so I was able to understand it right away. I also wanted to be careful not to be misled by the sample selection bias of street interviews in the media. .""",-1
C-2021-1_U31,"""Bias may occur in some cases when conducting sample surveys in data collection. According to the Act on the Protection of Personal Information, personal information includes personal identification codes. Open data can be used for secondary purposes and is suitable for machine reading. Public data available free of charge.""","""I found out that what is published on the official homepage is not open data.""",,,"""I learned that I should be careful when using open data in my reports etc.""",-2
C-2021-1_U32,"""The ideal method for data research is a 100% survey, but that is practically impossible, so various survey methods are used. Bias in the survey is called bias, and it is necessary to minimize it as much as possible. A balance between protection and use is important, and the use of open data as data specialized for use is recommended.""","""I had heard about the problems with media coverage several times, but hearing about bias made a lot of sense. I had heard the term open data, but I didn't know the details. It was very interesting, but I thought it would be difficult because it was not open data if it was used on the homepage.""","""Even though various sample survey methods have been devised to reduce bias, I thought it would be very difficult for each of them to have problems. Ultimately, what is the best survey method? I was curious about it, so I thought I'd check it out.""",,,-1
C-2021-1_U33,,,"""I didn't know what to do with data without a Creative Commons license.""",,"""I wondered if 100% of local governments' open data efforts had been achieved.""",-1
C-2021-1_U34,"""When collecting data, there are methods such as 100% surveys and significant sampling methods, but the former takes time and the latter is biased. In addition, open data is objective data that is similar to personal information. It must be machine-readable, state conditions for secondary use, and be free of charge.""","""There are various ways to collect data, and I learned the importance of using a collection method that suits the time and situation. Also, I was able to better understand the connections between them by summarizing them in a BP map. rice field.""",,"""is not""","""I have a final exam in about a month, so I'd like to review the units I've learned so far, including today's class.""",-1
C-2021-1_U35,,,,"""Nothing in particular.""","""The most important discovery this time is that open data is not enough just to be open to the public. I also felt that the hurdles to open data for local governments and others are quite high.""",-1
C-2021-1_U36,"""·Data collection
① Complete survey　② Sampling survey
Various biases
·personal information
　What is anonymously processed information?
・What is open data?
・Relationship between open data and copyright
""",,,,"""I learned about copyright in a cyber security class before, and it was good to be able to review it because it is necessary in modern times.
We talked about open data in the last class, but it was interesting that it wasn't just data that anyone could see. In particular, I was surprised at the need to convert to a CSV file that is easy to use on Pason. As an aside, the other day I tried to convert PDF to CSV by using Ward, but it didn't work so well, so I would like to know if there is a way to easily convert it. """,-2
C-2021-1_U37,"""Data collection methods, their merits and demerits""",,,,,-2
C-2021-1_U38,,,,,"""This time, I was able to discover the facts that exist around me. I feel like I was able to understand why people often say not to take the news with a grain of salt. Also, there are license levels for data. That means.""",0
C-2021-1_U39,"""A complete survey is close to the ideal data in terms of survey and data collection, but it is practically impossible to conduct a complete survey, so we conduct a sample survey. I learned that I have to be careful not to fall for bad sample selection biases when I look at the data myself.""","""I have a new understanding that not all data published on the homepage is open data.""",,,"""I've heard the term open data before, but this is the first time I've heard a solid definition. I also felt that the definition was longer and more formal than I expected.""",-1
C-2021-1_U40,"""Survey methods can be broadly divided into two types. One is a complete survey, and the other is a sample survey. A complete survey obtains correct data but is not feasible to implement. On the other hand, a sample survey Data collection is easy because the survey target is a part of the population, but the determination of the survey target is based on the individual judgment of the surveyor. This is called sample selection bias.""","""The purpose of the Personal Information Protection Law is not only to protect personal information, but also to utilize it.""",,,"""Since it is not open data just because it is published on the homepage, I thought that mistaking data that is not open data as open data would lead to violation of rights such as copyright.""",-2
C-2021-1_U42,,,,,"""When I heard about sample selection bias, I thought I should be careful when watching TV.""",-1
C-2021-1_U43,,,"""There was a part I didn't understand about the Creative Commons license.""",,,-2
C-2021-1_U44,,"""When it comes to sample selection, it turns out there are many ways.
I also learned that there are biases.
I was able to learn more about the Personal Information Protection Act. ""","""Open data and Creative Commons licenses are new to me today, so I'm still vague.""",,,0
C-2021-1_U45,"""Data collection is done through a basic sample survey.
The significance sampling method makes it easier to collect data, but it introduces sample selection bias.
Open data is publicly available data that is reusable, machine-readable, and freely available.
Governments and local governments are promoting open data. ""","""I've heard of open data before, but I understand it better today.""","""It was difficult to find a way to incorporate non-subjective data.""",,"""This is the first time I've heard about Creative Commons licenses, so I was intrigued because I thought it would be very useful.""",-1
C-2021-1_U46,"""When conducting a statistical survey, it is ideal to conduct a complete survey, but when the population is too large, a sample survey is conducted. At this time, it is necessary to select data at random from the population in order to avoid sample selection bias. .""","""The Personal Information Protection Law does not simply restrict the use of information, but strikes a balance between the protection of personal information and the utilization of personal information.""",,,"""I was surprised to find that there are several sampling methods in the sampling method with less bias.""",-2
C-2021-1_U47,,"""There are two types of sampling methods, the significant sampling method and the random sampling method, and I was able to distinguish between the two methods based on my own experience.""","""The definition of open data was complicated, and it was difficult to specifically determine which was open data and which was not.""",,"""If you want to investigate easily, you can finish it quickly, but if you do so, you will not be able to obtain accurate data, so I thought it was quite important to obtain data by randomly sampling from the population. Also, personal information. About protection About protection of personal information Personal information can be converted into anonymously processed information, but knowing that it is impossible to restore personal information from anonymously processed information, I thought it was a revolutionary method to prevent personal information from leaking. .""",-2
C-2021-1_U48,,"""I was able to understand the specific methods and procedures for conducting surveys, their advantages and disadvantages. I think it is important to be able to use all of them and to use them properly because I think that each person has their own strengths. .""",,,"""This time as well, I was only able to grasp the contents related to the investigation, so I was able to understand it without any problems. I think that the investigation is a field that I may be able to handle in my future work, so it is my own as much as possible. I want to be.""",-3
C-2021-1_U49,"""About data collection
・Comprehensive investigation Truth, impossible
・ Sample survey Extracted from the mother's body and surveyed
・Significant extraction method Investigation from survey targets that are easy to collect Investigation is easy, does not represent the population, bias
About personal information
· Personal information including personal identification code (DNA, appearance, iris, voiceprint, fingerprint, driver's license number, address)
・Personal information that requires special consideration　There is a risk of unfair discrimination and prejudice
・Anonymously processed information: Processed so that individuals cannot be identified
・Open data　Public data that is easy for citizens and companies to use　Administration efficiency, reliability, local issues
・Conditions (1) Secondary use possible (2) Machine readable (3) Available free of charge
· cc license: declaration of intention to use freely (BY copyright owner's indication NC: no commercial use; ND: no modification; SA: modified version inherits level)""","""・Because a complete survey becomes more difficult as the population is larger, a sample survey is conducted.
・There is a possibility that bias is applied to the data that is out in the world
・It is not possible to conclude that data is open data just because it appears on the website.""","""・I couldn't understand the fact that reliability can be guaranteed even if it is not a complete survey of quiz questions.""","""Why is reliability guaranteed even if it is not a complete survey?""","""I learned for the first time that every municipality has open data. I thought it would be better to promote it more if I wanted to improve the efficiency of administration and measure regional issues.""",-2
C-2021-1_U50,"""Learn how to collect and investigate data. Deepen your understanding of personal information analysis rules and open data.""","""I learned that there are various methods for investigating data. I learned that it is necessary to devise ways to prevent bias from occurring as much as possible.""",,,"""I learned about the existence of open data for the first time. I thought it was wonderful that it led to the sophistication and efficiency of government administration and the resolution of local issues. There are more fields that everyone uses, such as disaster prevention, tourism, and childcare."" If it is used, I think we can aim to create a more livable city.""",0
C-2021-1_U51,"""The merits and demerits of census and sample survey (convenience extraction) respectively. Characteristics and usage examples of sample selection bias, induction bias, and annotation bias.
Regarding the definition of personal information and its relationship with data. ""","""When graphed, data results can vary greatly depending on the survey method, even if the vertical and horizontal axes are the same. (Inductive bias)""",,,,-2
C-2021-1_U52,"""Regarding the law regarding the relationship between data and personal information""","""About the use of open data""",,,"""Somehow, laws and various things are promoting the use of data well, and I felt that it was helping the evolution of AI.""",0
C-2021-1_U53,"""It was about the survey. It is possible to obtain accurate information by surveying the whole nation, but it is not realistic and in many cases we conduct surveys in other ways. One of them. A sample survey can be cited as a sample survey.There are also significant sampling methods and random sampling methods in sample surveys.Surveys are easy due to their own judgment, but lack accuracy.In addition, street interviews in TV programs etc. It's not very accurate, but many people believe it, so you have to be careful.""","""In this class, there are things I know, such as sample surveys, and words I've only heard of, such as Creative Commons. It was helpful.













""","""Regarding the content of the survey, I was afraid that the results would change drastically just because the survey was different. Many people believe the survey results and data presented to the media even though they know there is bias. I wondered how I could make more people aware of what I learned in this class.""","""Not particularly.""","""Today's class was easy to understand even with difficult words thanks to the examples. The advantages and disadvantages of the extraction method are summarized in a table, so even if you have never heard of it, knowing it will be very useful in the future. I think so, I would like to use it.""",-2
C-2021-1_U56,"""There are various methods to collect data, but there is no one-size-fits-all method considering the prevention of sample selection bias and efficiency, and each method has advantages and disadvantages.""","""In addition to confirming the definitions of terms such as bias and personal information, we were able to confirm cases that apply to those terms.""","""I didn't understand how to judge the level of the Creative Commons license.""",,"""Because I took cyber security basics in the spring semester, I was able to deepen my knowledge and understand personal information protection.""",-1
C-2021-1_U57,,,"""mainly about open data""",,"""I thought that the significance sampling method could manipulate the results of the questionnaire to some extent.""",0
C-2021-1_U59,"""I learned a lot about information in this class.
The Act on the Protection of Personal Information is an important law in that it allows individuals to retain their information with peace of mind.
On the other hand, open data is a system that is provided free of charge to the public, and is indispensable for the development of technology in the present age where the value of information is emphasized. """,,"""In this class, we learned about sample selection bias by taking street surveys as an example, but what are some other examples?""","""Nothing in particular""","""Hearing about sample selection bias made me want to be able to judge for myself whether the information is correct or not.""",-1
C-2021-1_U60,"""I studied research methods. I also learned about the advantages and disadvantages of various research methods. I also learned an overview of personal information protection. I studied the definition of open data.""","""Survey methods are broadly classified into 100% surveys and sample surveys. There are various sample extraction methods in sample surveys. Depending on the sampling method, bias may increase. I also learned that data utilization must be well-balanced.""",,,"""I learned something""",-1
C-2021-1_U61,"""In order to obtain accurate data, a complete survey of all survey targets is effective, but it is practically impossible. Since this method cannot be used, a sampling survey that extracts a part of the population is used.
There are two types of sampling methods: significant sampling and random sampling. Convenience sampling, which is an example of significant sampling, is often not representative of the entire population. Use a random sampling method or a multistage sampling method.
Of the public data held by administrative agencies, numerical data that can be used for commercial purposes and that can be used free of charge is called open data. ""","""When trying to obtain accurate data to the extent possible, some methods can be biased. To avoid this, it is necessary to extract data at random.
Even with the same data, the prediction results vary, and this can also be called bias.
Data that can be combined to identify an individual is personal information.
Open data is useful for disaster prevention, tourism, and child-rearing.
PDF files are read-only and not suitable for analysis. ""","""I didn't really understand the difference between how to handle sensitive personal information and ordinary personal information.""",,"""Regarding personal information, I was able to understand the content well, partly because I had already learned the basics of cyber security.
I vaguely knew that the mark with a c in a circle that I often see was a mark related to rights, but for the first time I learned the exact meaning of a mark that claims all rights.
There is a sample selection bias in the street surveys you see on TV, so I thought I'd be careful not to take it for granted. """,-2
C-2021-1_U62,"""There is great potential for the human unconscious to enter into data collection and data meaning.
It's difficult to collect clean data for decision making. ""","""In today's world where data and information are overflowing, there is a system of Creative Commons to use information appropriately.""","""The CVS data format should be machine-readable.""",,"""It was interesting.""",-1
C-2021-1_U63,"""In accordance with the Act on the Protection of Personal Information, there are creative commons licenses that create copyright rules, anonymously processed information, and open data that can be used for secondary use, is machine-readable, and can be used free of charge. Data has been used.""","""I learned that bias is bias, and that a sample survey that examines all the subjects of the survey is ideal, but in reality it doesn't go well and we have to go through a lot of trial and error to get closer to the ideal.""",,,"""In the last few classes, I learned the importance of data very much, but I once again felt that data must be handled carefully considering the laws regarding the protection of personal information.""",-1
C-2021-1_U64,"""Sampling Survey and Open Data""","""Understanding of anonymization and various extraction methods.""",,,"""I was surprised that there are various methods of extraction.""",0
C-2021-1_U65,"""There are various ways to collect data, and if the collected data is properly processed, it will become publicly available data.""","""It turns out that street interviews on TV are the worst way to publish data.""",,,,-1
C-2021-1_U66,,"""I learned about the possibility of arbitrariness on the data collection side.""","""I think I need to learn a little more about creative commons and other arrangements.""",,,-1
C-2021-1_U68,,"""In sample surveys, target extraction conditions are important, and targets tend to be biased due to specific time zones, locations, survey methods, etc. There are also media impression manipulations that use this.
Special care-required personal information is information that may cause unfair discrimination and prejudice, such as personal beliefs and religion, and is handled particularly strictly.
Open data is data released free of charge by prefectures and the national government, and has effects such as revitalizing the economy and making government administration more transparent. ""","""cc license""",,,-2
C-2021-1_U69,"""One type of statistical survey is a census, but although it is accurate, it is practically impossible because it requires a lot of labor. Sample surveys are divided into significant sampling and random sampling. Significant sampling is easier to collect data, but the results are more accurate. In many cases, it is not.To avoid sample selection bias, select data directly from the population at random.Inductive bias caused by wrong method and annotation caused by human annotation error. There are also biases, etc. Data that can be used to identify an individual is protected by the Personal Information Protection Act.There is also personal information that requires special consideration.Secondary use is possible, machine-readable, free and open Data can be used to solve economic and administrative problems.Using a CC license makes it possible to distribute works while maintaining copyright.""","""It turns out that you can't get accurate results if you don't select data at random, and some people abuse it.""","""I didn't quite understand the standards for personal information. (115 year olds can be identified, so they are out, but there are many 19 year olds, so is it safe?)""","""is not.""","""Predicting future grades from the results of the entrance exam was right in my sense, so I'm glad to know that I'm wrong.""",-3
C-2021-1_U7,"""The data obtained from a census are true, but in practice it is often difficult, so a sample survey is done instead, but it must be free of sample selection bias.
Open data is data that can be used for secondary purposes, is machine-readable, and can be used free of charge, and the use of open data is currently being promoted. """,,,,,0
C-2021-1_U70,,"""I understood everything except the details of personal information protection.""",,,,-1
C-2021-1_U72,"""Two main methods for collecting data → Census survey Sample survey In the case of a sample survey Bias can occur
Definition of personal information and more
""","""I was surprised that what was posted on the homepage was not open data. However, if I used the homepage as a reference in my report, I would have to write the reference, so it was natural.""",,"""is not!""","""Thank you for teaching us today.""",-3
C-2021-1_U73,"""There are multiple ways to collect data, but each has its own drawbacks and advantages, such as accuracy and reality. The availability of open data is expected to contribute to regional development and improve reliability.""",,,,,0
C-2021-1_U74,"""In data collection, a census is ideal, but it's almost impossible to do a sample survey. This introduces bias.
It is important to balance the protection and use of personal information, and the Personal Information Protection Law maintains that balance. ""","""Various biases occur in data collection, and I found that sometimes they are intentionally caused.""","""I feel that open data is still not fully understood.
""",,"""I learned that there are cases where even the information flowing on public radio waves is biased (or caused), so I wanted to be careful.""",-1
C-2021-1_U76,"""About data collection, personal information, open data, CC license""","""Street surveys, etc., are in fact only a partial opinion, and may be reporting arbitrarily selected opinions as if they were generalizations.""","""In the quiz, I made a mistake in the problem that the reliability of the data is guaranteed even if it is not a 100% survey.""",,"""Open data is useful all around us, and I was able to know that the CC license has rules for using it.""",-2
C-2021-1_U77,"""I learned how to handle data such as personal information.""","""I learned how to collect data and what the nature of each is.""","""I didn't understand how the Creative Commons license was actually used.""","""Nothing in particular.""","""I've gotten used to using BR-Map. It's so useful that I want to use it in other subjects.""",-1
C-2021-1_U78,"""Ideal research, data collection, or handling of personal information""","""Sample selection bias is dangerous""",,,"""I'm glad I was able to confirm the definition of personal information""",-1
C-2021-1_U79,"""When collecting and analyzing data, it is necessary to obtain data that is as accurate as possible. A complete survey, in which everyone is surveyed, is ideal in terms of accuracy, but in reality it is often impossible. In most cases, a sample survey is conducted to extract a portion of the data.There are several types of sample surveys, but each has advantages and disadvantages, and bias may occur.Personal information is protected by law and is used. There are also various rules to do so.There is also open data for the purpose of economic activity, political transparency, etc. Open data can be used for secondary purposes, is machine-readable, and is free of charge. It is data that can be used in. Open data is used in various fields such as disaster prevention and tourism.The CC license is used to indicate at what level the data can be used.""","""I've heard the name Creative Commons before, but I didn't know what it actually was, so I was able to understand it through this class. For the first time, I learned that there is a level that represents whether","""The part called annotation bias was a little hard to understand.""",,,-2
C-2021-1_U8,"""Things to be aware of when using information and information that can be used""",,,,,-3
C-2021-1_U81,"""investigation
personal information
open data""","""Advantages and Disadvantages of Census
Regarding the protection of personal information""","""I knew what open data was, but I didn't know about copyright.""",,,-1
C-2021-1_U82,,,,,"""In this lecture, I learned about data collection and personal information, and I realized that accuracy is very important in the methods used when collecting data. In particular, I read the open data on disaster prevention and thought that it would be useful for my own safety.I was surprised to see that the book roll I used today also said Creative Commons.Issues of BRmap I would like to organize my understanding by making good use of",-1
C-2021-1_U83,"""The ideal way to collect data is to survey the entire survey target called the population. However, this is extremely impossible to implement, so a sample survey is conducted by selecting a portion of the survey target population. is done.""","""I never imagined that predicting the future from past data would also be included in the sample selection bias. This is the first time I've heard the word annotation.""",,,,-2
C-2021-1_U84,"""I learned how to manage personal information and related data, and about open data.""",,,,"""I was able to concentrate on the test today, but I didn't get a perfect score on the quiz, so I'll do my best to definitely get a perfect score next time.""",-2
C-2021-1_U85,"""There are two types of data collection. Census survey is a method of surveying all subjects, which is time-consuming and unrealistic, but it can obtain accurate data. Targets are selected either randomly or randomly, but depending on how they are selected, bias may occur and accurate data may not be obtained.The Personal Information Protection Law requires that personal information be protected. , has the role of a balancer for the utilization of it. The display of open data is important, so you should take a good look at it.""","""The utilization of personal information cannot be established without the consent of the person, and personal information that may cause unfair discrimination and prejudice against the person if it is made public is called personal information requiring special care, and the sample is selected. There is a risk of bias occurring in doing so.""",,,"""It was a blind spot that there was bias when selecting survey subjects, so I'm glad I was able to notice it. It's really important that the consent of the data provider is required for personal information as well."" I thought, ""Even if I come across a threat that tries to steal data in any way, I will use this knowledge I learned today as a weapon to deal with it.""",-1
C-2021-1_U86,"""About data collection and privacy.""","""By putting it all together in BRmap, it became easier to understand.""","""I didn't understand much about the Creative Commons license.""",,"""When I made the BRmap, I noticed that the lines weren't drawn properly, so I want to improve.""",-1
C-2021-1_U87,,,"""I didn't know much about open data""",,"""I was scared to think that I might be deceived by malicious people if I didn't look at the data with sample selection bias in mind. It was good to know what personal information and open data are.""",-1
C-2021-1_U88,"""Data collection
100% survey → Examine all survey targets. The data obtained from the survey is true, but it is practically impossible due to the large amount of effort involved in the survey.
Sample survey → Extracting a part from the survey object and examining it.

Personal Information Protection Law
Personal information is anything that can identify a specific individual. Those containing personal identification codes.
It is impossible to provide to a third party without the consent of the data owner.

open data
Publicly available data that is reusable, machine-readable, and freely available. It is also used for disaster prevention, tourism, and child rearing. ""","""I learned about the types of surveys.""",,,"""I had only vague knowledge about personal information, so I'm glad I was able to learn about it in class.""",-3
C-2021-1_U90,"""Types of data and methods of collection""","""Data can be collected in a variety of ways, none of which guarantees complete reliability.""","""Confirming a clear definition of open data""",,"""Please respect the copyright when using images and pdfs on the internet""",-2
C-2021-1_U91,"""Investigation methods for collecting information, classification and detailed explanation of personal information
""","""I learned more about research methods for collecting information and what personal information is.""",,,"""It was good to know the definition of personal information, which I had only vaguely known until now.""",-3
C-2021-1_U92,"""It was a class about data collection and privacy protection.""",,,"""I think the media is biased. I think there are two main types: those who don't like the media and those who believe in it blindly (as I do). I don't remember when I stopped trusting the media, or why I didn't believe it from the beginning.""","""It was helpful because I may be dealing with personal information and open data in the future.""",-1
C-2021-1_U93,"""About data collection and personal information protection""","""I learned what kind of surveys are a complete survey and a sample survey.""","""It took me a while to understand the word 'significant sampling method' when I first heard it.""",,"""I thought that this class was about familiar things.""",-3
C-2021-1_U94,"""When collecting data, a complete survey is ideal, but when the number of population is large, it is difficult, so it is better to conduct a sample survey.
There are two methods of sample survey: significant sampling method and random sampling method. Although significant sampling method is simple, random sampling method is better, although it is more difficult because the person being surveyed may be biased.
""",,,,,-2
C-2021-1_U95,"""・How to collect data, ideal and reality ・Open data
・Bias in data collection methods
·Personal Information Protection Law
""",,,,"""Until now, I didn't know about the existence of open data, so I was surprised that a government agency provided such usable data.""",-2
C-2021-1_U96,"""There is a sample selection stage in data collection, and depending on the method, there is a difference in labor and bias. Open data has a definition, and just because you can copy it does not mean it is open data.""","""I found that when looking at analyzed data, I needed to make sure it was collected and analyzed in a proper way.""","""Not this time.""","""Not this time.""","""I learned that there are many ways to collect and analyze data, so when I do it, I want to do it in a way that is less likely to be biased.""",0
C-2021-1_U97,,,"""I didn't fully understand the importance of protecting personal information.""",,"""I wish I had a better understanding of personal information so that I wouldn't have to worry about it in the future.""",-1
C-2021-1_U98,"""Different survey methods have different merits and demerits, so it is necessary to select the most appropriate one in order to collect accurate data. In addition, open data that is intended to be used by anyone is beneficial to the public, but is copyrighted. You may check in advance whether there is any","""I heard about open data for the first time, but I understood that it is an important initiative that allows us to learn about government movements and leads to regional revitalization.""","""I wondered if data with many conditions could be called open data.""",,"""I have had the experience of cooperating with and referring to many questionnaires, but I realized that if I am not careful about the methods and subjects of the survey, I may end up with misleading information. I wanted to make effective use of",0
C-2021-1_U99,"""There are various rules regarding personal information. Open data is recommended for the future development of Japanese companies.""","""Regarding the protection of personal information, I learned that there are restrictions on information in various cases by law in order to protect individuals.""","""The definition of open data was ambiguous, so I would like to review it.""",,"""It was good to learn about open data that I had heard about but didn't know the details about.""",-3
C-2021-2_U10,,,,,"""We found that, unlike the census, surveys with fewer parameters, such as interviews, may reflect erroneous trends.""",0
