userid,1,2,3,4,5,target
B-2020_U31,"""Today, we learned about copyright. It is part of intellectual property rights and is given from the moment a work is created. It is a right given not only to authors but also to performers. It's meant to protect people emotionally and financially, and when it's violated, countermeasures are given.""","""Copyright is subject to frequent revisions, mainly due to advances in data and information technology, and there are exceptions to suit different types and uses. For example, the term of protection is 70 years after the death of the author, but the performer Lifetime alone is 70 years since the movie was released.""",,,"""I knew the word copyright, but it was the first time I had learned about it in detail. We are surrounded by creative works, so we need to consider the period of protection and I would like to gain knowledge on how to use it and use it correctly.""",1
B-2020_U32,,"""I learned what intellectual property rights are and what they protect and for how long.""",,,"""There are various conditions for unauthorized use, and some conditions require payment, so I wanted to be careful when quoting it in reports.""",0
B-2020_U33,,,"""I didn't know where to apply to use the copyrighted material and how to use it.""",,,0
B-2020_U34,"""Copyright is one of the intellectual property rights, and copyright covers creative works such as literary arts, academics, fine arts, and music. Moral rights exist to prevent creators from being mentally harmed. Copyright is automatically granted at the time of creation.In addition to the rights of the author (copyright and moral rights), there are also the rights of performers, etc. Rights such as copyright and related rights. has a period of protection. Exceptions that can be used without permission are cases such as private use and use for educational and welfare purposes.""",,,,,1
B-2020_U35,,,,,"""I thought I'd be careful when duplicating""",0
B-2020_U36,,"""Copyright Term
that copyright does not apply only to people""",,,"""When I used images imitating anime characters and commercials at school cultural festivals, etc., I did a little research on copyrights, so it was nice to know the details.""",1
B-2020_U38,,,,,"""We often hear the word ""copyright"" and it's very familiar, but I didn't know the actual situation, so it was great to learn about it. It made me sad that things that should be protected because they are so popular aren't being protected.""",0
B-2020_U39,"""Copyright is automatically granted at the time a work is created, which guarantees moral rights, property rights, and other rights to protect the author. Protected by neighboring rights.""",,,,,1
B-2020_U4,"""Intellectual property rights are rights granted to those who have created something through intellectual creative activities, and are rights that cannot be used by others without permission.
Copyright is one of them.
Moral rights protect the author morally for the life of the author.
Copyright protects the work for the duration of its existence plus 70 years.
Works that can be protected under Japanese law meet the conditions of nationality, place of publication, and treaty, but each country has its own copyright law, and multinational treaties are used to protect copyrights around the world.
It stipulates who handles copyrighted works other than the author, such as related rights, transfer of copyrights, and setting of publishing rights.
There are many cases of exceptional unauthorized use of copyrighted works, such as personal use, use of accompanying subject works, and educational purposes. It is important to always be aware of this and not neglect to check. """,,,"""When I buy the sheet music, the copyright fee is included, so is it okay to perform it in public?""","""I think it's the copyright law that can be caught next to traffic violations, so I'd like to have a solid knowledge of it.""",1
B-2020_U40,,"""Please note that the copyright protection period varies depending on the type of work.
The latest caution is required when using copyrighted works of others. """,,,,1
B-2020_U41,"""Intellectual property rights include copyrights. Moral rights of authors consist of protection rights, publication rights, and name display rights. It consists of rights not to be exploited. Neighboring rights are also granted to those who perform the work.""","""Copyrighted works are permitted for private use limited to domestic use.
Ideas are not copyrightable.
Copyright and a word are various. """,,,"""There used to be a lot of rules about copyrights. Nowadays, if you look it up on the Internet, you can always access information about copyrights. I would like to keep that in the back of my mind and acquire the skills to correctly extract and utilize them when necessary. """,-1
B-2020_U43,,"""Copyright should not apply at the idea stage.""",,,,1
B-2020_U44,,,"""I couldn't understand enough to get a perfect score on the test""",,"""Although I have used the term copyright frequently on a daily basis, I didn't know much about how it actually works, so I was glad that I was able to learn about it in this class.""",-1
B-2020_U45,,,"""I didn't quite understand the criteria for assigning copyright related rights.""",,"""I often hear people say, 'I had my idea stolen,' but when I learned that ideas are not copyrighted works, I thought I shouldn't carelessly tell people about my ideas. """,0
B-2020_U46,"""Copyright is included in intellectual property rights, and exists to protect the property and spirit of authors. There are copyrights and author's moral rights. In addition, it protects performers, who transmit their works. This includes related rights, moral rights of performers, etc. A work is defined as ""a creative expression of ideas or feelings."" This copyright basically protects works produced by Japanese citizens in Japan, and foreign works are protected by treaties concluded in each country. Because it is protected by copyright, others cannot publish or modify the work without permission. As a general rule, the permission of the copyright holder is required when using a copyrighted work. However, copyrighted works have a period of protection, and if this period has passed, there is no need to obtain permission. In addition, it is not necessary to obtain consent for private use within a limited range such as at home. In addition to this, there are cases where it is okay to come without obtaining consent in special cases, such as when using it for education. Due to the recent development of the Internet, etc., the number of cases that must be dealt with has increased, and a revision was made in 2018. ""","""Copyright protects not only the author but also the performer, and I understood the scope of the performer.""",,,"""thank you very much.
I've researched copyright as a high school assignment before, but I was only able to touch on the content itself, so I'm going to keep the performer's rights and special exceptions firmly in mind. """,1
B-2020_U47,,,,"""Is it okay if I write 'Anyone can use this song freely' when I make a song? """,,0
B-2020_U49,,"""I was able to organize and understand copyright and other rights related to it.
・I was able to get a perfect score in the quiz. ""","""Nothing in particular.""",,,1
B-2020_U5,"""Contents to learn about detailed contents and peripheral rights related to copyright.""","""I thought that the copyright of the work is 50 years after death, but I learned that 70 years after death is correct, and I learned about this mistake later in the lecture, but I learned that it would lead to a situation where criminal and civil countermeasures would be taken. I tried not to proceed with vague interpretations.""","""I'm not sure if in the past I thought that the copyright I wrote in (2) was 50 years after my death, but if the copyright were to grow like that in the future, it would be Even if the copyright has expired, I wondered what would happen to the works that entered the copyright protection period after the revision.""",,,0
B-2020_U50,"""Copyright belongs to the author and the people involved in the work. Copyright also includes moral rights and property rights, which protect the use of the work and the author himself/herself, but the period is set. Recent changes in information and the nature of authors have led to changes in copyright law.""","""There was an expiration date on copyright rights""",,,,0
B-2020_U52,,,,,"""As the computer society progresses, I think that I must be aware of the laws that are constantly changing so that I do not infringe on my rights.""",0
B-2020_U53,,,,,"""I've seen and listened to illegally uploaded videos and music, so I decided to quit. I want to enjoy my works in a way that benefits the people who made them.""",1
B-2020_U54,,"""I learned that there are many kinds of copyright. I thought ideas were copyrighted, but I found out they weren't.""",,,,0
B-2020_U58,,"""I learned a lot about the relationship between copyrights and intellectual property rights, and how copyrights are protected.""","""Not this time.""",,"""This time I used a lot of marker functions, so I understood it very well. I want to use it next time.""",0
B-2020_U59,"""Copyright includes moral rights of tea creators, copyright (property rights), and protection period. Copyright includes thought/feelings, creation, expression of ideas, and literary/academic/art/musical elements. Without permission. It may be possible to use it, but there are restrictions.""",,,,,1
B-2020_U6,"""About copyright, what it covers, and when it's not covered by copyright.""","""I learned about the difference between moral rights and copyright, and what copyright is granted to and for how long.
""",,,"""I knew about copyright until now, but I didn't know it in such detail, so I was surprised to learn that it was decided in such detail. I want to be able to make judgments.""",1
B-2020_U60,,"""Inclusion relationship between copyright and intellectual property rights, definition of copyright, cases of exceptional unauthorized use of copyright""",,,,0
B-2020_U61,,,,,"""Because of the nature of my undergraduate degree, there is a high possibility that I will create something in the future, so I want to make sure I don't forget what I learned in this class.""",1
B-2020_U62,,,"""Nothing in particular""","""Nothing in particular""",,0
B-2020_U64,,,,,"""I've learned what constitutes copyright infringement, so I want to be careful not to do that.""",-1
B-2020_U65,,,"""The line of conduct that constitutes copyright infringement remains vague.""",,,0
B-2020_U66,"""Determining what is copyrightable and exceptional unauthorized use of various types of copyright, moral rights, etc.""","""I didn't know that not only the author but also performers, record companies, and broadcasters have rights related to copyrights. I also found out that unauthorized use is possible in exceptional cases. """,,,"""I thought that if the idea was copyrighted, there would be a dispute between the people who claimed that I came up with it first. The fact that the idea is not copyrighted is something that often happens in dramas. I thought it was pitiful to think that the person who stole the idea was stolen and the person who killed it was not legally bad, but the person who killed it was bad. Copyright is so important that it kills people.""",-1
B-2020_U67,,,"""I didn't understand one of the quizzes.""",,,1
B-2020_U68,"""I learned about various laws related to copyright""",,,,"""I was able to get a general understanding of copyright. I fully understood this law and thought I should memorize it because I may be involved as a rights holder in the future.""",1
B-2020_U69,"""Rights are granted in many cases to protect authors and others.""","""Copyright has more rules and conditions than you can imagine, and there are many points to be aware of when using it.""",,"""Nothing in particular.""","""Since it is related to my major, I would like to investigate it in more detail myself.""",0
B-2020_U70,"""About copyright.""","""I found a detailed overview of copyrights, exceptions, etc.""",,,,0
B-2020_U71,,,,,"""Thank you for today's class. Thank you very much.""",-1
B-2020_U73,,,,,"""Because I was listening with more concentration than usual, my understanding was high.""",0
B-2020_U74,,"""This is the first time I've learned about 'author's moral rights'. """,,"""Nothing in particular.""",,-1
B-2020_U75,"""Types of Copyright and Their Contents""","""I learned that there are many different types of copyright,"" he said.",,,,0
B-2020_U76,,,,,"""When I entered university, I had more opportunities to write reports, etc., and I thought I should learn more about copyright, so I'm glad I learned it.""",0
B-2020_U78,,"""I was able to learn about the types of forms recognized as an author, the scope of copyright, and the scope of neighboring copyrights.""","""Nothing in particular.""",,"""When something went wrong with Teams, I couldn't think of using the chat room to contact or confirm the response, so I was confused, so I want to be able to use what I should use properly.""",1
B-2020_U79,,,"""I couldn't get it all in my head.""",,"""It's a pretty difficult subject, so I thought I'd check it out again if I had the chance to deal with copyrighted material.""",0
B-2020_U8,,"""I learned how to use a copyrighted work. I learned that there are various rights, and that the period during which the rights work differs depending on the copyrighted work.""",,,"""Copyrights and intellectual property rights are important laws in today's world, and I may need this knowledge in the future, so I would like to review and deepen my understanding.""",1
B-2020_U80,"""What are the classifications, content and exceptions of intellectual property rights?""","""I was able to understand the content of the terms 'intellectual property rights' and 'copyrights', which I had only heard mostly by name but had a rough understanding of their meaning from the context in which they were used in society. """,,,,0
B-2020_U81,,,,"""Why are the terms of protection for various rights all about 70 years?""",,1
B-2020_U85,,,"""Understanding of corporate writing is still weak""",,"""I would appreciate it if you could explain legal matters with specific examples.""",1
B-2020_U86,"""There are multiple rights related to copyright, and it is important in daily life to acquire knowledge about them, especially about exceptional unauthorized use.""","""I was able to learn about the scope of exceptional unauthorized use.""","""I wasn't prepared.""",,,1
B-2020_U87,,,,,"""I realized that copyright is an important right to protect people's creative activities. I thought that various rights correspond to various situations.""",0
B-2020_U9,"""Copyright is contained within intellectual property rights, and within copyright are author's rights and related rights. This is different from industrial property rights, which include patent rights and trademark rights. Among the rights of authors are moral rights and property rights, and among the rights held by film directors, etc., there are related rights.What is recognized as a work expresses the thoughts and feelings of the author. An idea that is not expressed is not recognized as a work, and moral rights are recognized to protect the author from being unintentionally harmed. In some cases, it is basically necessary to obtain the author's consent, but after the copyright period has expired, it can be used without obtaining consent.""",,"""I think I understood today's lesson properly.""",,,1
B-2020_U91,,,,,"""I'm glad I learned more about copyright, which is hard to fully understand even if I try to research it myself.""",0
B-2020_U92,,,"""I think I understand most of it.""",,,1
B-2020_U93,,,,,"""I thought it was important in my life until now and in the future.""",-1
B-2020_U95,"""Regarding copyright, legal commentary and specific examples of copyrighted works.""",,,,,0
C-2021-1_U10,"""Various types of sorting and their amount of computation time and number of comparisons
""",,,,"""I found that there are various sorts to reduce the amount of time computation. I would like to understand the properties, advantages, and disadvantages of each sort so that I can use them correctly. How to formulate order notation I didn't understand well, so I would like to review what the order is and try to solve it by myself through practice problems, etc. .""",-2
C-2021-1_U100,"""About various sorts.""",,,,,-2
C-2021-1_U101,,,,,"""As I mentioned in (3), I still don't understand heapsorts and binary trees, so I'd like to review them through assignments.""",-2
C-2021-1_U104,,"""Understanding what bubble sort, selection sort, binary tree and heap sort are""","""Consideration of Worst Complexity of Heapsort""",,,-1
C-2021-1_U105,"""Sorting in a certain order is called sorting. Bubble sorting is sorting by comparing adjacent ones in order. Selection sorting is a method of selecting the largest one and putting it at the end. Sorting using a binary tree was easy for me to understand, but this method requires a very large amount of calculation depending on how the original is arranged.The heap sort solved this problem, and the depth d A node is 2 to the power of d.""","""The time complexity is the sum of the time it takes to execute each procedure for the input a. Considering the complexity as a function of the input n, the computation takes the longest time among n The amount of computation is called the worst amount of computation.""",,,"""If you don't understand the order notation, you will not be able to understand the computational complexity of the algorithm, so I'm at a loss. For now, I would like to understand the order notation. If each sort can be represented by a general formula, , I will reject it, so I want to face it for the time being and try to understand it.""",-1
C-2021-1_U106,"""There are multiple types of sorts, and it is necessary to use them according to their suitability.""",,,,"""I want to understand correctly, including the next time.""",-2
C-2021-1_U107,,,"""I don't quite understand the time complexity""",,"""It's getting pretty difficult""",0
C-2021-1_U11,"""Sort problems include bubble sort, selection sort, binary tree sort, heap sort, etc. Selection sort is an improvement of bubble sort, and binary tree naive sort and heap sort have n=38 comparisons. Reverse.
""","""I understood the rough usage of sorting.""","""Heapsort was difficult and I didn't know the worst case.""",,"""Various sorts came out, so I want to be careful not to mix them up.""",-3
C-2021-1_U12,"""I learned about the correctness of the Euclidean reciprocal method, selection sort, heap sort, and other calculation methods.""",,,"""I was wondering where and how each of these calculation methods is used.""","""It was difficult with various calculation methods and definitions.""",-1
C-2021-1_U13,,"""A suitable use case for each sort.""","""I couldn't really write a binary tree sort, so I'd like to draw one.""","""In particular.""",,-2
C-2021-1_U15,"""Simple and easy to understand""","""I know how to rearrange numbers
""",,,"""I want to understand it quickly next time""",-2
C-2021-1_U16,,,,,"""Since I was given more advanced content and more difficult assignments than before, I would like to be able to understand everything within class time so that I can quickly tackle the assignments from the next time onwards.""",-2
C-2021-1_U18,,,,,"""I find it very difficult online to stay awake and concentrate on listening to lectures on Mondays. The first semester is almost half over, so I'm going to try to get myself back on track.""",-2
C-2021-1_U19,"""Even if the time complexity is the same, it can be different when examined closely.""",,,,,-3
C-2021-1_U2,"""I learned Euclid's Algorithm of Algorithm. Also, I confirmed the differences and computational complexity among bubble sort, selection sort, binary tree sort, and heap sort.""",,"""It was difficult to think about the amount of computation.""",,,-3
C-2021-1_U20,"""First, the Euclidean algorithm, which is specifically used in common key cryptography, etc. Next, sorting algorithms include bubble sort, selection sort, and heap sort. Heap sort is a binary tree. which algorithm is superior is judged by the amount of calculation of the input that takes the most time, and uses the order notation.""",,,"""Part (3)""","""I found that using a sorting algorithm makes it easy to sort in ascending or descending order. I thought the mechanism using the binary tree of heapsort was amazing.""",-3
C-2021-1_U23,,"""I was able to understand the methods of bubble sort, exchange sort, binary tree sort, and heap sort. I understood the shortcomings of binary tree sort and was convinced.""","""The order notation was difficult and I didn't understand it very well. I think it's hard to get used to reading binary trees in sorting using binary trees.""The number of comparisons in heap sorting does not exceed 3nlog(2)n I didn't understand even after listening to the explanation. """,,,-3
C-2021-1_U24,,"""I was able to understand how to quickly find the greatest common divisor using Euclid's method of division.
I was able to understand the characteristics of four kinds of sorting algorithms. """,,,"""It was difficult to understand the sorting algorithm just by reading the definition, but it became easier to understand when I specifically rearranged the numbers. I would like to try the exercises and deepen my understanding.""",-1
C-2021-1_U25,"""Computation using Euclidean Algorithm, Bubble Sort, and Heap Sort""","""How bubble sort works""",,,,-2
C-2021-1_U26,"""How to arrange information, comparison of time and effort required to arrange""","""Compared with the one next to it and put them in order""","""I don't remember how to do Euclidean Algorithm. I'll review it in my high school textbook. I don't understand the clear difference between bubble sort and selection sort, binary tree and heap sort.""",,"""I thought I understood it somehow. I don't think I really understood it, so I'd like to go over my notes and make sure it's solid.""",0
C-2021-1_U27,"""・Sorting includes bubble sort, selection sort, binary tree sort, and heap sort.
・If you graph simple binary tree sorting and heap sorting, the number of worst comparisons reverses at n=38 when the number of input integers is large. ""","""I understood how to do the first stage of heapsort.
・I learned how to select and sort.
・I learned how to do a bubble sort. ""","""I didn't quite understand how to do the second stage of heapsort.
・I didn't understand the difference between the height and depth of a binary tree. """,,,-3
C-2021-1_U28,,,,,"""Sorting is an unfamiliar word, but the mechanism was surprisingly easy to understand and the contents were interesting. However, there are some difficult things such as the amount of calculation, so I would like to review it.""",-2
C-2021-1_U29,"""I learned about bubble sorts, selection sorts, binary trees, heap sorts, and more.""","""I found out how sorting works and its shortcomings.""",,,"""A lot of content came out, so I would like to do my best to review.""",-1
C-2021-1_U3,"""There are different sorting methods, such as bubble sort, selection sort, binary tree, heap sort, etc., which change the amount of computation required. For each, we can consider the worst case, or the most computationally intensive case.""","""I found out what the algorithm for each sorting method was. I was able to calculate the worst case calculation time, and I also found that the worst case is different for each method.""",,,"""The worst case is different depending on the method, so I thought it might be necessary to judge which method is appropriate for this sequence each time.""",0
C-2021-1_U30,"""bubble sort, selection sort, binary tree sort, heap sort""","""How to sort each""",,,,-1
C-2021-1_U31,"""In order to reduce the sorting time, we have used a binary tree. In particular, heap sorting is more efficient when the number of sequences is large.""","""I found that the sorting is calculated differently.""",,,,-2
C-2021-1_U32,"""Sort is to rearrange multiple items according to a certain order. There are various types of sorting, and it is necessary to use them properly according to the purpose while considering the number of comparisons, order notation, etc. ""","""I was surprised that there are various ways to sort numbers, but each method is different, and it is difficult but interesting to think about which one to use according to the speed and safety required for sorting. thought.""","""Practice question 2 about heapsort is vague because I couldn't fully understand it just by listening to the explanation once, so I think I'll review it myself.""",,,-1
C-2021-1_U33,,,"""I didn't quite understand the order.""",,"""I wanted to be able to remember the types of sorting and think about the number of comparisons for each.""",-1
C-2021-1_U34,"""This time, we learned about three types of sorting. Bubble sorting swaps numbers in a row next to each other, selection sorting swaps two numbers, and heap sorting connects numbers like branches and moves large ones. It was something that let you.""","""I was able to understand the characteristics and drawbacks of different types of sorting.""",,,"""Understood very well.""",-1
C-2021-1_U35,"""I learned about bubble sort, selection sort, and heap sort. I learned about the concepts, advantages, and disadvantages of each.""","""I learned that there are many different kinds of sorting, and I was able to get a general idea of ​​how to think about it.""",,,"""I used to use sorting when sorting numbers, but I didn't know how to do it. Or rather, I didn't even care. bottom. """,-1
C-2021-1_U36,"""How to find the greatest common divisor faster?
・Various sorts: bubble sort, selection sort, binary tree","""・Using Euclid's Algorithm
　The number of calculation steps was exhaustively reduced from 2n at most to 2log_2(n) at most → Speeding up
・Bubble sort: Arrange while comparing the size of adjacent elements, exchange if the order is different
The number of comparisons is always n(n-1)/2, and the number of exchanges is at most n(n-1)/2 (because it decreases when exchanges are not required)
Selection sort: Find the largest element and replace it with the last element
The number of comparisons is always n(n-1)/2, the number of maximum value updates is at most n(n-1)/2, and the number of exchanges is at most n-1
・Binary tree: The drawback is that the number of comparisons varies depending on the arrangement.The worst number of comparisons is n(n-1)/2.
・Heapsort: Binary tree that satisfies the conditions, an improved version of the binary tree
·the term
　Sorting (sorting): rearranging n items according to a certain order
Ascending order: small value → large value ↔ descending order
Worst-case complexity: Computational complexity for the most time-consuming input of length n
　T(n) is of the order of f(n) = T(n)=O(f(n))""","""I didn't quite understand how to read the finished binary tree.""","""Nothing in particular. I'll review it.""","""The sorting system was easy to understand because you clicked on the algorithm slides and it looked like an animation. As I wrote above, I still don't have a good understanding of binary trees and heap soaps, so I thought I'd review them thoroughly. think.""",-2
C-2021-1_U37,,"""Even calculations that would take an enormous amount of time if simply calculated can be greatly reduced by using the bubble algorithm.""","""The calculation method is still vague, so I want to review it.""",,,-2
C-2021-1_U38,,,"""I don't know the difference between heap sort and binary tree sort, except that the number of worst-case comparisons varies depending on the number of input integers.""",,"""I was interested in the fact that the seemingly simple operation of correcting ascending/descending order is performed by an algorithm, and there are many ways to do it.""",0
C-2021-1_U39,,"""I was able to understand how bubble sort and heap sort work.""","""I didn't quite understand the order notation.""","""I would like you to explain the order notation in more detail.""",,-1
C-2021-1_U44,"""How to sort numbers""",,,,,0
C-2021-1_U45,"""Heapsort can compensate for the shortcomings of binary trees.""","""I know how to make a bubble sort and a heap sort.""","""I understand most of it.""",,"""Now that I have a general idea, I want to try things like heapsort myself.""",-1
C-2021-1_U46,,,"""I didn't understand the order notation well. It's hard to remember unfamiliar words like sort and heap.""",,"""It's the first time I've learned so much that I can't keep up with it, so I wanted to prepare more thoroughly.""",-2
C-2021-1_U47,"""I learned three sorting procedures: bubble sort, selection sort, and heap sort, and the number of exchanges for each.""","""I was able to see the advantages and disadvantages of three methods: bubble sort, selection sort, and heap sort, and know which method is best to use accordingly.""","""I didn't know how to do order bubbles.""",,"""There are various systems for computer processing, and I could feel that the field of information science is developing day by day.""",-2
C-2021-1_U48,"""In Euclid's algorithm, the remainder obtained by dividing a by b is r. If r is 0, then b is the greatest common divisor. If r is not 0, set a←b, r←b, and return to a. is an algorithm that",,"""I didn't quite understand the concept of time complexity.""",,,-3
C-2021-1_U49,"""Euclidean Algorithm is a simple and fast method from a mathematical point of view, but it is a good algorithm from the aspect of computer calculation.
Sorting/arranging the given items (generally in ascending order)
・Bubble sort/Sort the given items by comparing the sizes of two items in order, and then sort them repeatedly.
・Selective sort/find the maximum number, bring it to the end, and repeat this for sorting
・Binary tree/comparing the size relationship with the nodes and arranging them while moving to either the left or right
・Heat sort/depth x 2 nodes, and nodes exist from the left only at the deepest point. And the value of any node must be less than or equal to its parent. A binary tree that satisfies the two conditions ""","""Euclidean Algorithm is a simple and fast method from a mathematical point of view, but it is a good algorithm from the aspect of computer calculation.
・If the input information is in descending order, it will be slow in general.
・In heap sort, the top is the maximum value""","""I didn't understand the log that suddenly appeared in the first half of the discussion of the mutual division method
・In the first place, I didn't understand how the greatest common divisor was involved on a computer.
""",,"""I thought it was cumbersome to have a log appear one by one, but when I drew a graph, I could compare the amount of calculation in an easy-to-understand manner, so I felt the importance.""",-2
C-2021-1_U50,"""Learn about sorting algorithms. Understand how to find the correct amount of computation while looking at specific examples of bubble sort, selection sort, binary tree sort, and heap sort.""",,,,,0
C-2021-1_U51,"""I learned the procedures for the three sorting methods, bubble sort, selection sort, and heap sort, as well as the number of comparisons, at most exchanges, and updates for each.
""","""I learned the advantages and disadvantages of each of the three methods, and along with that, I have a vague idea of ​​when to use which method.""","""I didn't really understand how to use the order notation, so I wanted to review it again.""",,"""I thought it would be fun to know that there is a system like this to use a computer to speed things up in a very short amount of time.
I was wondering what kind of method the next merge sort would be. """,-2
C-2021-1_U52,"""How to sort data according to certain criteria""","""Disadvantages and advantages of various sorts such as bubble sort, selection sort, and heap sort""",,,"""This time it was a little difficult and I thought I understood it somehow, but I made a mistake in the quiz, so I'd like to review it.""",0
C-2021-1_U53,"Sorting is the act of rearranging certain items in a certain order, and can be divided into replacement, selection, and divide-and-conquer types. Bubble sorting compares adjacent elements, and selection sorting replaces the largest element. , Heapsort compensates for the shortcomings of sorting using binary trees.""","""The Euclidean method of division greatly increased the speed of calculation. Sorting using a binary tree changes the calculation time and the number of comparisons depending on how the numbers are arranged. At N=38, the magnitude relationship is reversed.""","""I didn't understand how to read sorting using a binary tree because it was a little complicated. First of all, I didn't know how to determine the starting point.""",,"""In this class, we learned about sorting. There are various types of sorting, and I think I was able to grasp the characteristics of each. There was a lot of information, but I would like to review it thoroughly.""",-2
C-2021-1_U54,"""I learned some sorting as examples of algorithms. Bubble sort and selection sort sort by exchanging the size of adjacent elements. Heap sort sorts using a binary tree. These have a small number of comparisons. can shorten the computation time.""","""Various algorithms exist, and it turns out that what affects computation time here is the number of comparisons between elements.""",,,,-2
C-2021-1_U55,,"""Bubble sort and selection sort are well understood.""",,,"""I had a lot of fun thinking about the assignments I submitted this time.
I like Euclid's Algorithm.

Reply to last teacher's comment
About fake coin problem
Comparing {1,9} and {10,11}, you pointed out that if they don't balance, you won't be able to distinguish them one more time, but you can do it without problems.
Suppose {1,9}<{10,11} (the right side is heavy). There is no loss of generality.
At this time, {10} and {11} are compared in the third operation.
If balanced, 9 is confirmed as a fake (lighter than the real thing). If it is not balanced, the heavier one in 10 and 11 is confirmed to be fake (heavier than the real thing).
Because from the second operation 10,11 will be heavier than the real if fake. And when the third operation does not balance, either 10 or 11 is real, so the heavier one is fake.
Therefore, the fake is confirmed in all three times.

Considering this fake coin problem from last week, I was able to prove the general case (the maximum number of coins that can be found to be fake in n times of balance).
It was {3^(n)-1}/2 as expected. I might post it on LGC when I have time.



""",-1
C-2021-1_U56,"""There are different types of sorting that are important for learning algorithms, and each has its drawbacks.""","""The key to comparing sort efficiency is to consider the worst case.""",,,,-1
C-2021-1_U57,,,"""order notation""",,,0
C-2021-1_U58,"""I learned all kinds of algorithmic methods such as bubble sort, selection sort, binary tree sort and heap sort. Also, I was able to compare their computational processing speeds and their shortcomings.""",,,,,-3
C-2021-1_U59,,"""How to do bubble sort, binary tree sort and heap sort""","""order notation""",,"""When I learned that various sorts have been devised so far, I thought that the person who thought of it was really amazing. I'm still not comfortable with the order notation and the assignment report seems difficult, so I want to do my best to review it. think.""",-1
C-2021-1_U6,,,"""I didn't know how to actually use the order notation.""",,"""The content has become difficult, so I would like to review it.""",-3
C-2021-1_U60,"""There are various methods (sorting) for sorting numbers according to certain rules. In class, we studied the principles of bubble sorting, selection, binary trees, and heap sorting. Each sorting has advantages and disadvantages.""",,,,"""I learned something""",-1
C-2021-1_U61,"""Sorting means rearranging and sorting. There are aiming, descending order, etc.
Bubble sort is to compare the size of adjacent elements and exchange them. Selection sort is finding the largest element and replacing it with the last element.
""","""There is also a sort using a binary tree, but the number of comparisons, etc., changes depending on the order in which the elements are arranged. A sort that compensates for this is the heap sort.
Without branches in the binary tree, the number of comparisons increases. """,,,"""There were a lot of unfamiliar words, but I was able to understand them well because I thought carefully about the examples.""",-2
