userid,1,2,3,4,5,target
B-2020_U8,"""Know various laws regarding information security.""","""I learned that laws were developed rapidly with the rapid development of the Internet.
I know that the law has been amended recently. ""","""There are a lot of laws, and I thought it would be difficult to memorize them.""",,"""I'm glad I learned about laws related to information security, which I didn't know much about until now.
I think that the law is likely to change more and more in the future, and specifically, just as the penalties for reckless driving have recently become stricter, the penalties for cybercrime are likely to become stricter as well. """,1
B-2020_U81,,"""I was able to learn about the laws related to security that currently exist and that they have been amended considerably.""",,,,1
B-2020_U83,,,,,"""Every time I take a cyber security class, it comes out that if even one person fails to take countermeasures, they will be attacked. It is important for society to cover it as a whole. After all, I felt that it is important for each individual to raise their awareness through such classes.""",0
B-2020_U85,,,"""The image of unfair competition has not yet emerged""",,"""It's hard to get into legal topics, so preparation is important.""",1
B-2020_U86,"""With the spread of the Internet, various laws have been enacted to deal with the troubles caused by it. The government is making efforts to deal with a wider range of problems through repeated revisions.""",,,"""I often see the topic of address identification, but how much personal information will be disclosed to lead to identification?""",,1
B-2020_U87,"""Cybersecurity Laws""","""Various laws have been enacted and amended from time to time to protect the rights of people who use computers and the Internet.""",,,"""I was surprised and learned that there are so many laws to protect people's interests.""",0
B-2020_U89,,,"""There are many laws with long names, so it seems difficult to remember.""",,"""I have vaguely guessed about laws related to malware and personal information, etc. from the classes I've taken so far, but it was surprising that laws were involved from the perspective of e-mail and competition. As I wrote in (2), When I learned that the reason why I was always asked if I had an e-mail magazine when I registered as a member was because of the balance between the company I wanted to advertise and the law prohibiting advertising without consent, my longstanding doubts were cleared. When I first started out, I had the impression that my parents were worried about dealing with spam emails, but since I got my email address, I haven't come across such an opportunity. It means that you were protected by the law without knowing it.""",1
B-2020_U9,"""Personal information"" is not simply information owned by an individual, but information that can be combined to identify an individual. All are prohibited and violators will be punished by law. Acts such as misrepresentation of the sender information for specified e-mails are also punishable by law. Three new laws have also been added to prevent computer crime. ""","""I learned that e-mails that pretend to be the sender are also illegal. I thought that spam e-mails that claim to be from a certain celebrity are also illegal. Today I got 100 points in the serious game, so I was happy. It turns out that personal information ≠ privacy. It turns out that electronic fraud is basically enforced by law.""","""I didn't quite understand what unfair competition was.""",,,1
B-2020_U91,"""I learned about various cyber-related laws, albeit only by touching them.""","""I found out that the law is divided into those for the country and those for the people, and that they are responding by changing the provisions as appropriate according to the flow of the times.""",,,,0
B-2020_U92,"""Knowing the law was the main thing, and I was taught how to protect myself and electronic agreements such as the Basic Act on Cyber ​​Security and the protection of personal information.""",,"""Nothing in particular.""",,,1
B-2020_U93,,"""The law is more detailed than I thought""",,,,-1
B-2020_U94,,,"""Crime of obstruction of business such as computer damage""",,,-1
B-2020_U95,"""Japanese law for cyber security.""",,,"""Are other countries' cyber security laws similar to Japan's?""",,0
C-2021-1_U10,,,"""Usage of Binary Trees in Finding Counterfeit Coins That Are Different in Weight from Genuine, but Uncertain Whether They Are Heavy or Light
""",,,-2
C-2021-1_U100,,,,,"""It's difficult to find a solution efficiently, but it was fun because it was like training my brain.""",-2
C-2021-1_U101,,,,,"""It was easy to understand that the CS approach was expressed using a quiz that is often seen on quiz shows. Also, regarding the problem of finding fake coins, I remember reading a mystery book when I was little. It was nostalgic to have it, and it was easy to understand how it was connected to the rooted tree story.""",-2
C-2021-1_U103,,,"""I made a mistake in the quiz because I could only understand concrete examples of the balance story.""",,,-1
C-2021-1_U104,"""Computer calculations are performed by combining simple calculations, the combination is an algorithm, and the program is a program that translates the algorithm into the language of the computer.
Large algorithms can be made by combining smaller algorithms.
""",,,,,-1
C-2021-1_U105,,,"""When I generalized the way of thinking about the answer to the problem, it didn't make much sense to me.""",,"""I had never thought about the definition of a problem, so it was interesting. I didn't know much about calculations, algorithms, programming, etc., but I was able to understand many concrete problem cases. I think, sometimes I forget mathematics until high school, so I wanted to review it every time.""",-1
C-2021-1_U106,"""Computation is the act of finding the solution f<x> when a problem instance x is given.""",,,,"""The explanation of the process to be performed was complicated at first glance, but I felt that there was not much difference in what I was doing when I applied it to the mathematical problem solving methods I had been doing.""",-2
C-2021-1_U107,,"""In order for a computer to solve a problem, it needs to be taught the method (algorithm).
A program is a program that describes an algorithm in a form that a computer can understand. ""","""Benefits among Algorithms""",,"""I was amazed that you could tie the identification of coins to the work of computers.""",0
C-2021-1_U11,"""Algorithms are procedures that describe how functions are calculated. Algorithms can also be used to make calculations faster.""","""I was able to understand the calculation method for the fake coin problem.""","""The discussion progressed without understanding the formulas used in the explanation, so I couldn't understand it well.""",,,-3
C-2021-1_U12,"""Today we learned the definition of problems and calculations, and learned that algorithms are necessary for computers to give correct answers.
""","""Computer science cannot give an answer unless the output is clear, so we have to create an index to clarify.
The algorithm should give an answer as soon as possible.
Without an algorithm, a computer cannot find a solution.""","""About the correct algorithm""",,"""What is a problem, what is a calculation, etc., was unexpectedly difficult to understand in terms of concepts.
I'm excited that I can see a lot of things when I understand the tree with roots. """,-1
C-2021-1_U13,,"""What is the algorithm in this class? What did you do in the exercises? (Finding counterfeit coins, etc.)
Why is the Euclidean mutual division method established? ""","""I was able to arrive at the answer to the balance problem by formulating it, but I cannot say that my logical understanding is perfect.""","""Nothing in particular.""",,-2
C-2021-1_U15,"""It was easy to understand and familiar
""","""Now I know what you mean about algorithms""","""Balance Problem""","""I don't really understand how to solve the problem of finding fake coins when the number of coins is not 3 to the power of k. I have a feeling that if there are 8 coins, you only need to do it twice...""","""It was a little confusing at times""",-2
C-2021-1_U18,,,"""minimum number of comparison periods""",,,-2
C-2021-1_U19,,,,,"""When trying to find the minimum number of balances to use in a counterfeit coin discovery problem, the larger the number, the more confusing it becomes, so I want to study it again.""",-3
C-2021-1_U2,,,,,"""It was easy to understand visually with the diagrams.""",-3
C-2021-1_U20,,,"""Not particularly""",,"""I was surprised to learn that Euclid's Algorithm, which I learned in high school, was actually used in programming.""",-3
C-2021-1_U22,"""Arugorizumu""",,,,"""It took me a long time to understand and I was confused, so I thought I'd do a little more preparation.""",-1
C-2021-1_U23,"""Computer science is the science of understanding the computations that occur on computers. A problem is a mathematically rigorously defined function that, for any given problem instance, has a unique answer."" Calculation is the act of finding an answer when a problem example is given.Algorithm is a procedure that shows how to calculate a function, and a program is a description of an algorithm written in a language that a computer can understand. An algorithm that completes the calculation in a finite amount of time is suitable.""","""I understood the definition of problems, calculations, algorithms and programs.""","""I had a hard time understanding the optimality proof. I wasn't sure how the idea of ​​rooted trees could help.""","""I would like to know about clever algorithms other than the Euclidean algorithm.""","""If I were asked to actually write an algorithm, I wouldn't be able to do it. If there weren't people who are active in such difficult fields, I don't think there would be a world where ordinary people like me could use communication terminals."" I wondered if I could stay like this.""",-3
C-2021-1_U24,,"""I learned what kind of thinking can lead to the optimal solution.""",,,,-1
C-2021-1_U25,"""Computation as a basic science, approaches from various perspectives.""","""calculation""","""When f(x) came out""",,"""I felt like I was doing something completely different.""",-2
C-2021-1_U26,"""Calculation in a computer means that there is one answer to one problem. A calculation method using functions is called an algorithm.""","""Algorithm not triggered.""",,,"""I was surprised at how few times I checked the lie coins on the balance. I could imagine the feeling of grouping.""",0
C-2021-1_U27,"""The problem is that the answer is uniquely determined for any problem instance.
・In the input part of sorting, numbers are arranged in order like 1, 2, ... n. Part of the output is a permutation of it. Arrange the numbers in ascending order.
・A problem is a “mathematically rigorously defined function”.
・Calculation is ""to obtain the answer f(x) when a problem instance x is given"".
・An algorithm is a “procedure that indicates how to calculate a function”.
A program is an “algorithm written in a language that a computer can understand”.
・""","""I now know what the algorithm is.
・I found out what the depth and height of the top of the rooted tree are.
・As the number of coins increased, the importance of using the balance with the minimum number of times became clear. """,,,,-3
C-2021-1_U28,"""Algorithm ideas and examples""",,"""Mod problem was a little hard to understand""",,,-2
C-2021-1_U29,"""I learned what computation is and what algorithms are through examples.""","""We found that ambiguous problems cannot be computed, and that computation speed can be increased by using more appropriate algorithms.""",,,,-1
C-2021-1_U30,,,,,"""There were more new words and phrases, so I wanted to firmly establish them. The coin algorithm was interesting.""",-1
C-2021-1_U31,"""Computer science is a procedure for finding an algorithm that uniquely determines the answer, and it is important to have an algorithm that uses as few basic operations as possible.""","""It turns out that the algorithm in the computer searches for the optimal solution in each step.""",,,"""I couldn't prepare.""",-2
C-2021-1_U32,"""Algorithm is a method for a computer to solve a mathematically rigorously defined ""problem"" function, which can be simplified using a rooted tree or the like. """,,,,,-1
C-2021-1_U33,,,"""When finding fake coins, I wondered how to figure out how many groups to start with to minimize the number of times.""","""To discover 1 fake coin out of 8 coins, first divide them into groups of 4 and compare them, divide the heavier group into 2 groups each, and finally compare the heavier group. Is it not possible to compare within the ?""",,-1
C-2021-1_U34,"""Algorithm is a calculation in a computer, and it is impossible to produce a perfect calculation result with a vague definition, and it is necessary to show a more complete and efficient calculation method and definition.""",,,,,-1
C-2021-1_U35,"""From the introduction of what computer science is, I learned about calculation methods and algorithms. I was able to deepen my understanding of algorithms and calculations by confirming some specific examples.""","""I understand how and how to think about calculations.""",,,"""I had heard of algorithms, but I only had a vague idea that they would be difficult. However, I understand a little bit about the algorithmic system. In particular, the examples using coins were very easy to understand. """,-1
C-2021-1_U36,"""What is calculation?
Terminology - Computer Science, Problems, Sorting, Algorithms, Rooted Trees, Number of Computational Steps
・Algorithm for finding the maximum value""","""・Two approaches to calculation　physical: natural, mathematical expression　CS: character string, algorithm
Calculation: Finding the answer when a problem case is given
・Computer Science: The science of understanding what “computation” is
　Problem: A function that uniquely determines the answer for any problem case
Sorting: On a computer, sorting records so that specific items contained in the records are arranged according to certain criteria, such as alphabetical order or numerical order. sort. (weblio dictionary) (this time in descending order of numbers)
　Algorithm: a procedure that indicates how to calculate a function, how to do it
　　　　　　　　The calculation ends in a finite amount of time (x if it continues infinitely)
Rooted tree: height = maximum depth
　Calculation step count: number of basic calculations → want to reduce as much as possible!
""","""Nothing in particular""","""Nothing in particular""","""Algorithms are very interesting, but I'm really not good at things like the coin discrimination problem, so I'd like to review them to understand them. I really respect people who can come up with their own solutions to these kinds of problems."" increase.
""",-2
C-2021-1_U37,,"""The essential meaning of rooted trees""",,,,-2
C-2021-1_U38,,"""Everything that is done on a computer is a calculation. Also, the program for that calculation is an algorithm. Algorithms can instantly calculate events that require enormous calculations. .""",,"""
""",,0
C-2021-1_U39,,"""I learned that an algorithm is a combination of simple calculations.""","""Compute.""",,,-1
C-2021-1_U40,,,,,"""I found the algorithmic balance example difficult. I want to solve other problems so that I can understand and feel it easier.""",-2
C-2021-1_U41,,,"""I didn't quite understand how to solve the primality test problem.""",,"""I was surprised to find that I was able to solve the problem of finding counterfeit coins using a balance in a smaller number of steps than I had expected. I thought that in computer science, it is important to reduce the number of steps as much as possible.""",-1
C-2021-1_U42,,,,,"""I was surprised to find that the counterfeit coin detection algorithm used fewer comparators than I expected.""",-1
C-2021-1_U43,,,"""I made a mistake in calculating the number of counterfeit coin discoveries.""",,"""I thought it would be interesting to count the number of coin discoveries, like a puzzle.""",-2
C-2021-1_U44,,,,,"""I want to derive the algorithm myself.""",0
C-2021-1_U45,"""Think of the problem as a function. (Exactly shown)
The calculation can be realized by a combination of simple calculations (algorithm).
When comparing two objects, consider using a ternary tree if the third information can be obtained at the same time, and a binary tree if not. ""","""I think I was able to understand how to use ternary and binary trees.""","""I didn't quite understand the correct way to set the problem.""",,"""I think I understood a lot better than usual, but I still haven't fully understood it, so I'd like to review it properly.""",-1
C-2021-1_U46,,"""Computer science is the study of the concepts, methods, and importance of computer science as a basic science, and I learned that it can be the foundation of all scientific and technological fields.""","""Overall, I didn't understand it very well, but I will review it and deepen my understanding.""",,"""I think it was very easy to understand because you explained with slides and pictures, and I was able to deepen my understanding.""",-2
C-2021-1_U47,"""I learned about computer science approaches.""","""I learned about the correct way of thinking about algorithms.""","""I was a little unsure how to find the counterfeit coin using the scale.""",,"""I would like to thoroughly review what I did not understand in today's class by next week.""",-2
C-2021-1_U48,,,,,"""I wasn't able to prepare for class. I feel like I'm behind as the class progresses, so I want to do my best to review.""",-3
C-2021-1_U49,"""The computer is doing calculations
・Calculation problems that can be done on a computer are not vague but theoretically defined propositions
・Calculations are performed using various functions
・Calculation method The procedure shown in the picture is an algorithm, and the algorithm is completed within a finite amount of time.
・The number of calculations performed within a specific algorithm is called the number of calculation steps.","""Each calculation performed by a computer is simple, such as four arithmetic operations, substitutions, and size comparisons.
・Do you understand computers? The problem is also a clear proposition with a clear solution.""","""I didn't quite understand the first amino acid sequence example.""",,"""When I think about it now, I find it strange that even though computers were created by humans, there are translation languages ​​specifically for computers such as C, and that algorithms are translated by programming.
・I thought Shinki resembled a tree diagram. """,-2
C-2021-1_U50,,"""By looking at various examples, I was able to understand the concept of algorithms and calculation methods well.""",,,"""I was able to learn more about algorithms. Gradually, the number of elements in mathematics increased and it became difficult, so I will do my best to prepare and review.""",0
C-2021-1_U51,"""This time, I learned how to apply algorithms to judge familiar phenomena and the fundamental significance of computation.""","""I was able to determine exactly how to use the algorithm correctly (when to use it).""","""When judging the authenticity of a coin with an algorithm, I can come up with the method myself, but I'm still not used to the method with the fewest steps.""",,"""I felt again that modern computer science is really high in accuracy and is developing remarkably.""",-2
C-2021-1_U52,"""Algorithmic Issues""","""How to distinguish the weight of a coin""",,,"""I was bad at the quiz, so I thought I'd review it.""",0
C-2021-1_U53,"""Computer science is the science of dealing well with computations performed on computers. There are physical approaches and CS approaches in its approach, and each method is mathematical formula and algorithm. Algorithm is a simple It is a method of combining primitive calculations, and the one that is described in a language that a computer can understand is called a program.When seeking the maximum value or examining only one different thing, it is exhaustive In addition to finding it, there are various methods such as comparators and rooted trees.""","""Thanks to the examples, I was able to understand things that were difficult to understand with words alone. The examples of coins were particularly interesting and deepened my understanding.""","""I didn't quite understand the problem of distinguishing between light and heavy things.""",,"""There was a lot of information in this class, and it seemed like it would take me a while to understand it. It's not that difficult if you look at it one by one, so I'd like to review it another day.""",-2
C-2021-1_U54,,,,,"""I understood what an algorithm is, and also realized the necessity of designing it so that it can be calculated in a shorter time. I would like to learn more about them.""",-2
C-2021-1_U55,"""A problem is like a mathematical map, and it is important to define it rigorously. An algorithm is a procedure for finding correspondences of elements in a problem, and must be completed in a finite amount of time.""",,"""I know what Rooted Tree is, but I'm having trouble using it.""",,,-1
C-2021-1_U56,"""Suitable problems and algorithms are needed when doing computations with a CS approach.""","""To disambiguate the problem, we need a clear, quantifiable definition.""",,,"""Because I entered the new unit in a state where I was familiar with the system, I was able to understand it more deeply than the previous unit.""",-1
C-2021-1_U57,,,"""Calculation""",,,0
C-2021-1_U58,,,,,"""When I was thinking about algorithms in junior high and high school classes, I didn't realize that they were deeply connected to everyday life and that they were computational methods, but today's class deals with problems that are familiar and interesting. I thought.""",-3
C-2021-1_U59,"""Every problem in computer science has a unique answer to the problem.

""","""Algorithms are procedures that describe how functions are calculated, and programs are written in language that computers can understand.
The algorithm will tell you even if the solution is ambiguous. ""","""There were some examples I didn't understand.""",,,-1
C-2021-1_U6,"""Introduction to Computer Science Problems Algorithm Concepts and Ideas""","""I was able to understand the concept of algorithm construction at the stage before applying it to a computer.""",,,"""I want to use the functions of electronic textbooks more properly""",-3
C-2021-1_U60,"""What is computation? What is algorithm? What is problem?""",,,,"""I learned something.""",-1
C-2021-1_U61,"""On the computer, only 'calculations' are performed. Algorithm is the procedure for the calculation.
Sorting is just rearranging the input items and replacing the subscripts. ""","""The 'rooted tree'. This shows the number of times the algorithm is used, and it will come up a lot in the next lesson. Review is important. An n-ary tree is a rooted tree with at most n branches.

""","""I didn't quite understand why the answer to the second question in the quiz was 3.""",,"""I was able to learn things that will lead to programming, and I was able to work more seriously than usual.""",-2
C-2021-1_U62,"""Computer science has a strict definition of 'computation' and the process is different from physics (natural science). """,,"""Nothing in particular.""",,"""Personally, I was more interested in lectures on information and coding systems.
""",-1
C-2021-1_U63,"""Computer science is a field that can be an important basic science, and computers have a unique background of formalizing all kinds of problems such as CS approaches into calculation formulas, and the science necessary to face such calculations is computer science."" It is what is done.
Algorithm is a procedure that shows how to calculate a function in terms of formulating any problem. Simply put, it is a combination of calculations. Programming is the rewriting of this in easy-to-understand language on a computer. ""","""Even though everything is calculated on a computer, the computer is not just a calculation tool, but because it has a unique form such as a CS approach, I learned that it is treated as an important field called computer science. .""","""I didn't understand the difference between the minimum and the maximum in the balance of algorithms during class.",,"""Although the balance, which is an example of the algorithm, was certainly easy to understand, I regretted that I made a mistake in the quiz because I didn't quite understand the difference between the first half of b4 and b5, that is, the difference between the highest and the lowest. do.""",-1
C-2021-1_U64,"""What is Computer Science? What are Algorithms?""","""Algorithmic thinking.""",,,"""From the examples, I felt that it was difficult for the questioner to correctly convey what they wanted to do.""",0
C-2021-1_U66,,"""I think I understood a little about the second half, such as the balance story.""","""I dropped a balance problem that I thought I understood.""",,,-1
C-2021-1_U68,,"""We were able to find the minimum number of times to find a counterfeit coin out of n coins.
Although it is possible to simplify the calculation procedure of the computer depending on how the algorithm is set up, there are times when the number of calculations increases unnecessarily depending on how the algorithm is set up. is important. """,,,"""At first, I had a hard time understanding how to find the minimum number of times to find a counterfeit coin, but after thinking about it while actually using the coin, I understood.""",-2
