id,1,2,3,4,5,target
C-2021-1_U53,"""It was about 2 permutations and Laplace transforms.""","""The 2-substitution was very easy to understand, just like the teacher said.""","""I didn't quite understand the problem with the averaging filter.""","""Nothing in particular.""","""It was very difficult to write the final exam.""",-2
C-2021-1_U53,"""It was about 2 permutations and Laplace transforms.""","""The 2-substitution was very easy to understand, just like the teacher said.""","""I didn't quite understand the problem with the averaging filter.""","""Nothing in particular.""","""It was very difficult to write the final exam.""",-2
C-2021-1_U54,"""I learned about filtering and binarization. Regarding filtering, there are horizontal and vertical differential filters, and they extract edges. Laplacian filters can extract edges independent of direction by combining them well. Binarization is for character recognition, for example, recognizing black characters written on a white background.On top of that, the threshold value is important. If you don't use it, the characters will be blurred and the background will be blurred.""",,,,,-2
C-2021-1_U56,"""Filters have different effects depending on the type, and are combined to make the image easier to see.""","""I understood the difference between differentiation and averaging filters.""","""test description""",,"""The test was a lot more than I expected and I couldn't solve it, but I was able to deepen my understanding by studying for the test, so it was good.""",-1
C-2021-1_U56,"""Filters have different effects depending on the type, and are combined to make the image easier to see.""","""I understood the difference between differentiation and averaging filters.""","""test description""",,"""The test was a lot more than I expected and I couldn't solve it, but I was able to deepen my understanding by studying for the test, so it was good.""",-1
C-2021-1_U56,"""Filters have different effects depending on the type, and are combined to make the image easier to see.""","""I understood the difference between differentiation and averaging filters.""","""test description""",,"""The test was a lot more than I expected and I couldn't solve it, but I was able to deepen my understanding by studying for the test, so it was good.""",-1
C-2021-1_U56,"""Filters have different effects depending on the type, and are combined to make the image easier to see.""","""I understood the difference between differentiation and averaging filters.""","""test description""",,"""The test was a lot more than I expected and I couldn't solve it, but I was able to deepen my understanding by studying for the test, so it was good.""",-1
C-2021-1_U58,,,,,"""Through the information science classes I have taken so far, I have been able to learn about the behind-the-scenes mechanisms of things such as data transport via smartphones and learning systems that use artificial intelligence. However, I was surprised by the complex calculation system behind it, the use of algorithms, and the fact that calculations were processed in an instant.In particular, artificial intelligence will become familiar in the future. , I had never thought about that system before, so it was interesting. Thank you so much.""",-3
C-2021-1_U61,"""The Laplacian filter is a combination of differential filters that does not depend on the direction. You can also sharpen by combining this Laplacian filter.
""","""Creating and combining various filters to improve the image. Manually determining the threshold when binarizing is difficult.""",,,"""On the test, I was able to solve the multiple-choice questions quickly, but I had to think a little more about the writing questions to solve them, and it took a long time. I should have reviewed the details a little more to prepare for the writing. But it was nice to know how other people were learning.""",-2
C-2021-1_U61,"""The Laplacian filter is a combination of differential filters that does not depend on the direction. You can also sharpen by combining this Laplacian filter.
""","""Creating and combining various filters to improve the image. Manually determining the threshold when binarizing is difficult.""",,,"""On the test, I was able to solve the multiple-choice questions quickly, but I had to think a little more about the writing questions to solve them, and it took a long time. I should have reviewed the details a little more to prepare for the writing. But it was nice to know how other people were learning.""",-2
C-2021-1_U61,"""The Laplacian filter is a combination of differential filters that does not depend on the direction. You can also sharpen by combining this Laplacian filter.
""","""Creating and combining various filters to improve the image. Manually determining the threshold when binarizing is difficult.""",,,"""On the test, I was able to solve the multiple-choice questions quickly, but I had to think a little more about the writing questions to solve them, and it took a long time. I should have reviewed the details a little more to prepare for the writing. But it was nice to know how other people were learning.""",-2
C-2021-1_U62,"""Tests so far (40 minutes)""","""I was able to fill in all the problems.""","""There were many ambiguous points in the description problem.""",,"""The test was tough.""",-1
C-2021-1_U62,"""Tests so far (40 minutes)""","""I was able to fill in all the problems.""","""There were many ambiguous points in the description problem.""",,"""The test was tough.""",-1
C-2021-1_U62,"""Tests so far (40 minutes)""","""I was able to fill in all the problems.""","""There were many ambiguous points in the description problem.""",,"""The test was tough.""",-1
C-2021-1_U62,"""Tests so far (40 minutes)""","""I was able to fill in all the problems.""","""There were many ambiguous points in the description problem.""",,"""The test was tough.""",-1
C-2021-1_U63,"""Supplementary explanation of image edge extraction. Final exam.""","""I understood the power of my information science knowledge so far.""","""Time adjustment.""",,"""Even though I thought I understood, I learned how difficult it is to explain in my own words. Through the course, I was able to realize the importance of data science.""",-1
C-2021-1_U63,"""Supplementary explanation of image edge extraction. Final exam.""","""I understood the power of my information science knowledge so far.""","""Time adjustment.""",,"""Even though I thought I understood, I learned how difficult it is to explain in my own words. Through the course, I was able to realize the importance of data science.""",-1
C-2021-1_U63,"""Supplementary explanation of image edge extraction. Final exam.""","""I understood the power of my information science knowledge so far.""","""Time adjustment.""",,"""Even though I thought I understood, I learned how difficult it is to explain in my own words. Through the course, I was able to realize the importance of data science.""",-1
C-2021-1_U63,"""Supplementary explanation of image edge extraction. Final exam.""","""I understood the power of my information science knowledge so far.""","""Time adjustment.""",,"""Even though I thought I understood, I learned how difficult it is to explain in my own words. Through the course, I was able to realize the importance of data science.""",-1
C-2021-1_U64,"""term-end exam.""","""I think I was able to answer the test relatively well (probably).""","""I don't think so.""",,"""It was a comprehensive review of what we have learned so far. There were many interesting topics such as information communication, sorting, and AI technology, and it was a lot of fun.""",0
C-2021-1_U64,"""term-end exam.""","""I think I was able to answer the test relatively well (probably).""","""I don't think so.""",,"""It was a comprehensive review of what we have learned so far. There were many interesting topics such as information communication, sorting, and AI technology, and it was a lot of fun.""",0
C-2021-1_U64,"""term-end exam.""","""I think I was able to answer the test relatively well (probably).""","""I don't think so.""",,"""It was a comprehensive review of what we have learned so far. There were many interesting topics such as information communication, sorting, and AI technology, and it was a lot of fun.""",0
C-2021-1_U64,"""term-end exam.""","""I think I was able to answer the test relatively well (probably).""","""I don't think so.""",,"""It was a comprehensive review of what we have learned so far. There were many interesting topics such as information communication, sorting, and AI technology, and it was a lot of fun.""",0
C-2021-1_U65,"""Images are colored numerically.""","""I learned that increasing the number is enough to change the color intensity of an image.""",,,,-1
C-2021-1_U65,"""Images are colored numerically.""","""I learned that increasing the number is enough to change the color intensity of an image.""",,,,-1
C-2021-1_U66,,,"""I think the descriptive problem was particularly bad.""",,,-1
C-2021-1_U68,"""Explanation about filtering.
test""",,,,,-2
C-2021-1_U69,"""I didn't have enough time.""",,"""I wanted to work harder on my writing""","""is not""","""It was a very useful class!""",-3
C-2021-1_U69,"""I didn't have enough time.""",,"""I wanted to work harder on my writing""","""is not""","""It was a very useful class!""",-3
C-2021-1_U69,"""I didn't have enough time.""",,"""I wanted to work harder on my writing""","""is not""","""It was a very useful class!""",-3
C-2021-1_U69,"""I didn't have enough time.""",,"""I wanted to work harder on my writing""","""is not""","""It was a very useful class!""",-3
C-2021-1_U70,,,,,"""Anyway, the test was too difficult and too much.""",-1
C-2021-1_U71,"""I reviewed image filters for smoothing and edges, and learned edge processing in both vertical and horizontal directions using the Laplacian filter.
I also learned a technique called sharpening to make the brightness clearer.
took the final exam. ""","""I learned that it is used in image recognition as an application of filtering.""","""I couldn't make it to the end of the final exam.""",,"""Thank you for your valuable lecture.""",-2
C-2021-1_U71,"""I reviewed image filters for smoothing and edges, and learned edge processing in both vertical and horizontal directions using the Laplacian filter.
I also learned a technique called sharpening to make the brightness clearer.
took the final exam. ""","""I learned that it is used in image recognition as an application of filtering.""","""I couldn't make it to the end of the final exam.""",,"""Thank you for your valuable lecture.""",-2
C-2021-1_U71,"""I reviewed image filters for smoothing and edges, and learned edge processing in both vertical and horizontal directions using the Laplacian filter.
I also learned a technique called sharpening to make the brightness clearer.
took the final exam. ""","""I learned that it is used in image recognition as an application of filtering.""","""I couldn't make it to the end of the final exam.""",,"""Thank you for your valuable lecture.""",-2
C-2021-1_U71,"""I reviewed image filters for smoothing and edges, and learned edge processing in both vertical and horizontal directions using the Laplacian filter.
I also learned a technique called sharpening to make the brightness clearer.
took the final exam. ""","""I learned that it is used in image recognition as an application of filtering.""","""I couldn't make it to the end of the final exam.""",,"""Thank you for your valuable lecture.""",-2
C-2021-1_U73,,,"""I worked very quickly on the tests, but I couldn't solve them all.""",,"""I felt like I didn't have enough time because there were writing problems and calculation problems. However, I think that I was able to deepen my understanding in half a year, even though I entered the school with almost no knowledge of information science.""",0
C-2021-1_U73,,,"""I worked very quickly on the tests, but I couldn't solve them all.""",,"""I felt like I didn't have enough time because there were writing problems and calculation problems. However, I think that I was able to deepen my understanding in half a year, even though I entered the school with almost no knowledge of information science.""",0
C-2021-1_U74,"""The test was quite difficult. Too bad we didn't have enough time.""","""I think I have sorted the problem.""","""Vocabulary may be quite strict""",,"""It was difficult""",-1
C-2021-1_U74,"""The test was quite difficult. Too bad we didn't have enough time.""","""I think I have sorted the problem.""","""Vocabulary may be quite strict""",,"""It was difficult""",-1
C-2021-1_U74,"""The test was quite difficult. Too bad we didn't have enough time.""","""I think I have sorted the problem.""","""Vocabulary may be quite strict""",,"""It was difficult""",-1
C-2021-1_U74,"""The test was quite difficult. Too bad we didn't have enough time.""","""I think I have sorted the problem.""","""Vocabulary may be quite strict""",,"""It was difficult""",-1
C-2021-1_U76,"""About binarization, test""","""At first, I felt that binarization was difficult, but after listening to the explanation, it was surprisingly easy to understand.""","""Tests were short on time and writing problems were difficult to articulate.""",,"""I didn't have enough time, but I felt that I was able to study hard and face the test. This is the last time, but what I learned in this information science class will come up in other classes and in my daily life. I want to keep learning what I learned in this lecture.""",-2
C-2021-1_U76,"""About binarization, test""","""At first, I felt that binarization was difficult, but after listening to the explanation, it was surprisingly easy to understand.""","""Tests were short on time and writing problems were difficult to articulate.""",,"""I didn't have enough time, but I felt that I was able to study hard and face the test. This is the last time, but what I learned in this information science class will come up in other classes and in my daily life. I want to keep learning what I learned in this lecture.""",-2
C-2021-1_U76,"""About binarization, test""","""At first, I felt that binarization was difficult, but after listening to the explanation, it was surprisingly easy to understand.""","""Tests were short on time and writing problems were difficult to articulate.""",,"""I didn't have enough time, but I felt that I was able to study hard and face the test. This is the last time, but what I learned in this information science class will come up in other classes and in my daily life. I want to keep learning what I learned in this lecture.""",-2
C-2021-1_U76,"""About binarization, test""","""At first, I felt that binarization was difficult, but after listening to the explanation, it was surprisingly easy to understand.""","""Tests were short on time and writing problems were difficult to articulate.""",,"""I didn't have enough time, but I felt that I was able to study hard and face the test. This is the last time, but what I learned in this information science class will come up in other classes and in my daily life. I want to keep learning what I learned in this lecture.""",-2
C-2021-1_U77,"""I learned about image processing, filters and edge extraction.""","""I was able to perform specific operations for edge extraction.""","""I made one question blank in the confirmation test so far.""","""Nothing in particular.""","""I was able to answer the test by looking back on what I had learned up until now.""",-1
