userid,1,2,3,4,5,target
C-2021-1_U15,"""It was a class where I could learn about data that is overflowing with everyday life.""","""Data such as images I learned how computers process things such as sounds and images that living things recognize""",,,"""I was interested in the content, so I understood it quickly.""",-2
C-2021-1_U16,,,"""Nothing in particular. I understand.""",,,-2
C-2021-1_U18,,,,,"""When I watch YouTube on my smartphone, I think that the content of this lecture is related to the fact that the battery drains quickly and the tools are consumed quickly.""",-2
C-2021-1_U2,"""We considered unstructured data from the perspective of language processing, image processing, voice and music processing. Pattern recognition is difficult for AI because the targets that can be recognized are determined in advance, but it has been put to practical use to a certain level. This is the result of evolution through deep neural network learning.""",,,"""Nothing in particular.""",,-3
C-2021-1_U20,,"""Mathematics is used in images that seem unrelated to mathematics at first glance, and I learned about the versatility of mathematics. I was also able to learn about various applications of computer analysis.""","""I understand that pattern recognition is performed using various elements such as color and shape, but how do you judge when one is similar but the other is not similar? did not understand.""","""Contents of 3""",,-3
C-2021-1_U22,"""About unstructured data""",,,,,-1
C-2021-1_U23,"""Unstructured data includes language, images, voice/music. Natural language processing includes frequent language, translation, retrieval, summarization, etc. However, such as semantic analysis and sentence generation, we also consider ""meaning"". also came out. Images can be thought of as vectors. Image data analysis includes image recognition, computer vision, image processing, and the like. Speech data analysis includes speech recognition, speaker recognition, emotion recognition, and the like. Pattern recognition is a method of guessing what it is for various data such as images, voices, and texts. ""","""Until now, I didn't know what pattern recognition was, but after listening to the class, I was able to understand it. Regarding pattern recognition, the image of folding paper was particularly helpful. , Even with that, I realized that it is difficult to think of a way to arrive at the correct answer.""","""Not particularly.""","""Nothing in particular.""","""I was surprised to learn that the concept of an image can be thought of in terms of vectors. The cameras I use every day seemed to me to be sophisticated. Just like sentence generation and emotion recognition, data analysis is just something that AI can learn. The more I think about pattern recognition, the more it becomes difficult to understand, so research and development will be difficult, and machines can recognize patterns. I thought I might never be able to do it perfectly.""",-3
C-2021-1_U24,,"""I was able to understand the contents of language processing, image processing, voice/music processing performed by AI. I understood the difficulty of pattern recognition.""",,,"""When I saw examples of language processing, I was surprised to see how AI could handle such a wide range of tasks. Paraphrase analysis in particular can be a difficult task even for humans, so I wanted to make sure that AI could analyze it with a certain degree of accuracy. Then I thought it would be useful for people to analyze the sarcasm of Americans and the Kyoto dialect.""",-1
C-2021-1_U25,"""Kinds of Unstructured Data, Kinds of Pattern Recognition""","""AI cannot recognize everything
Most of our daily lives can be represented as unstructured data.""","""A graph in the appendix""",,,-2
C-2021-1_U26,"""I learned more about unstructured data than last time. How to recognize characters, images and sounds, and the shape of data.""","""Natural language processing that analyzes language data with a computer. Finding pairs of words. Analyzing words by their meaning. Vectorization. Difficult. Image data is a vector. Speech data.Data analysis is not as dexterous as humans.Pattern recognition requires data preparation in advance.It is complicated and difficult to delineate a large amount of data.Deep neural network.""",,,"""The feeling of narrowing down the deep neural network was similar to the game Akinator, and it was easy to understand.""",0
C-2021-1_U27,"""● Unstructured data: Data that cannot be in ""tabular format"" such as sentences, images, sounds, etc. Language data
●Natural language processing: technology for computer analysis of language data ex. Frequent language, translation, search, summarization, dialogue, proofreading, topic analysis, semantic analysis, etc.
●Vector... A set of numbers, so don't change the order!
● Image ... vector
◎ Binary image... Black and white image, represented by 1 and 0
◎Grayscale image...Represented by numbers from 1 to 255
●Various analysis issues related to image data... ex. image recognition, computer vision, image processing, image generation, feature extraction
●Analysis of voice data... ex. Speech recognition, speaker recognition, emotion recognition, speech synthesis
● Analysis of music data ... ex. Music analysis, automatic composition and composition support, acoustic analysis, music recognition, music recommendation, music data compression (MP3, etc.)
● Analysis of environmental sound data ... ex. Environmental sound recognition, sound source separation, sound source identification, abnormal sound detection
●Pattern Recognition: A method of guessing what a variety of data, such as images, sounds, and texts, are. Easy for humans but hard for computers.
◎ Pattern recognition by computer: ""class selection process"" of input data. You are not free to do anything. Recognizable objects (classes) are predetermined
is a prerequisite
◎ ex.　Face recognition, object recognition, meal recognition, medical image recognition, speech recognition (smart speaker), text topic recognition, action recognition, character recognition (zip code recognition)
◎ Application of pattern recognition: anomaly detection (difficult!), automation technology ex. Anomaly detection for people, anomaly detection for food and products, anomaly detection for machines, buildings, computer systems, automated driving, automated diagnosis, automatic scoring
●There is no rule about how ""similar"" they are. But it's hard!
""",,"""I didn't quite understand the Library of Babel.""",,"""・The number 255 in the image is the number I always see when drawing pictures using paint software, so I felt a sense of familiarity with it. I'm studying linear algebra right now, and images are related to linear algebra. Since it was said that there is, I would like to study hard.
""",-3
C-2021-1_U28,,"""Typical examples of unstructured data include language data, images, and sound/speech data, and I learned that they are processed and analyzed in various ways by computers. I was able to roughly understand the pattern recognition to be applied.I learned that recent pattern recognition is applied to automation technology and anomaly detection by machine learning with a large amount of data.""",,,,-2
C-2021-1_U29,"""I learned about unstructured data (language, image and audio processing), pattern recognition and machine learning.""",,,,"""Pattern recognition is something that we do unconsciously, so it was surprising that it was difficult for computers. Also, I was able to understand deep neural networks better than before.""",-1
C-2021-1_U3,,"""In current pattern recognition, the target that can be recognized is decided like a specialized AI. Pattern recognition is to find similar things, but it is difficult to find what is ""similar"".""",,,"""I thought that pattern recognition is quite familiar. For example, there are apps that recognize things captured by a camera and perform calculations and translations, and Siri and others that recognize voices. I thought that there might be some noise or difficulty in defining similar things.""",0
C-2021-1_U30,,,,,"""Since I am currently taking linear algebra, I would like to relax with vectors = images. I also found pattern recognition using deep neural networks interesting.""",-1
C-2021-1_U31,"""Unstructured data is data that does not form a tabular format, and machine learning is used to delineate it in order to allow artificial intelligence to recognize patterns, and among them, the deep network method has been attracting attention in recent years.""","""Although it's vague, I understood what researchers are struggling with when conducting machine learning.""",,,"""When I was researching various things about machine learning, I didn't understand what a deep neural network is, but I was able to grasp it easily in this class.""",-2
C-2021-1_U32,"""Data that is not in tabular form is called unstructured data, and its processing includes language processing, image processing, audio processing, etc. Also, there is a method for computers to guess what it is based on various data. It's called pattern recognition, but it doesn't mean you can do anything.""",,,,"""I understand well that computers can't do it, but I think that we can't live without the analysis of various data that computers are doing now. I was scared to think that the day would come.""",-1
C-2021-1_U33,,,"""I didn't really understand the truth of the neural network.""",,"""I used it without thinking about it, but it turned out that various things such as cars and photos are using computer pattern recognition.
I thought that if I could understand what humans can easily do and computers can easily do it, I can work more efficiently and create new jobs. """,-1
C-2021-1_U34,,"""During this lecture, I was particularly interested in the Library of Babel. It is said that if you arrange letters in a certain book, you can always represent all documents. However, most of them are written as sentences. It doesn't hold up and is meaningless, but it is possible to write masterpieces that no one has ever written before and things that someone wrote a long time ago. It's a street, but I thought it was strange because it didn't seem very realistic.""","""is not""","""is not""","""The more I learned about data, the more profound and unexpectedly vague things I learned, like the story of a mandarin orange.""",-1
C-2021-1_U35,,,"""As for the part that uses vectors, I don't fully understand how they are used and how they are useful.""","""Nothing in particular.""","""It was very easy to understand with plenty of examples again this time. It would be difficult for AI to recognize the atmosphere, and that part changes depending on the person, so there is a possibility that AI with a lot of individuality will appear. However, its appearance is like something out of a movie, and it's also scary.I thought I had to think about how to deal with AI and how to control it.""",-1
C-2021-1_U36,"""・About unstructured data
(1) Language processing
② Image processing
(3) Voice/music processing
・What is pattern recognition?",,,,"""I was particularly interested in the topic of epistemology. Just like philosophy, the more you think about it, the more complicated it becomes. If you think about it that way, it seems that there are still many areas where you can't do anything if you think of living things as opportunities. Especially human beings. It feels like the distant future to be able to fully reproduce the brain with a computer program.",-2
C-2021-1_U37,,"""AI will gradually be able to recognize even ambiguous data such as image data and audio data by actively advancing learning.""",,,,-2
C-2021-1_U38,"""About unstructured data. Unstructured data processing is classified into three types: (1) language processing, (2) image processing, and (3) voice/music processing. Regarding pattern recognition.
""",,"""nothing especially""",,"""I had thought that the weak point of computers was that they could not converse while reading the emotions of the person they were talking to, but I was surprised to learn that the textbook 28 p.m. I thought it was you.""",0
C-2021-1_U39,"""Creating an image is like creating a vector, and you can think of an image as a collection of pixels, or a collection of numbers. So once you learn linear algebra, you can manipulate images. ""","""I knew that 'sound' is also data for computers, but I was surprised to find that there was more specific speech analysis than I had imagined. """,,,"""I learned for the first time that there is a trend in machine learning. Even in the field of information science, it was very refreshing to use the word trend.""",-1
C-2021-1_U40,"""We have structured data and unstructured data.
The unstructured data processing includes language processing, image processing, and voice/music processing.
Pattern recognition is a method of taking some data and guessing what it is. It is easy for humans, difficult for computers, and not something that can be recognized by anything. ""","""Anomaly detection and automated driving are developments and applications of pattern recognition.
Also, it is difficult to judge similarities. """,,,,-2
C-2021-1_U42,,,,,"""I found the concept of Babel's library interesting.""",-1
C-2021-1_U44,"""About AI
About structured data, unstructured data and their perception. """,,,,,0
C-2021-1_U45,"""Unstructured data includes language data, image data, audio data, etc.
Pattern recognition is a way of guessing what it is. (It doesn't mean that you can guess anything freely)
Decide which one is the most similar. ""","""I was able to understand the content of unstructured data and pattern recognition.""","""I understand most of it.""",,"""I'm not good at linear algebra, but I feel like I finally understand the meaning of learning linear algebra this time, so I want to do my best.""",-1
C-2021-1_U46,"""There are three types of unstructured data processing: language processing, image processing, and audio processing. Pattern recognition is a method of guessing what it is in various data.""","""It turns out that images are vectors, but I'm not good at linear algebra so I thought I'd learn a little more.""",,,"""Every time I forget to prepare for the next meeting, so next time I want to remember.""",-2
C-2021-1_U47,"""By learning an introduction to unstructured data analysis and pattern recognition, I learned what human and AI image recognition and data recognition can and cannot do.""","""I learned for the first time that an image is a vector and is closely related to linear algebra, and that mathematics is also used in the field of information science. Also, in the image diagram of pattern recognition by a deep neural network, 〇 and × are complicated. Even so, I was very interested in the method of creating a boundary line between 〇 and × by folding and overlapping them.""","""I wanted to know more about how voice recognition can separate multiple sounds by sound source.""",,"""We usually use face recognition, but if you think about it, it's amazing how it can distinguish each person's face.",-2
C-2021-1_U48,"""Tabular data is called structured data, and data that is not tabular, such as sentences, images, and sounds, is called unstructured data. Vector analysis, creation, and adjustment of data To convert sound into data, it is necessary to quantify the height of waves.Pattern recognition is a method of identifying various unstructured data such as images and sounds. is.""",,"""Not particularly.""",,"""It was a field where I didn't need to do any calculations, so I enjoyed listening to it. I was very interested in data conversion using vectors, so I would like to investigate it myself.""",-3
C-2021-1_U49,"""・Structured data What can be represented in a table
・Unstructured data: sentences, images, sounds, etc.
・Language processing Language data processing　Search, summarization, dialogue, proofreading, topic analysis, etc. (semantic analysis, paraphrase analysis, sentiment analysis, sentence generation, etc.)
・ Image processing: processing of image data (vectors, sets of numbers): image recognition, computer vision, image processing, image generation, feature extraction, etc.
・Speech/music processing: speech recognition, speaker recognition, emotion recognition, speech synthesis (speech), music analysis, automatic composition, composition support, acoustic analysis, music recognition, music recommendation (music)
・Pattern recognition: process data to identify what it is","""・Structured data only shows what can be tabulated, and now that computers and AI have developed, unstructured data is becoming more familiar
・Everyday searches are also a kind of data processing, and daily life is full of data processing.
・An image is a collection of small colored blocks, a kind of matrix","""I didn't understand the passage of the deep neural network well""",,"""It was easy to understand because the learning content was linked to familiar things.""",-2
C-2021-1_U50,,"""I was able to learn more about typical unstructured data such as texts, images, and sounds.""",,,"""I found it interesting that images = vectors. Also, I was surprised to learn that pattern recognition is used around us.""",0
C-2021-1_U51,"""Relationship between unstructured data processing and AI (how AI works in the processing stage)
Data processing in the fields of language, images, speech and music""","""When AI recognizes an object, it is a mechanism that recognizes the most similar object as the object compared to the object that has been taken in as information in advance.""","""I didn't find anything that I didn't understand this time, but I was curious as to what was the basis for determining the object as a material, and whether there were multiple materials.""",,"""Regarding pattern recognition, the number of objects that AI can recognize has increased recently, but I once again felt that in most cases, it is still no match for humans who have emotions. I thought it was a terrifying ability that recognition was made possible by AI itself.""",-2
C-2021-1_U52,"""About structured and unstructured data""","""Image Recognition Concept""","""For example, I think the color of an object changes depending on the ambient light, but how do you handle that?""",,"""It was a very interesting class""",0
C-2021-1_U53,"""This class was about computer pattern recognition. We learned how computers recognize unstructured data such as images, sounds, and character strings.""","""Hearing this story, I thought that the accuracy of computers in this era is amazing, but I felt that there are many mistakes. I understood the difficulty of recognizing it, and felt that it was only natural that I would make a mistake in recognition.""","""I could imagine the use of image recognition and character string recognition, but I could not imagine how sound recognition was actually used.""",,"""Continuing from the last time, it was easy to understand because the content was about AI, image, and voice recognition, which we use a lot in our daily life. Examples of dogs, cats, and mandarin oranges make it easy to distinguish between large amounts of complex data in modern times. It was easy to see how difficult it would be.""",-2
C-2021-1_U54,"""Last time, there was an introduction that data can be divided into structured data and unstructured data, and this time we learned about the latter. Unstructured data processing consists of language processing, image processing, and audio processing. one was mentioned.
First of all, regarding language data, language data is data represented by character strings. On the other hand, there is a technique of analyzing by a computer called natural language processing. Examples include frequent language (the process of finding the most frequently occurring word in language data), translation, retrieval, summarization, and dialogue. These deal with just strings, but some deal with the semantics of strings as well. Examples include semantic analysis (quantifying each word or sentence according to its meaning), paraphrase analysis (does the meaning of the sentence be the same even though the words are different?), and sentiment analysis (guessing the emotions hidden in the sentence). ), sentence generation, etc.
Next is the image data, but an image can be viewed as a vector. A numerical value is assigned to each color. For example, an image of 4 million pixels is a vector of 4 million dimensions. In other words, ""creating an image"" means ""creating a vector"", and adjusting the appearance of an image means ""manipulating a vector"". There are many challenges in analyzing image data, including image recognition, computer vision, image processing, image generation, and feature extraction.
Finally, regarding audio data, sound is a ""wave"", and it can be converted into data by quantifying its height. Sound can be broadly classified into three categories: human voice, music, and environmental sound. Examples of speech (human voice) analysis include speech recognition, speaker recognition, emotion recognition, and speech synthesis. Examples of music data analysis include music analysis, automatic composition, acoustic analysis, and music recognition. Examples of environmental sound data analysis include environmental sound recognition, sound source separation (separating multiple sounds), sound source identification (where the sound comes from), and abnormal sound detection.
The method of guessing ""what"" is called pattern recognition. Humans do this on a daily basis, but it is difficult for computers. Since the computer cannot freely recognize anything, the object that can be recognized is decided in advance as a premise. A pattern recognizer designed for animals cannot recognize automobiles, and a pattern recognizer designed for automobiles cannot recognize animals. At present, there are only such specialized recognizers, and they are becoming familiar to us, such as face recognition, meal recognition, voice recognition (smart speakers), and character recognition (zip code recognition).
""Similar"" is the key word for the basic principle of computer pattern recognition. However, as we learned in the previous lecture, ""similar"" is very ambiguous (""where"", ""how much"", etc.) and difficult. Therefore, it is necessary for AI to perform machine learning using a large amount of data. Draw a boundary line in the large amount of prepared data, and when it is done, recognize which side of the boundary line the object is on. Recently, many of them are based on deep neural networks. A simple image of pattern recognition in a deep neural network is to cut (drawing a boundary line) something that is difficult to separate (the boundary line is difficult to draw) by devising the situation on the side that can be divided (bending the space). Since we do not know from the beginning how to ``devise the situation on the divided side (bending the space)'', we need to decide on the method through trial and error. (=Learning deep neural network)""",,,,,-2
C-2021-1_U56,"""Increasing the accuracy of unstructured data processing requires enormous amounts of information.""","""Unstructured data such as language, images, sounds, etc. are working with corresponding methods for processing.""","""When doing anomaly detection, I wondered what would happen to the anomaly detection function if the anomaly was prolonged or occurred more frequently.""",,"""I realized once again that it is difficult to use things that have no format, such as unstructured data, in computers.""",-1
C-2021-1_U57,"""Pattern recognition is quite difficult for AI, and since the target that can be recognized is determined as a premise, it cannot recognize anything that is not the target.""","""Images are vectors. Adjusting the appearance of an image means manipulating vectors.""",,,,0
C-2021-1_U59,"""Unstructured data is data that cannot be tabulated, such as sentences, images, and sounds.""",,"""Since a vector is a set of numbers, the order must not be changed.

""","""Nothing in particular""","""The part about pattern recognition by computers was very interesting. When I went into the subject of ``similarity,'' I often had questions and became confused. I thought it was really interesting to be there. Recently, my quiz scores have been poor, so from next time onwards, I'd like to take the exams more carefully by putting the class content into my head. """,-1
C-2021-1_U6,"""Data that cannot be expressed in tabular form is called unstructured data, and includes language, images, and audio. Identifying what it is in such data is called pattern recognition. , computerized pattern recognition techniques are used for automation and anomaly detection.""","""It gave me an overview of how computers parse unstructured data like copper and the process of pattern recognition.""",,,"""I was able to learn how to use vectors for image data, and it was interesting to see the connection with basic education subjects.""",-3
C-2021-1_U60,"""I learned about analyzing unstructured data such as characters, images, and sounds. I learned about pattern recognition.""","""I learned that there are various analytical viewpoints in analyzing unstructured data. I thought that 'semantic analysis' was interesting in terms of character data. The idea that image data is a matrix makes sense. I thought it would be convenient if sound source analysis and sound source separation could be made more advanced. I think pattern recognition is a very difficult problem. It was an unexpected connection that if we could understand how humans use their brains, it would be utilized in the field of AI. """,,,,-1
C-2021-1_U61,"""A typical example of unstructured data is linguistic data, in which natural language processing is used to find and translate frequent languages.
Pattern recognition is inputting some data and guessing what it is.
Pattern recognition is enabled by large amounts of data and machine learning, with deep neural networks being the trend these days.
Pattern recognition has applications in anomaly detection and automation technology. ""","""The photos we usually take deal with 4 million dimensional vectors.
Computers can recognize various types of images, but they still cannot understand things that can read a lot of information and cannot be ranked first (such as scene images).
When drawing boundaries of data in machine learning, even if the line is loose, it can be divided into straight lines depending on how it is folded. ""","""I didn't quite understand the connection between image data and linear algebra.""",,"""I didn't really feel it, but when I thought about it, I thought again that sound is also data.
It's very interesting that some of them have the same character strings as someone else's diary, even though they just have a collection of letters.
Rather than thinking negatively that jobs for humans will disappear as opportunities develop, it is important to have a good relationship with machines based on the idea that new jobs will be created.
""",-2
C-2021-1_U62,"""Many steps are taken for a machine to convert from image to content.""","""The image of deep neural network folding was easy to understand.""","""I thought it would be difficult to let a computer calculate the similarity and dissimilarity of human senses.""",,"""In modern times, data is handled in any field, so it was a hot topic right now.""",-1
C-2021-1_U63,"""Regarding unstructured data processing. In the first language processing, data represented by character strings is analyzed by a computer. For example, frequently used languages ​​used in Twitter trends, and translations that are often used on a daily basis. In the second image processing, image data is treated as vectors, and ultra-high-dimensional vectors are handled each time a camera takes a picture. Image processing that corrects brightness falls into this category.
In speech/music processing, the height of sound waves is digitized and handled as data. For example, voice recognition that understands what a person is saying, such as Siri, emotion recognition that infers emotions from the tone of the voice, and speech synthesis used in Vocaloid are examples of voice analysis. Also, music data analysis includes music analysis for estimating chord progressions and acoustic analysis used for vocal extraction.
Pattern recognition refers to guessing what it is for various data such as images and sounds. Recognition varies depending on the data, but it is quite a difficult task because the objects that can be recognized by computers are determined in advance, even though humans can instantly recognize them. However, medical images and face recognition are becoming more familiar. Recent pattern recognition is enhanced by large amount of data and machine learning, especially deep neural networks. ""","""When I thought of images in terms of vectors, I realized that one 4,000,000-dimensional vector was created with a single shutter release.",,,"""From the classes I've taken so far, I knew that the performance of AI was still weak, but I used face recognition and voice recognition as a matter of course, so when I expanded the range to various data, the recognition target was not decided. I was surprised that I could not recognize it.""",-1
C-2021-1_U64,"""On unstructured data and pattern recognition.""","""I learned the types of pattern recognition. I also learned how difficult machine learning is.""",,,"""I learned more about the difficulty of machine learning. There were many interesting stories such as semantic analysis of words and the library of Babel. Personally, I don't know the difference between dogs and cats, so how do other people distinguish between them?"" I'm worried about whether.""",0
C-2021-1_U65,,"""Categorization by perception can be difficult even for humans.""",,,,-1
C-2021-1_U66,"""About AI's current ``recognition''""","""I learned that the brains of humans, or rather of living things, are quite amazing.""",,,,-1
C-2021-1_U68,,"""Images are represented by strings of characters, and modern technology exchanges very large amounts of data (high-pixel-count images) at high speed.
It is becoming possible to diagnose diseases from data such as images and sounds using pattern recognition, and to recognize the environment, emotions, and characters.
In recognition by AI, it is necessary to decide the recognition target in advance. In recognition, too, information about how to draw boundaries and rules cannot be given in advance. ""","""I'm not sure I understand deep neural networks.""",,"""In order to make AI recognize information that humans casually recognize, we learned how to draw boundaries in huge amounts of data and make decisions based on rules. I was forced to
I think again that what humans are good at and what AI is good at are different. """,-2
C-2021-1_U69,"""Unstructured data is data that is not in tabular form, such as sentences, sounds, and images.Natural language processing includes search and translation of frequent languages, retrieval, summarization, dialogue, proofreading, topic analysis, etc. Image Data is a vector (a set of numbers).Image analysis includes image recognition, computer vision, image processing, etc.Speech analysis includes speech recognition, speaker recognition, emotion recognition, speech synthesis, etc. Music Data and environmental sound data can also be analyzed.Pattern recognition of unstructured data is used for disease diagnosis, behavior recognition, environment recognition, etc., but the recognition target is predetermined and can be easily recognized like a human being. No. Modern pattern recognition is deep learning that combines large amounts of data with machine learning. Pattern recognition enables automated techniques and anomaly detection.""",,"""I didn't like the idea of ​​learning pattern recognition by folding a piece of paper.""",,"""I wanted to bring my answers from the library of Babel to the paper assignments for various subjects that I plan to write.""",-3
C-2021-1_U70,"""About what unstructured data processing and pattern recognition are""",,,,,-1
C-2021-1_U71,"""I learned how to process unstructured data. For example, image data can be processed as vectors.
We also learned about pattern recognition. Grouping can be used to distinguish and classify patterns.
However, unlike humans, AI focuses on certain information and classifies it, so it is not easy to recognize it on a case-by-case basis.","""How AI perceives unstructured data and does pattern recognition
I was able to get an overview.""","""Nothing in particular. """,,"""Although the applications of AI are wide-ranging, I think that the basic idea is common.
thank you very much. """,-2
C-2021-1_U72,"""How to process unstructured data such as language, images, voice and music Pattern recognition and its applications""","""I was able to understand the whole thing""",,"""AI cannot read between the lines of text""","""Thank you for your hard work in class. Today's class was also useful. Thank you!""",-3
C-2021-1_U73,"""Unstructured data can also be digitized and represented as data. For example, images can be expressed as vectors (combinations of numbers). Humans can easily recognize what a certain data is almost unconsciously. It's hard for computers.""",,,,,0
C-2021-1_U74,,"""There are various types and analysis methods for data, and there are various judgment methods.""",,,"""It was hot when the image of Hatsune Miku came out.""",-1
C-2021-1_U75,,"""I learned how difficult it is for computers to analyze and recognize data (≒ unstructured data) other than numerical data (≒ structured data). I was able to learn that it is connected to automated driving.""",,,,-1
C-2021-1_U76,"""About unstructured data processing, pattern recognition and machine learning""","""I learned that pattern recognition, which is easy for humans, is extremely difficult for computers.
It was easier for me to visualize the image of the deep neural network of bending the space many times and drawing the boundary line than the previous calculation and numerical value. ""","""I had a hard time imagining the relationship between images and linear algebra.""",,"""The story of the Library of Babel, which says that there is something meaningful in books with all character sequences, was interesting because I could imagine that books are also data.""",-2
C-2021-1_U77,"""I learned about how AI recognizes various types of information as data.""","""I learned that information can be broadly divided into two types: structured data and unstructured data, and that there are various methods of processing, recognition, and analysis for each.""","""I can't remember everything.""","""Nothing in particular.""","""It was difficult to choose terms for BR-Map, and I thought it was very deep.""",-1
C-2021-1_U78,"""There are various types of pattern recognition that are directly related to our lives in various situations.""",,,,"""I'm glad I was able to see it from a familiar perspective.""",-1
C-2021-1_U79,"""Unstructured data is represented by characters, images, sounds, etc., and is data that is not in a tabular format. Unstructured data processing includes language processing, image processing, voice processing, etc. Language processing. Analyzing data with a computer is called natural language processing, and it is used on a daily basis for frequent language searches, translation searches, summaries, etc. Advanced parts of natural language processing include semantic analysis, paraphrase analysis, etc. There is something to understand.Image processing includes image recognition, image processing, image generation, etc.Speech recognition includes environmental sound recognition, sound source separation, etc.In addition, unstructured data processing includes image and pattern recognition. There is something that can guess what it is from voice and text.It is difficult for computers to find similar things because the definition of similarity is ambiguous.Recently, pattern recognition by deep neural networks is being performed Pattern recognition is applied to autonomous driving, automatic recognition, and anomaly detection.""",,,,"""When we took university entrance exams, there were changes such as changing to a standardized test and increasing the number of handwritten answers. I vaguely thought that it would be difficult for a computer to score handwritten answers, but I didn't understand why it was so difficult. Also, it was fun to see how deeply human beings recognize oranges in our daily lives. .""",-2
C-2021-1_U8,,,,,"""I lost consciousness halfway through, so I reviewed it.""",-3
C-2021-1_U80,,,,"""As above.""",,-2
C-2021-1_U81,"""Analysis of unstructured data (text, images, sounds, etc.)
pattern recognition""","""It turned out to be difficult to get a computer to distinguish between them.""",,,,-1
C-2021-1_U82,"""About unstructured data and its processing
About Pattern Recognition""",,,,"""Today, I learned about unstructured data, and I've been interested in image processing for a long time, so I was able to enjoy the lecture very much.In the field of unstructured data processing, AInio can learn large amounts of data using machine learning. I thought that AI is being used in a variety of situations, as the accuracy of processing has been improved.""",-1
C-2021-1_U83,"""Unstructured data is data that cannot be in tabular form, such as text, images, and sounds. Pattern recognition is easy for humans but difficult for computers. """,,,,,-2
C-2021-1_U84,"""I was able to learn how to do pattern recognition and what is possible by applying pattern recognition.""",,,,"""I'm glad I was able to concentrate on the exam and get a perfect score on the quiz. I'll do my best next week as well.
""",-2
C-2021-1_U85,"""Unstructured data includes language data, voice data, image data, etc. In order for AI to recognize it, there is a method called pattern recognition. This is a method of searching for similar It is a method of separating data and going k¥, but the definition of similarity is ambiguous, and a large amount of data and machine learning are required to realize this.""","""Pattern recognition is something that even a child can do for humans, but it is still difficult for AI. Even if humans understand the definition of similarity, it is difficult for AI.""",,,"""I had an abysmal fear of AI because I didn't know anything about it, so it's nice to know how AI perceives things today. I forgot to write my journal because I was distracted by other things, so I will try not to forget it from now on.""",-1
