userid,1,2,3,4,5,target
C-2021-1_U69,"""Data includes measured values, media data, label data, relational data, etc. They are divided into quantitative data such as ratio data and interval data, and qualitative data such as ranking data and category data. Appropriate for each data Meaningful information can be extracted by using a variety of analytical methods.Analysis includes prediction, discovery, and classification.Predict with a model of a line or curve.Investigate correlations to discover laws.Beware of spurious correlations. Dividing the data into several groups makes it easier to understand the overall situation.""",,"""I learned that four arithmetic operations cannot be applied to questionnaire results, but I thought it would be meaningful to calculate the average score or total score of questionnaires collected from multiple people. For example, evaluate a smartphone app on a scale of 5. The way it shows the average is actually done.""","""Tell me about (3) above.""","""I wanted to avoid being deceived by pseudo-correlation. I wanted to remember the contents of this article so that I wouldn't eat roasted coffee beans.""",-3
C-2021-1_U7,,"""When I think of data analysis, I thought of difficult research using mathematics, but when I found out that predictions are frequently made in daily life and optimization is also done on a daily basis in the appendix, it feels quite familiar. rice field.""",,,"""Even when I was in high school, there was an assignment in an information class in which I collected and calculated data on my own about correlations and judged whether or not there was a correlation. When I saw it, I remembered that there were many things I didn't know. I don't do correlation analysis in my daily life, but I learn mathematics, so it's interesting.""",0
C-2021-1_U70,"""Learned more about data""",,,,"""I was impressed that the correlation of mathematics that I was taught in high school was also connected to the information class.""",-1
C-2021-1_U71,"""We classified the data.
In addition, I learned that there are three types of data analysis: prediction, finding trends and relationships, and grouping.
""","""I found that the analysis of data is ubiquitous in everyday life.""","""Nothing in particular. """,,"""Since there were so many words, I felt the need to keep them under control one by one.""",-2
C-2021-1_U73,,,"""I thought I understood most of the content during the preparation stage and during the class, but the points I failed in the quiz were lower than I had imagined, so I realized that I needed to understand what was written on the slides in my own words. Felt.""",,,0
C-2021-1_U74,,"""I learned that there are various methods for data analysis.""",,,"""I was struck by the fact that correlation does not equal causation.""",-1
C-2021-1_U75,,,,,"""This time, I learned about the types and methods of data analysis, and I was fascinated by the nature of data that can be classified from multiple perspectives. As in the example of the relationship between height and mathematics, I will try not to be deceived by pseudo-correlations that appear to be correct at first glance. For that reason, I would like to review proper data analysis.""",-1
C-2021-1_U76,"""About data and data analysis (prediction, discovery, classification/grouping)
""","""The predictions that we make on a daily basis should be part of the data analysis.""","""It looks simple at first glance, but I thought it would be difficult to perform an accurate analysis because predictions and correlation analysis try to improve the accuracy of the situation and change depending on the situation.""",,"""I was surprised to learn that the things that we normally do lead to data analysis.
I thought that thinking about correlations and causal relationships would be useful when buying things on a daily basis. """,-2
C-2021-1_U77,"""I learned about the types of data, how to view it, and how to use it.""","""I was able to learn and understand the meaning of the word 'correlated'. ""","""I could understand the content of the text, but I couldn't memorize it because there were so many terms.""","""Nothing in particular.""","""I am happy to have access to a wealth of knowledge about data.""",-1
C-2021-1_U79,,"""We realized that what we were doing unconsciously was data analysis.""","""The causal inference was a little confusing.""",,"""As I write papers, I think that I will be more specialized in data analysis. At that time, I would like to have a proper knowledge of data so that I can handle data correctly.""",-2
C-2021-1_U8,,"""Data analysis sounds difficult, but the decisions we make on a daily basis are also data analysis.""",,,,-3
C-2021-1_U80,,"""Up until now, we have been analyzing data on a daily basis, and we have found that we mainly perform three tasks: the first is prediction, the second is discovery, and the third is classification. Prediction is not only related to future predictions, but is also closely related to things that are done in daily life, such as image recognition, inference, and diagnosis.Discovery can be made by looking at the correlation in the graph to determine whether there is a positive or negative correlation. It is to examine and analyze whether it is. Classification is to summarize a lot of data by category, making it possible to perform a rough analysis with representative values.""",,,,-2
C-2021-1_U82,"""Data Science
About Data Analysis""","""Data are the facts that form the basis of reasoning about things, or coded and digitized materials that are subject to processing using programs on computers. Generally, they are classified into four categories: ratio data, interval data, and ranking data. , categorical data.・Structured data is easy to handle as data.The three main tasks of data analysis are prediction, finding trends and associations, classification, and grouping.
・In clustering, there is often no absolute correct answer.""","""is not""",,"""Today, I learned about data science, and learned that data is not classified as a lump sum but classified into several types and that there are various methods of data analysis. Hardness is not qualitative data but quantitative data. I thought it looked like data.""",-1
C-2021-1_U83,"""Data analysis is to extract meaningful information from data, and it is socially necessary because it can visualize objective and reproducible grounds as numerical values. We conduct data analysis based on the basics of discovery and classification.""",,,,"""Personally, this class was the most interesting so far. I thought it would be good to have as wide a variety of data as the basis for the analysis, but when thinking about supermarket display, I often use housewives I thought it might be more effective to focus on layer data, and I wanted to try data analysis.""",-2
C-2021-1_U84,"""I was able to learn what kind of data exists and how to analyze data.""",,,,"""I want to do my best next week too""",-2
C-2021-1_U85,"""Data is the materials and information necessary to advance the inference of things. Data can be classified from various angles. For example, the calculation method that can be used differs depending on each, ratio data It is classified as sensory data, ranking data, categorical data, etc. It is impossible to extract meaningful information from data without using appropriate analysis methods.The three uses of data analysis are inferring, Discovery, classification.""","""When making inferences from data, it is very important to decide what kind of predictive model to use. When discovering rules, etc., it is important to consider that there is a direct cause-and-effect relationship, rather than just being linked from the same cause."" It is necessary to be careful not to say that there is nothing, and that there is not only one way to classify data.""",,,,-1
C-2021-1_U86,"""About Data Analysis and Analysis""","""I know how to analyze data""","""I thought it was a quiz, but the question about analyzing the data I answered was wrong, so I thought I still didn't understand it.""",,"""The declaration will be lifted soon, so I think I'll be able to ask my classmates what I don't understand.""",-1
C-2021-1_U87,,"""In today's society, it is important to handle data in any field. You can obtain some results by analyzing data, but you need to be careful because the results will vary depending on the method.""",,,,-1
C-2021-1_U88,"""4 general categories of data
・Quantitative data → Comparative data, interval data
・Qualitative data → ranking data, category data
Different operations can be used depending on the type of data

Three tasks of data analysis
・Prediction → Prediction based on past experience, data, etc. If a prediction model can be created, it is possible to predict even cases that are not in the data.
・Discovery → Find trends in large-scale data.
・Classification, Grouping → Dividing data into several groups.

""","""I learned how to do different analyzes of the data.""",,,"""I was surprised because there is a lot of data around me and analysis is something I do on a daily basis.""",-3
C-2021-1_U89,"""・Quantitative data
　Ratio data, interval data
・Qualitative data
　Ranking data, category data
・The reason why data analysis is required now
　　·Academic and social demands: Objectivity, reproducible grounds, and the need to express the grounds numerically
　　・ Requests from data: Calculations that are impossible with manual calculations, accumulation of open data that awaits analysis
Prediction, discovery, and classification are all unconscious data analyses.
・ Predict everything if you guess

""","""Why do we need data analysis? People make predictions in many situations. Various data types.""",,,"""I thought I didn't understand enough because I did poorly on the quiz.""",-2
C-2021-1_U9,,,,,"""I was very convinced that the same graph could produce different results depending on how the data were connected.
Also, I forgot to reload Moodle""",-1
C-2021-1_U90,,"""The data is never absolute and includes the actions of the measurer and the data scientist.""",,,,-2
C-2021-1_U92,"""It was a class about data types and data analysis.""","""Human beings are always analyzing whether they are conscious or unconscious.
""Recommended for you"" for music streaming services that you often use uses clustering""","""It was easy to understand with lots of examples""","""I would like to know specifically how the 'recommendations for you' of music and videos are clustered and presented in front of us.""","""It was easy to understand because the explanation was full of familiar examples.
I think it's important not to hate it right away, which applies to all things.
After all, I think people tend to get cold and hate things when they don't understand, so I think that's also connected.""",-1
C-2021-1_U93,"""About Data""","""I got the gist of data analysis.""","""I made a mistake in the data used for data analysis in the quiz, but when I thought about it carefully, I realized that everything was true.""",,"""I was able to understand a lot more in today's class than usual.""",-3
C-2021-1_U94,,,"""I didn't quite understand what the possible operations on the data were, the differences.""",,,-2
C-2021-1_U95,,,,,"""It turns out that we do data analysis routinely. Don't be fooled by spurious correlations.""",-2
C-2021-1_U96,"""Data Analysis Fundamentals
(1) Prediction: Something that has not happened yet, but it will surely happen
②Discovery: Finding trends and relationships in data
(3) Classification/grouping: Seeing data as a set of teams rather than individuals (easier to grasp the situation)","""Data analysis is something you do on a daily basis, so don't be afraid to do it.""",,"""Not this time""","""Data analysis, which I thought was difficult, felt familiar""",0
C-2021-1_U97,"""Description of Data Analysis""","""I learned that I was doing data analysis without even realizing it when I was in elementary school.""",,,,-1
C-2021-1_U98,,"""I found that most of the services I use on a daily basis use data analysis.""","""The difficulty was that it was not always possible to grasp trends depending on how the data was collected.""",,"""It was a very familiar subject, so it was very interesting. I thought that data analysis can be done anytime.""",0
C-2021-1_U99,"""What is data, its importance in the modern world, and the various ways it can be used. There are predictions and clustering that humans cannot do, and that humans need to do.""","""Data must be reproducible and objective. Words such as prediction, tendency, correlation, and causal relationship are similar, but their meanings are completely different. Clustering is the grouping of similar data. It's up to the data scientist how to do that.""","""I was able to understand the mechanisms and calculation methods of merge sort and binary search.
I thought I didn't have enough understanding of binary search of text, so I would like to review it again. """,,"""I was able to gain a good understanding of the two computational algorithms.""",-3
C-2021-2_U10,"""Information search, such as linear search and binary search, refers to extracting the desired information from a large amount of data. By using suffixes, information search can be performed faster than text search problems.
Also, the act of analyzing the innumerable data in the world is a very important act. ""","""We found that it is easy to search by binary search and suffixes.In addition to the importance of data analysis, we also learned the importance of usage and prediction according to the type of data.""",,,"""Perhaps because we are dealing with a large amount of information these days, I was surprised that things that sound easy enough to understand in class have only recently been created and used.""",0
C-2021-2_U100,"""Information retrieval is the process of extracting purposeful information from a large amount of data. Linear search is a search method that searches for the target from the beginning, and is used when the elements are not aligned. When aligned. uses binary search.Binary search is more efficient.By using suffixes, binary search is performed.Data is the symbolic and digitized form that is subject to programmatic processing in a computer. material.""","""I learned important information for handling computers, such as the mechanism and types of search methods, details of specific search methods, and what data is.""",,,"""I thought it was interesting to learn the details of searches that I usually do casually. Also, there are some things I don't know even about the basics, so I want to learn seriously.""",-1
C-2021-2_U101,"""One of the high-speed information retrieval methods for extracting information that matches a purpose from a large amount of data is the method of performing a binary search on pre-sorted data. In an integer search, the sorted data is searched for matches in order from the beginning. In linear search, the time complexity is O(n), while in binary search, the search range is always half or less at each step, and the number of search steps does not exceed log_2(n), so the time complexity is O. (log(n)), which is overwhelmingly fast.In other keyword searches and text searches that apply this idea, linear search is O(kn), while binary search is O(klog(n)). It can be seen that binary search is a method that can perform information retrieval at high speed.Binary search is performed based on a set of keywords in keyword search and a set of suffixes in text search sorted in lexicographical order. Especially in the case of text search, it is possible if only the suffix array, which is information on the starting position, is retained.
There are various classification methods for data, and possible operations and operations differ depending on the type of data. When analyzing data, it is required to extract meaningful information from the data by correct operation, and it is familiar because it includes things that are done in daily life. What is done in data analysis is largely prediction/tendency and related discovery/classification. When creating a prediction model, the accuracy of prediction changes depending on how the model is selected and how the same prediction model is applied, so scientists choose the most appropriate model. Even so, it is difficult to make predictions because sufficient data cannot be collected, the factors that determine the results are unknown, and it is possible that the current and future situations are changing. ""","""I was able to understand the binary search method, which pinpoints and quickly finds information that satisfies the conditions. Also, I was able to realize that data analysis is a familiar existence.At the same time, I was able to understand that it is difficult to make highly accurate predictions and predictions when multiple difficult conditions overlap.""","""Nothing in particular.""",,"""I thought it was interesting because I was able to get a glimpse of a part of the structure of the search system that I use every day. Especially the fact that suffixes are used in text searches and the suffix array to save data. Also, the idea that it is more efficient to create a sorted one and repeat a method with a small time complexity than to perform a linear search each time is interesting. , It was interesting to feel that it was a human way of thinking about computers.
As for the data science block, I was exposed to a lot of data every day and realized that I was unconsciously repeating data analysis. rice field. On the other hand, I was able to touch on the difficulty of making accurate predictions, and I felt that I was able to know the depth of data science. """,-1
C-2021-2_U102,"""This time we learned about the binary search method. Linear search inevitably requires a large number of operations, but by arranging them from the beginning and performing binary search, the number of operations can be greatly reduced.""","""I learned that the number of operations can be reduced by performing binary search. By arranging them in order from the beginning, binary search can be performed from the middle, so learning is also a necessary element.""",,,"""I was surprised by the method of the binary search method. By using this method, the number of processes can be drastically reduced, and I was very impressed when I understood it.""",0
