userid,1,2,3,4,5,target
C-2021-1_U20,,,,"""Contents of (3)""","""Overall, today's content was easy to understand. I want to review the parts up to the last time.""",-3
C-2021-1_U23,"""There are cases where bit inversion occurs due to noise generated during information transmission, and information cannot be transmitted correctly. In such cases, automatic error detection plays the role of detecting inversion and having it retransmitted. After detection, correction is performed. Automatic error correction is performed.Automatic detection of at most s errors is possible if codewords are separated by (s+1) or more.Automatic correction of at most t errors is performed by codewords of (2t+1) It's possible if you're farther away.""","""In the n-order repetition code, the block error rate decreases as n increases, but it is well understood that the coding efficiency also decreases accordingly. Reasons for dividing the message and adding check bits It made sense.""",,,"""The principle of error detection and correction became easier to imagine with the example of a list in the text. In information science, mathematical formulas and theorems are often used, and it is difficult to memorize them. I think it makes a lot more sense.""",-3
C-2021-1_U24,,"""Through examples of mispronunciation of names, I was able to understand the relationship between the conditions for error detection and correction and the Hamming distance.""",,,,-1
C-2021-1_U25,"""Effects of Channel Coding and Countermeasures, Detection, and Correction of Errors Caused by Channel Coding""","""Mechanism of error correction and difference between when it is possible and when it is not possible""","""The contents of the 3rd order repetition code and the nth order repetition code (formula, etc.)
""",,"""I will prepare""",-2
C-2021-1_U26,"""Reversal Probability and Block Error Probability""","""The example explanation was easy to understand, but it was difficult to understand when the characters were entered.""",,,"""It was a perfect score on the quiz. Yay!""",0
C-2021-1_U27,"""Bit inversion may occur due to noise, etc. Even if the bit inversion probability is small, the block error rate may increase. In addition, there are error detection and error correction, and it is easy to understand if you think of it using a circle.""",,,,"""Since the 38th page onwards was difficult, I would like to review it intensively.""",-3
C-2021-1_U28,,,,,"""I was able to understand communication coding smoothly with easy-to-understand examples such as roster and Arijigoku.
I would like to review and deepen my understanding of generalized formulas. """,-2
C-2021-1_U29,"""I learned what communication coding is, basic ideas and principles of error detection/correction, repetition codes, channel coding theorems, and correction codes with reference to examples.""","""I found out about the Hamming distance.""","""is not.""",,,-1
C-2021-1_U3,"""There is noise in the communication channel, and the code can be inverted. Therefore, by making the code redundant, the error can be detected and corrected.
Redundancy can reduce the block error rate, but it also reduces the transmission speed. ""","""There is something called the Hamming distance, and the minimum value of that distance determines the number of bit inversions that can be detected and corrected.
Code redundancy increases the Hamming distance, increases the number of permissible bit inversions, and reduces the block error rate. """,,,,0
C-2021-1_U30,,,"""Channel Coding Theorem, Check Bits""",,"""Entropy is also generated here, and I felt that it was an important existence. I didn't quite understand the part of the channel coding theorem and the part where the last check bit came out, so I want to review it properly. """,-1
C-2021-1_U31,,,,"""I didn't understand why C=1-H(p)).""","""There were many places where it was difficult to imagine.""",-2
C-2021-1_U32,"""When an error occurs in the process of transmitting information, it is possible to automatically detect and correct the error by coding the channel.""","""At first, I understood that error detection and correction cannot be done depending on the amount of bits, but after listening to the example of the name, I understood well. If there are too many mistakes, even a computer cannot correct them, so it is difficult to transmit information. thought.""","""There were some formulas that I didn't understand why Ritsushiki was so, so I thought I'd check it out myself.""",,"""There were a few things I didn't understand from last week, but the content will change from next week, so I'd like to review them thoroughly.""",-1
C-2021-1_U33,"""If the codewords are separated by more than a+1, at most a errors can be detected automatically.
If the codewords are separated by more than 2b+1, at most b errors can be automatically corrected.
Codes with high coding efficiency and low block error rate can also be created. ""","""Block error rate can be lowered by increasing the amount of information, but we found that there is a method that can eliminate the demerit of increasing the amount of data and increasing the transmission time. (As much as possible between codewords. Increase the Hamming distance and add some information to the amount of information in m to make the amount of information in n.)""","""When adding information to make n, I didn't know whether the amount of information added would change depending on the original information m.""",,,-1
C-2021-1_U34,,,,,"""I was able to understand this class properly, so I would like to review and solidify it. I would like to continue this.""",-1
C-2021-1_U35,"""I learned the mechanism of error detection and error correction. Also, the concept of using repetition code was introduced. In addition, I learned the channel coding theorem.""","""Thanks to the easy-to-understand explanation of error detection and error correction from the level of examples, I was able to understand the mechanism well.""",,,"""Although it is a very convenient system for automatic error detection and correction, I had never thought about its mechanism. """,-1
C-2021-1_U36,"""・Influence of noise in the communication channel → bit inversion
・How to deal with the influence of noise → Automatic detection and automatic correction by devising encoding
・In what cases is automatic detection and automatic correction possible?""","""(Consideration) Mr. Yoichi Yamada can be detected while Mr. Goichi Yamada and Mr. Taichi Yamada are present → On the common point of the circle = Automatic detection is possible!
・Hamming distance = how many bits are different for two bit strings of the same length
・Automatic detection: Automatic detection of s is possible when the signs are separated from each other by s+1 or more.
・Automatic correction: t automatic corrections are possible when the code suffixes are separated by 2t+1 or more.
・If n is increased, the block error rate will decrease, but the coding efficiency will also decrease.
・Communication channel capacity = upper limit of coding efficiency (can be approached as much as possible)","""Nothing in particular""",,"""It was interesting to think theoretically about 'detection of mistakes'. In particular, it was very easy to understand when I thought about how many different characters can be detected and corrected with a diagram. There is an app that automatically corrects errors in English grammar, but I think this content is likely to be included. """,-2
C-2021-1_U38,"""The relationship between the conditions for automatic detection and automatic correction and the Hamming distance.""","""Auto-correction is upward compatible with auto-detection. If circles are covered like in a textbook, you don't know which codeword it will fall into. In other words, auto-correction is not possible. To make auto-correction possible, 2t+1. that you must be at least as far away as possible.""",,,,0
C-2021-1_U39,,"""I understand about Hamming distance.""","""I still don't fully understand the block error rate calculation, so I'd like to review it properly.""",,,-1
C-2021-1_U40,"""At most s errors can be detected automatically if the codewords are separated by s+1 or more, and at most t errors if the codewords are separated by 2t+1 or more. ""","""With and without auto-detection, with and without auto-correction""",,,"""If it weren't for the analogy, I wouldn't have been able to understand today's content, so I'm glad there were examples of incorrect names and ant hell.""",-2
C-2021-1_U41,,"""We found that the inversion block error rate can be reduced by changing the calculation method and encoding of the block error rate.""",,,"""I was glad that I could understand the block error rate in general cases such as n-order repetition code.""",-1
C-2021-1_U43,,,"""check bit""",,"""I think you have a shallow understanding of the scope of the assignment, so I would like to review the slides again before trying the assignment.""",-2
C-2021-1_U44,,"""I found the Hamming distance.
""","""I didn't understand the ant hell analogy.""",,"""I understand how auto-detection and auto-correction works.
I want to do my best next week too. """,0
C-2021-1_U45,"""Make each block redundant to facilitate automatic error correction.
If the codewords are separated by s+1 or more, at most s errors can be detected automatically.
If the codewords are separated by 2t+1 or more, at most t errors can be automatically corrected. ""","""I think I understood most of this class, such as Hamming distance.
""","""I feel like I don't quite understand the last correction mark, so I'll review it again.""",,"""I understand the Hamming distance and so on, but I think I'll review it one more time before I do the exercises.
The ant hell analogy was easy to understand. """,-1
C-2021-1_U46,"""The content was about what channel coding is and the principles of error detection and correction.""","""With automatic error detection and automatic error correction, it turns out that channel coding can be a little bit wrong.""","""I didn't understand the Hamming distance.""",,,-2
C-2021-1_U47,"""The Hamming distance conditions determine the range for automatic correction and automatic detection.""","""It was easy to understand whether automatic detection is possible or not by looking at the example of Ant Hell.""","""I was confused when I saw the entropy at the end, so I would like to review it.""",,"""It was fun to understand how to detect informationization and how it works.""",-2
C-2021-1_U48,"""Channel coding can detect and correct errors, and can be expected to improve reliability.""","""I understood the error correction theorem. I understood that the relationship between 2t+1 and t is important.""","""I couldn't fully understand the channel coding theorem.""",,"""As the lecture progressed, the technical terms increased and I felt that it was becoming difficult to understand. I once again felt the importance of preparation and review.""",-3
C-2021-1_U49,"""・The transmitted code is reversed by noise (reversal probability <p>)
・Block error rate ... 1-(1-p)^k (k ... block size)
・Hamming distance・・・How different the codewords are when compared in the same sequence
・Code errors can be detected up to Hamming distance -1.
・Can be corrected up to less than half the Hamming distance.
・This holds true even in the case of repetition codes of any order.
Add check bits to each block of transmitted code to allow error detection and correction.
・Adding too many check bits reduces efficiency. ""","""・If the sent code is redundant, it will be easier to automatically detect and correct errors, but the amount of communication will increase and efficiency will decrease.
・As the communication fee increases, the probability that the code is sent in error decreases.
・Errors can be detected up to Hamming distance -1, and can be corrected if less than half the Hamming distance.
・Majority symbol does not hold unless it is an odd number. ""","""Since the error rate depends on the size of the block, if the total amount of information to be transmitted is the same, I think that the error rate will be smaller if the total amount of information to be transmitted is the same, and I am not very convinced.""",,"""I went to class without doing any homework, so I read the textbook again, and I feel like I finally understood it, so I'll do my homework before coming to class.""",-2
C-2021-1_U50,"""Learn what channel coding is and deepen your understanding of error detection and error correction. By referring to examples, you will be able to obtain error detection and error correction using repetition codes. ""","""I was able to have a concrete image of channel coding. I was able to understand the Hamming distance.""",,,,0
C-2021-1_U51,"""I have learned how to communicate information and how to deal with errors that occur in doing so.""","""I learned that errors such as noise can be handled automatically if certain conditions are met.""","""I didn't understand why the formula for the block error rate is what it is.""",,"""I was impressed by how well the information was processed using the principle of majority, taking advantage of the fact that ``mistakes happen from time to time.'' """,-2
C-2021-1_U52,"""How can information be organized?""","""Hamming distance, auto detectable or not, etc.""","""Not particularly""",,"""I couldn't enter teams, so I asked a friend to connect me via line phone.""",0
C-2021-1_U53,"""Errors can be corrected if there is a certain defined distance between codewords. In order to lower the error rate, it would be better to increase the number of dimensions, such as the 3rd or 4th order. This can be improved by using arbitrary constants.""","""The ant hell example was easy to understand, so I understood Hamming distance and overlap between codewords.""","""I didn't quite understand why only 16 of the 128 bit strings are codewords, and why only 16 of them are codewords. Would 32 be okay?""",,"""While listening to the professor's talk, I wondered if there was a way to reduce the error rate and prevent data from increasing. was
There was a lot of information in today's class, so I'm going to review the slides again. """,-2
C-2021-1_U56,,,"""I couldn't fully understand the definition of channel capacity.""",,"""The usage rate of markers is high, but I don't use the buttons that I understand or don't understand, so I would like to make good use of them in future lectures.""",-1
C-2021-1_U57,,"""About Hamming distance""","""Calculation""",,,0
C-2021-1_U58,"""In channel coding, the block error rate can be lowered by devising the middle. Automatic error detection and automatic error correction can be used to prevent coding failures. Also, code redundancy can be achieved. can also be prevented by","""The examples of people's names and their origins gave me an idea of ​​the situations in which error correction and error detection would be used.""",,,,-3
C-2021-1_U59,"""When a bit string is transmitted through a communication channel, bit inversion occurs due to the influence of noise.
Channel coding enables automatic error detection and automatic error correction even if inversion occurs. ""","""If the codewords are separated by more than s+1, at most s automatic detections are possible, and if they are separated by more than 2t+1, at most t automatic corrections are possible.
In an n-order repetition code (n=2k+1, k is an arbitrary integer), error correction is possible if the number of bit inversions in each block is k or less. ""","""Channel Capacity, Channel Coding Theorem""",,,-1
