userid,1,2,3,4,5,target
C-2021-1_U20,"""Visualization is to visualize data in a visible form. Visualization makes it easier to grasp the trend of the data. A histogram etc. is used, but at that time it is necessary to pay attention to the pin width. In the case of a scatter diagram It is possible to investigate the correlation of data.There are many other visualization methods, and it is necessary to use them properly according to the characteristics.""",,,,"""I think there will be more visualizations in research and other areas in the future, so I want to pay attention to what I learned today when I visualize.""",-3
C-2021-1_U22,,"""Bar charts and pie charts make it easy to compare quantities""",,,"""Because data visualization allows us to grasp it intuitively, it is useful when deciding how to interpret the information, so I thought it was important.""",-1
C-2021-1_U23,"""By visualizing data, it becomes easier to understand data trends. Methods include scatter charts, histograms, bar charts, pie charts, and line charts, and it is necessary to select the appropriate one according to the purpose and conditions. Yes, bar charts are useful for comparing numerical data, avoiding arbitrarily choosing the origin of the vertical axis, histograms are good for examining data distribution, but bin widths need to be set appropriately, boxplots The data distribution is also easy to understand. From the pie chart, you can understand the ratio of each data to the whole.The line graph is effective for understanding the trend of change.Be careful to make the range and width of the vertical axis the same. There are undirected graphs (→relationships/connections) and directed graphs (→directions) to visualize “relationships”. Scatter charts are useful for understanding trends in two types of data at the same time, but it is also possible to present more information by changing the color and size of the dots. In the heat map, you can see what values ​​are in the two types of data. Additionally, elements can be combined two by two to create a scatterplot matrix to visualize more than two elements. In this way, visualization allows us to intuitively understand the data and make policy decisions for the next analysis. """,,,,,-3
C-2021-1_U24,"""I learned about data visualization using representative figures.""","""In any diagram, the way it is conveyed depends on how it is expressed, so I learned that it is necessary to set the vertical axis and width appropriately.""",,,"""There were many graphs and diagrams that I had dealt with before, but I used them without thinking deeply about their characteristics, so it was a good opportunity to check how to use them effectively and what I should pay attention to. I think it's interesting to be able to visualize things that seem difficult to quantify, such as friendships.""",-1
C-2021-1_U25,"""What is visualization?
Various visualization methods""",,,,,-2
C-2021-1_U26,"""Visualizing data makes it easy to understand. Tables are difficult to understand. Visualization method. Effective for comparison of bar graphs and numerical data. Use error bars together to understand the scattering of data. Bar data can be arbitrarily changed from the origin vertical axis. Potential for abuse Histogram, what values ​​are distributed and how often, detailed scatter, appearance changes depending on bin width, boxplot, expresses data scatter, quartiles, medians, etc. Calculation is necessary.Pie chart, compare ratio by area of ​​circle.Percentage.Ratio to the whole.Actual value is difficult to understand.Line graph, know trend transition of data change.Vertical value looks different. Undirected and directed graphs. Similar to BR maps. Arrows, placement, and colors make them easier to see. Be careful how you color heat maps. Three-dimensional data cannot be drawn accurately on paper.""","""The average value is greatly affected by outliers. The median value is useful for outliers. Pay attention to the numbers even if they are easy to understand in the figure.""",,,"""Reduce dimensions by picking up convenient data.""",0
C-2021-1_U27,"""● Data... ① Facts that form the basis of reasoning about things. Materials and information that serve as a reference ② Materials that are symbolized and digitized to be processed by a computer using a program
● Visualization: Making data intuitively understandable
●Points to note in visualization... It is necessary to select an appropriate one according to the purpose and conditions ex. Just by changing the width of the vertical numbers in the bar graph, the price difference may appear to be large, or conversely, it may appear that there is almost no change. end up
●Visualization method
◎ Bar graph: effective when performing ""comparison"" of numerical data
　　◎Bar graph + error bar... You can express the spread of data with standard deviation
・Do not choose the origin of the vertical axis arbitrarily
◎Histogram: A diagram summarizing the number of times data was observed for each section. Useful for examining the ""distribution"" of data. (= I can understand ""what kind of value is there and how much"")
・Note that the appearance changes greatly depending on the width of the bin. A bin is a histogram bar. It is said that the width of the class (=bin width) should be about the square root of the total number of data.
・You can also compare multiple histograms
◎ Box plot... effective for ""comparing"" ""distribution""
・There are outliers
・ Quartiles... The median is less affected by outliers than the mean!
◎ Pie chart... effective when you want to see the ""proportion"" of each data to the whole
· 3D charts are easy to misunderstand, so it's better not to use them!
◎ Line graph... Effective when you want to know the ""trend of change"" between data
・It is inappropriate to connect unrelated data with lines
・Comparing line graphs... You have to make the vertical axis and width the same. So plot them on the same graph!
● Visualization of relationships...ex. Visualization of friendship relationships Represented by a matrix that means 1 if it is a friend
◎ Invalid graph: Express the relationship between data with points (nodes) and sides (edges). “Relationships/connections” between data
useful for understanding
・You can tell who is the central figure just by arranging the points (nodes)!
　◎Effective graph...A graph with a direction ex. 0 thinks 1 is a friend, but 1 doesn't
・Directed graph + color + map... Nodes represent locations, edges represent movement directions, and colors represent the amount of flow of people
● Scatter plot and two-dimensional histogram
◎ Scatter chart: Effective when you want to “know simultaneously” the “trends” of two types of data
・Scatter plot + color: 3 types of values ​​can be visualized by color
・Scatter charts are not suitable for large amounts of data
◎ Heat map: A diagram that expresses numerical values ​​by color. Useful for investigating ""distribution of two types of data""
・Heat map color…The impression and perspective will change greatly depending on this setting.
・Heat map + map: If it is geographical information, it is effective to overlay it on the map.
● Three or more types of elements cannot be displayed directly
◎ Visualization by removing elements ex. Scatter plot matrix, convert to data of two types of elements so that trends can be maintained
・ Large scatter = important for expressing data = do not cut
● Visualization also requires mathematics ex. Reduce the number of elements → Dimension reduction
""","""In visualization, I learned that you have to choose a method that suits your purpose. Also, I learned that there is a danger that the same data can give a different impression depending on how the width of the vertical axis is taken. Now that I've done it, I want to be careful when I do my own visualization.""","""I didn't quite understand 'Visualization of data with 4 or more elements' (p50). """,,"""I wanted to use Excel for visualization in the future. I learned how to make it in high school, but I don't remember it clearly, so I wanted to learn how to use it properly and create effective graphs. """,-3
C-2021-1_U28,,"""I learned that there are various ways of expression depending on the purpose and conditions. In addition, I was able to capture the characteristics of each of the many things I used vaguely until now.""","""When three or more types of elements cannot be displayed directly, the explanation of converting to two types of element data was vague, so it was difficult to get a concrete image.""",,"""Up until now, I had only a vague idea of ​​how to use visualization methods, but through this class, I learned that there are advantages and disadvantages to each. I want to try to use it properly.""",-2
C-2021-1_U29,,,,,"""From now on, I think that graphs will be used when writing reports for assignments such as experiments, so I would like to be able to choose a visualization method based on the suitability and unsuitability of each.""",-1
C-2021-1_U3,,,,,"""Various graphs are used to visualize data, but you have to be careful because by manipulating the expression arbitrarily, you may be able to visually grasp the wrong trends, or it may be difficult to grasp intuitively in the first place. I found out I had to.""",0
C-2021-1_U30,"""Data Visualization, Many Ways To Do It""","""Benefits of data visualization for data visualization techniques such as bar charts and line charts""","""Visualization of multidimensional data""",,,-1
C-2021-1_U32,"""There are various methods for visualizing data, and it is necessary to choose which one to use depending on what and how you want to express it. There are various cases such as when you want to express the difference in data, when you want to express the degree of scattering, when you want to express the ratio, etc. It can be expressed in a simple graph, but there are points to note in each graph, so it should be expressed with caution.""","""There are some expression methods that I didn't know, and I found that they can be divided very finely depending on the data you want to express.""","""I don't fully understand how to represent data in three or more dimensions, so I'll have to look at the slides again.""",,,-1
C-2021-1_U34,,,,"""is not""",,-1
C-2021-1_U35,"""First, I learned about the need for data visualization. Next, I learned that there are various methods for visualizing data, such as histograms, pie charts, and scatter plots. Finally, we learned techniques to enable visualization of seemingly difficult high-dimensional data. """,,,"""Nothing in particular.""","""I often see data visualization, but I had never studied each one in detail, so it was a learning experience. I realized again that data and mathematics are closely related.""",-1
C-2021-1_U37,,,,,"""I learned that the values ​​on the axis of the graph can sometimes lead to misinterpretation of intuitive judgments, so I wanted to plot the values ​​in the correct way when visualizing the data.""",-2
C-2021-1_U38,,,"""nothing especially.""",,"""When taking the average in class, the teacher said that if there are extremely large or small values, the average will be strange, but it is good to take the median. did it.""",0
C-2021-1_U39,"""Visualization is the representation of certain data in diagrams and graphs in order to make it possible to understand intuitively. And visualization is indispensable, especially when there are a lot of mathematics itself and mathematics items. be.""","""Now I know what visualization is all about.""","""Nothing in particular.""","""Nothing in particular.""","""There are various visualization methods, but I have seen all of them in high school geography and mathematics. Also, when I make diagrams and graphs, I don't use expressions that cause misunderstandings. I remembered what I learned in class. I wanted to be able to use the graphs that came out in this class properly.""",-1
C-2021-1_U40,"""Histograms when you want to explore the analysis of data, boxplots when you want to compare the analysis of data, and heatmaps when you want to analyze two types of data.""","""The reason why we draw a straight line in the direction of large data scatter is that it is easier to draw a straight line in the direction of small scatter.""",,,,-2
C-2021-1_U41,"""There are many ways to visualize data.""","""I found that different types of graphs are used depending on what you want to express.""",,,,-1
C-2021-1_U42,,,,,"""It's been a long time since I've seen a histogram, and I felt nostalgic. Also, I found the ""notice"" of the new function (?) of the book roll a little annoying, so I'd like to remove it if possible! """,-1
C-2021-1_U45,"""I learned about visualization techniques and the effects of each.""","""I could understand the effect of each visualization method.""","""I understand most of it.""",,"""Most of them I already knew, but I didn't know how to show graphs more effectively, so I learned a lot.""",-1
C-2021-1_U46,"""Visualization helps us intuitively understand data, but there are many different techniques, and it is important to use them appropriately.""","""Not only numerical data but also relationships can be visualized in an easy-to-understand manner using appropriate graphs.""","""I didn't understand how to visualize data with more than 4 elements.""",,"""It was easy to understand because I studied things like boxplots in high school.""",-2
C-2021-1_U47,"""Even if it is difficult to collect all the data, it is possible to grasp some trends by visualizing it using various graphs.""","""I learned that data with more than three types of elements cannot be displayed directly in a scatterplot or the like.""","""I didn't know when to use undirected and directed graphs.""",,"""In my mathematics classes up until high school, I learned how to represent data in various graphs, but I was very interested in learning about undirected graphs and other ways of representing data that I didn't know about.""",-2
C-2021-1_U48,,"""I was able to increase my knowledge of graphs and diagrams. Until now, I learned the characteristics of each diagram in high school geography, but I didn't learn why I use it, so it was good.""",,,"""I think it will be necessary to visualize things in future research, so I would like to try not to forget this knowledge as much as possible.""",-3
C-2021-1_U49,"""・ Visualization Make data intuitive (to understand a huge amount of data)
・Visualize with bar graphs, box plots, pie charts, line graphs, etc.
・Methods used differ depending on the type of data, comparison target, purpose, etc.
・Visualize relationships with undirected graphs, directed graphs, etc.
・Compare two types of data with scatter plots, two-dimensional histograms, etc.
・Three or more types of data can be visualized by reducing the number of elements.""","""・ You can add something called an error bar to the bar graph and express the scatter with the standard deviation
・By making pie charts 3D, it is possible to make them misleading at first glance.
・""","""The visualization of multidimensional data in the second half was not something I was familiar with, and I couldn't imagine it.""",,"""Usually, I have been unconsciously involved with various graphs, but once I learned about their uses and properties, I felt that I could understand what I wanted to express with graphs.""",-2
C-2021-1_U50,"""Learn about data visualization and understand different visualization techniques.""","""Even when it comes to visualization and grouping, I found that there are many ways to express each data.""",,,"""I learned that there are various methods of visualization, such as graphs and diagrams. I would like to be able to accurately determine which method is more appropriate for each type of data.""",0
C-2021-1_U51,"""Data visualization and its graph types and characteristics""","""We found that the intended use and characteristics of the data dictated what type of visualization graph to use, and that each type of graph had different advantages.
In addition, I found that not only the type of graph but also the use of ``colors'' can be used to make it easier to understand. ""","""None.""",,"""When I think that the pie charts and bar charts that we often see around us are intentionally determined according to what the creator wants to show, I once again felt that they are very useful visualizations.
I thought it was amazing that it was possible to obtain the recognition of the majority by using a single graph or visualized picture. """,-2
C-2021-1_U53,"""There are many types of graphs that represent data, such as line graphs, pie charts, scatter graphs, and bar graphs. I have to.""","""I learned to create many graphs with dimensions as low as 2 for representing data in more than 3 dimensions!!""","""It's not something I didn't understand, but I felt that 3D data could be represented by making the graph itself 3D.""",,"""I knew that the impression of a bar graph would change depending on the units and numbers on the vertical axis, but this is the first time I've learned that making a pie chart three-dimensional can also lead to misunderstandings. There are some things that I have learned, but there are quite a few things that I haven't learned, so I'm glad I learned it!""",-2
C-2021-1_U56,"""There are various ways to visualize data, and each has a suitable scene and setting method.""","""I've seen 3D pie charts in the media before, but I learned that they can be misleading.""","""I didn't quite understand the concept of transforming the shape of French bread.""",,"""This time, I was able to reconfirm the data visualization method that I have used so far, and I would like to make use of it in future graph usage situations.""",-1
C-2021-1_U57,,"""Graphs can manipulate impressions and give misinformation by means of representation.""",,,,0
C-2021-1_U59,,,,,"""I think I was able to understand today's class better than usual. I think that I will have many opportunities to use graphs in the future, so I would like to be able to use graphs in expressions that suit my purpose.""",-1
C-2021-1_U60,"""I learned different ways of visualizing data. An overview of histograms, boxplots, bar charts, pie charts, scatterplots, heatmaps, line charts, undirected/directed charts and what to watch out for when reading data from them. Have learned.""",,,,"""From this class, the (?) ""notices"" that appeared on the electronic textbook were a nuisance. If I read the lecture material for more than 30 seconds (if I don't do anything), ""notices"" will appear on the screen, but the time setting of 30 seconds is too short and ""notices"" will appear. display area is too large. """,-1
C-2021-1_U61,"""Visualization is the rendering of data into intuitive charts, such as histograms, bar charts, and scatter plots.
If you don't choose the right one for your purpose when making a diagram, it may cause misunderstandings or give the impression of dishonesty.
It can represent not only numerical data, but also friendship relationships and the amount of traffic. ""","""I tend to make pie charts 3D because it's cool, but I've found that the perception of numbers can change when the depth comes out.
There are a variety of charts you can use to examine the distribution of your data, and the one you use depends on how detailed you want to examine the distribution.
I thought that scatterplots could only handle two elements, but by using multiple scatterplots, it is possible to visualize three or more elements. """,,,"""I think the content was relatively easy to understand this time, but I made a mistake in the quiz. Maybe I haven't remembered the details yet.
I was surprised that even friendships could be schematized. """,-2
C-2021-1_U62,"""It is necessary to perform appropriate visualization in order to intuitively grasp data that cannot be obtained by just enumerating numerical values.""","""I found a method to reduce the elements of multidimensional data and reduce it to 2D, making it easier for humans to understand.""","""A mathematical technique used to illustrate multidimensional data.""",,"""I learned how to visualize data, which I didn't learn in high school, and I realized that I am always indebted to him.""",-1
C-2021-1_U63,"""Visualization helps us to understand data intuitively, and there are various methods depending on the purpose and conditions. For example, if we want to examine the distribution of data, we use a histogram, and if we want to compare the distribution of data, we use a box. If you want to check the ratio of each data to the whole data, you can use a pie chart, and if you want to check the relationship between data, you can use an undirected graph. Since multidimensional data with three or more elements cannot be displayed directly, all the visualization examples given were only two-dimensional data, but multidimensional data can also be visualized if devised. Mainly, there is a method of extracting two elements and making a scatter plot.""","""I have become able to explain in words the purpose of using 'this data', which I usually use casually. ""","""I didn't understand how to visualize multi-dimensional data. (Spread and scattering of data and French bread)""",,"""Perhaps because multi-dimensional data is originally difficult to imagine four or more dimensions, it seems that understanding did not progress even in visualization. Visualization of data promotes understanding if used effectively, but it seems that the mass media often does it. If the data provider does not produce the desired effect, or even worsens it, there is a danger that the impression will be manipulated. .""",-1
C-2021-1_U64,"""Visualizing Data with Graphs""","""Various Chart Types and Usage""",,,"""The problems with 3D pie charts were often raised on television, but I felt that there are traps in the way other graphs are presented. It was interesting.""",0
C-2021-1_U65,"""Graphs should be used appropriately and effectively""","""I found that you know how to use appropriate figures""",,,,-1
C-2021-1_U68,,"""It is necessary to use different graphs according to the unit of data comparison, the number of elements, and the purpose.
Although it is often represented by basic points and lines, trends can be easily seen by adding information such as figures and colors according to the purpose, such as when treating it as a cluster or when you want to analyze it individually.
If the number of elements is large, visualize two at a time. """,,,,-2
C-2021-1_U69,"""Data with many examples and attributes can be intuitively understood by visualizing it. It is necessary to use an appropriate visualization method. The origin of the vertical axis should not be chosen arbitrarily. The scattering of data can be expressed with error bars. Histograms can be used to find out what values ​​are present in what amounts.Bin widths need to be set appropriately.Box plots can be used to compare data distributions.Pie charts can be used to show the proportion of each data in the total data. 3D pie charts can be misleading.Line charts are useful for understanding trends in changes between related data.You can compare them by displaying them in the same chart.Undirected charts connect data You can grasp the direction.The direction can be represented by a directed graph.The trend of two types of data can be grasped at the same time by a scatter chart.Three types of values ​​can be visualized by colors.Not suitable for a huge amount of data.The heat map allows you to set the appropriate color It is effective to use it and superimpose it on a map, etc. Since 3D or higher data cannot be displayed directly on a plane, a scatterplot matrix is ​​used.""",,"""I didn't know how to express with three types of elements.""","""Notices that appear when there is no operation for 30 seconds or more are very annoying. Even if you are taking a class normally, you often do not operate it for about 30 seconds, so if possible, I would be happy if you could extend the time setting for ""Notification"" or turn off ""Notification"". ""","""It's possible to intentionally misunderstand what you can intuitively understand, so I thought I'd be careful when I read the news, etc. I thought I'd try not to use 3d pie charts.""",-3
C-2021-1_U70,,"""Visualization and types of data, benefits of visualization""",,,"""Today, I learned about visualization methods, such as graphs, that allow us to visually judge numerical values ​​in an easy-to-understand manner. Although there were some technical terms, I thought I was able to understand them because they are basically related to the field of mathematics. I couldn't solve the quiz.""",-1
C-2021-1_U71,"""I learned a few techniques for intuitively understanding trends in data.
Methods include bar graphs, line graphs, histograms, scatter plots, and pie charts.
If not used correctly, it is possible to make the data look arbitrary, so be careful.""",,,,"""The technique of projecting multi-dimensional data to a lower dimension was interesting.
Thank you very much for your valuable lecture.""",-2
C-2021-1_U72,"""Correlation → Distribution, dispersion, etc. Upper compatibility of high school mathematics number I such as statistical tests
Image filter processing examples: smoothing, averaging, edge-preserving smoothing, differential filter, etc.""","""As it was written above about correlation, it feels like it's beyond Math I, and there are stories that I've been to at cram school, so the content was easy to understand.""","""I didn't understand the Sobe filter.""",,,-3
C-2021-1_U73,,,"""There was an expression in class that the greater the scatter, the greater the variation, but I wondered if that was really the case.""",,,0
C-2021-1_U74,"""Visualization is what makes it possible to intuitively understand a huge amount of data. It is necessary to choose the one that matches the purpose and conditions, and if you make the wrong choice, it may give the impression of dishonesty or misunderstanding. .
Multidimensional data can also be visualized by removing elements or combining two by two to create multiple scatter plots. """,,,,,-1
C-2021-1_U76,"""Visualization, various visualization methods, graphs""","""We found visualization to facilitate data analysis.
There are various graphs as a visualization method, but I found that I have to use the graph according to the data analysis I want to do. ""","""It was difficult to understand how to reduce the number of elements in order to handle multidimensional data.""",,,-2
C-2021-1_U77,"""I learned about data visualization techniques.""","""I've learned a lot about mathematics and mathematics so far, so I understand more than usual.""","""There was a problem in the quiz where I couldn't understand the difference between the choices.""","""Nothing in particular.""","""It's a pity that I didn't get a perfect score even though I was confident in the quiz.""",-1
C-2021-1_U78,"""Different graphs showing data, and their uses""","""There are various types of diagrams that represent data, and each has a different purpose, so it should be used properly. Also, it should not be done arbitrarily.""",,,,-1
C-2021-1_U79,,"""I was able to learn more about bar graphs, line graphs, and other things that I had learned since I was in elementary school. I learned that depending on which visualization method is used, the impression the person who sees the graph will have is completely different. I got it.""","""When visualizing multi-dimensional data, I could imagine and understand up to three dimensions, but I couldn't really understand how to express it in two dimensions when four dimensions or more. Also, the spread of data. I didn't know how to express data with two types of elements while maintaining , but if it was four or more dimensions.""",,,-2
C-2021-1_U80,,"""I learned how important it is to use the horizontal and vertical axes.""","""I don't know how to use scatter plots and how to analyze them. I don't know what to do when analyzing multidimensional information.""",,,-2
C-2021-1_U81,,"""You can change the image you get from the graph by changing the elements""",,,,-1
C-2021-1_U82,,,,,"""Visualizing data has boxplots and interquartile ranges, so I was a little familiar with it because I learned it in high school, but I thought it was interesting because I didn't think I could visualize relationships. I was very surprised.""",-1
C-2021-1_U83,,,"""I didn't understand a little about the French bread at the end.""",,,-2
C-2021-1_U85,"""Visualization is the act of making data visible. There are various methods of visualization, and it is important to use each method by making the most of its characteristics. For example, a line graph shows changes in something. Suitable, but not suitable for comparison between multiple elements.In other words, it is important to grasp the characteristics of each and use graphs and figures that are suitable for use.""","""The diagrams used to express relationships have the name undirected graphs, scatter diagrams cannot be used for elements of three or more dimensions, and there is a solution called dimensionality reduction. .""",,,,-1
C-2021-1_U87,,"""Visualization makes it possible to intuitively understand the data, which leads to the policy decision of the next analysis. Different visualization methods use different charts and graphs according to the purpose, and it is necessary to select the appropriate one. Also, when dealing with multi-dimensional data, it is necessary to use mathematical knowledge to reduce the number of elements.""",,,"""I learned about diagrams and graphs to some extent in high school classes, but I didn't know what they were used for, so it was helpful. It was difficult to visualize data that includes multiple elements by devising them. But at the same time, I was moved.""",-1
C-2021-1_U88,"""Data Visualization
Judging huge amounts of data at a glance. It is necessary to determine the appropriate one according to the purpose and conditions. Histograms, boxplots, bar charts, pie charts, etc.
When using figures, pay attention to width and extent. ""","""I realized that even though I had seen graphs in mathematics, I hadn't been aware of their purpose and used them differently. It was interesting because there were some graphs I had never learned before. The width of graphs I was surprised at how much the appearance changed just by changing the range.""",,,,-3
C-2021-1_U90,"""A Chart System for Representing Data""","""Data visualization makes complex data intuitive.""","""I don't understand the idea of ​​expressing a high-dimensional vector by lowering the dimension.""",,"""I realized the importance of visualizing data.""",-2
C-2021-1_U91,"""I was able to learn how data that could be represented by just a string of numbers could be represented in other ways.""","""I learned that the way of expression to be emphasized changes in various ways depending on how it is used.""","""I didn't understand how to express a multidimensional scatterplot""",,"""It was hard and difficult because new information appeared.""",-3
C-2021-1_U93,"""About data visualization""","""I learned that it is necessary to use different graphs depending on what they represent""",,,"""I wanted to be able to use different graphs and express various things.""",-3
C-2021-1_U94,,"""When visualizing data, I learned that it is necessary to appropriately select a method according to the purpose and conditions.
I noticed that the same pie chart looks different in 3D on a flat surface. """,,,"""Data visualization turned out to be very useful and popular, as we see it all the time.
Many of the graphs that came out of the visualization method were familiar to me in mathematics, so they were easy to understand. """,-2
C-2021-1_U95,,"""When you look at a graph, you can see the figure, but I learned that it is important to see the scales such as the vertical and horizontal axes properly. I learned for the first time that multi-dimensional data can be visualized by reducing the number of dimensions. rice field.""",,,"""I would like to make use of this class when making presentations and doing research in the future.""",-2
C-2021-1_U96,"""Visualization makes it easier to understand huge amounts of data. There are various ways to do this. Multidimensional data can also be visualized by reducing the number of elements.""","""Visualized data, which we often see, can be misinterpreted depending on the method, so be careful when creating and check when viewing.""","""Not this time.""","""Is it possible to lower the position of the 'notifications' that appear from the left...? It's a little inconvenient because the button to go back to the page of the textbook is hidden. ""","""I learned that depending on how the data is visualized, I may get a different impression from the actual data, so I would like to be careful when watching news in the future.""",0
C-2021-1_U97,"""Various graphs and differences between figures""",,,,,-1
C-2021-1_U98,"""By visualizing the data, you can intuitively grasp it. There are several visualization methods, and by using the method that matches the characteristics of each, it is possible to visualize it appropriately.""","""It is essential to visualize data, and I learned that it is necessary to understand the method and visualize the data correctly. I learned that it is possible to devise visualization even if it is not two-dimensional.""","""Three-dimensional visualization was difficult to understand.""",,"""When you draw a diagram, you can intuitively grasp it, so you can effectively communicate it to the other party. On the other hand, if you do not understand the characteristics, the impression given to the same data will be greatly different, and misunderstandings will occur. It is also possible to abuse it. I also think about what is being done, so I don't want to take it lightly.""",0
C-2021-1_U99,"""It gave me a vague understanding of what visualization is. I also learned a lot about how to read data and graphs.""","""By using data and graphs well, it was interesting to clarify the relationships between various things. I also learned that it is necessary to pay attention to the fact that there are graphs that are suitable for different things.""","""It was a little difficult to understand multidimensional data, so I will review it.""",,"""I'm glad I was able to deepen my understanding of the data and graphs that I had vaguely used until now.""",-3
C-2021-2_U10,,"""I learned how to visualize.""",,,"""I learned that the graphs and diagrams that I had learned up until high school were used for visualization purposes!""",0
C-2021-2_U100,"""Visualization is the act of making data intuitively understandable, and it can be expressed in various charts such as histograms and boxplots. It is necessary to select the appropriate one according to the purpose and conditions. There is an advantage in the diagram of","""I learned the basics of visualization. I also learned what each diagram represents and what its benefits are.""",,,"""I thought it was interesting that the graphs that I casually used in my math class were so useful in terms of organizing information through visualization.""",-1
